id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
1546,MedGemma,both_wrong,0,0,C,,A,"All of the following statements about hepatitis C testing are true except:

A) A positive HCV A test indicates recent infection.

B) A positive HCV A test indicates that the virus is replicating.

C) In 50% of hepatitis C cases, there may be a chronic carrier.

D) Hepatitis C antibodies may not appear until months after infection.","كل ما يلي حول استقصاءات التهاب الكبد بالنمط C صحيح ما عدا:
A) إيجابية HCV A تدل على الإصابة الحديثة.
B) إيجابية HCV A تدل أن الفيروس في طور التناسخ replication.
C) في ٥٠% من حالات التهاب الكبد C قد يوجد حامل مزمن.
D) أضداد التهاب الكبد C قد لا تظهر إلا بعد اشهر من الإصابة .",
1547,MedGemma,both_wrong,0,0,D,A,C,"Causes of posthepatic obstructive jaundice include:
A) Certain medications
B) Inappropriate blood transfusion
C) Intrahepatic biliary obstruction
D) All of the above","من اسباب البرقان الانسدادي بعد الكبدي:
A) بعض الأدوية
B) نقل دم غير مناسب
C) انسداد الطرق الصفراوية داخل الكبد
D) كل ما سبق خطأ",
1548,MedGemma,both_wrong,0,0,D,B,A,"All of the following about niacin deficiency are true except:
A) Diarrhea is a symptom
B) It can lead to death if left untreated
C) Skin inflammation is a symptom
D) It is seen in populations that eat polished rice","كل ما يلي حول عوز النياسين صحيح ماعدا:
A) من أعراضه الإسهال
B) قد يؤدي للوفاة إذا لم يعالج
C) من أعراضه التهاب الجلد
D) يشاهد عند الشعوب التي تأكل الأرز المقشور",
1549,MedGemma,both_wrong,0,0,E,B,A,"In the transcription control sequence or the gene regulatory sequence: (Incorrect)
A) Transcription factors are bound to it
B) It can contain an enhancer
C) It can contain an inhibitor
D) It can contain a silencer","في منطقة ضبط الانتساخ Transcription Control Sequence أو المنطقة المنظمة العمل المورثة Regulatory Sequence: (الخطأ)
A) ترتبط بها عوامل الانتساخ
B) يمكن أن تحوي على معزز Inhancer
C) يمكن أن يحوي على مثبط Inhabiter
D) يمكن أن تحوي على Silencer",
1550,MedGemma,both_wrong,0,0,C,B,B,"All of the following statements about transient familial neonatal jaundice are true except:

A) The prognosis is usually excellent.

B) Jaundice appears on the first day after birth.

C) Liver function is within the normal range.

D) Jaundice resolves within 2-3 weeks after birth.","كل مما يلي حول اليرقان الولادي العائلي العابر صحيح ما عدا :
A) الإنذار ممتاز غالباً.
B) يظهر البرقان في اليوم الأول بعد الولادة.
C) وظائف الكبد في الحدود السوية.
D) يختفي اليرقان خلال ٢-٣ أسابيع بعد الولادة.",
1551,MedGemma,both_correct,1,1,D,D,D,"Basic polar (positively charged) amino acid:
A) Alanine
B) Glutamine
C) Proline
D) Lysine","الحمض القطبي الأساسي (المشحون إيجابيا):
A) ألانين
B) غلوتامين
C) برولين
D) ليزين",
1552,MedGemma,both_correct,1,1,C,C,C,"Phosphofructokinase regulators except:

A) ATP

B) Citrat

C) Lactase

D) AMP","منظمات فوسفوفركتو كيناز ماعدا:
A) ATP
B) Citrat
C) اللاكتاز
D) AMP",
1553,MedGemma,both_correct,1,1,C,C,C,"There is severe hyperbilirubinemia and partial deficiency of: UDPGT
A) Doppen-Johnson
B) Rotter
C) Kriegler-Najjar
D) Gilbert","يوجد فرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي: UDPGT
A) دوبن جونسن
B) روتر
C) كريجلر نجار
D) جيلبرت",
1554,MedGemma,both_wrong,0,0,A,D,C,"In the case of PROMETER (error):
A) It usually follows the sequence that regulates gene function.

B) It is located before the gene.

C) It is associated with RNA polymerase.

D) Its initial syllable is usually TATATA or TATAAAA.","في المحضض: PROMETER (الخطأ)
A) يلي التسلسل المنظم لعمل مورثة عادة.
B) يقع قبل المورثة.
C) يرتبط فيه RNA Polymerase.
D) تكون بدايته عادة TATATA أو TATAAAA.",
1555,MedGemma,both_wrong,0,0,D,A,C,"Which of the following are irreversible inhibitors?
A) Fumarates
B) Malones
C) Threonine dehydrogenase
D) All of the above are incorrect","من المثبطات اللاعكوسة:
A) الفومارات
B) المالونات
C) نازع ماء الثريونين
D) كل ما سبق خطأ",
1556,MedGemma,both_correct,1,1,B,B,B,"All of the following about metabolism are true except: 2017-2018 Course
A) It represents coordinated, organized, and purposeful cellular activity
B) It occurs randomly
C) Most metabolic pathways are linear
D) Hundreds of metabolic reactions take place in the human body","كل ما يلي حول الاستقلاب صحيح عدا: دورة 2018-2017
A) يمثل نشاطا خلويا منسقا ومنظما وهادفا
B) يجري بصورة عشوائية
C) أغلب السبل الاستقلابية هي سبل خطية الشكل
D) تجري المئات من تفاعلات الاستقلاب بجسم الانسان",
1557,MedGemma,both_wrong,0,0,A,,C,"Treatment for this patient is: A) Dialysis
B) Colchicine
C) Antibiotics
D) Aspirin","علاج هذا المريض هو:
A) الديال Dialysis
B) الكولشسن
C) الصادات
D) الاسبرين",
1558,MedGemma,access_gap,1,0,C,C,A,"Materials used to convert ethane bromine to ethane:
A) With dilute sulfuric acid VI: potassium dichromate
B) With dilute sulfuric acid VII: potassium manganese
C) Ethanol sodium hydroxide solution
D) Concentrated ammonia solution","المواد المستعملة لتحويل بروم الاتان الي الاتن:
A) مع حمض الكبريت الممددVI ثنائي كرومات البوتاسبوم
B) مع حمض الكبريت الممددVII منغنات البوتاسبوم
C) محلول هيدروكسيد الصوديوم الاتانولي
D) محلول مركز من الامونيا",
1559,MedGemma,both_wrong,0,0,C,B,B,"Treatment of propionic academia:

A) High-protein diet.

B) Low-methionine diet.

C) High-valine and isoleucine diet.

D) L-Dopa.","علاج إحمضاض الدم البرويبوني propionic academia:
A) حمية غنية بالبروتين.
B) حمية فقيرة بالميثايونين.
C) حمية غنية بالفالين والايزوليوسين.
D) .L-Dopa",
1560,MedGemma,both_correct,1,1,B,B,B,"The pathway for glycogen synthesis:

A) Occurs in the mitochondria.

B) Requires energy supplied by ATP.

C) The liver is the only organ capable of storing glycogen.

D) The presence of GTP is essential for this pathway.","سبيل اصطناع الغليكوجين:
A) يحدث في المتقدرة.
B) يتطلب طاقة يوفرها ATP.
C) الكبد هو العضو الوحيد القادر على اختزان الغليكوجين.
D) يعتبر وجود مركب GTP ضرورياً جداً في هذا السبيل.",
1561,MedGemma,both_correct,1,1,A,A,A,"Essential Amino Acids:

A) Leucine

B) Asparagine

C) Alanine

D) Glycine","الحمض الضروري (الأساسي) :Essential Amino Acid
A) ليوسين.
B) اسباراجين.
C) الانين.
D) غليسين.",
1562,MedGemma,access_gap,1,0,D,D,B,"By cleaving bonds contributed by arginine and lysine with a carboxyl group:

A) Elastase

B) Carboxypeptidase B

C) Carboxypeptidase A

D) Trypsin","بشطر روابط يساهم بها (ارجنين -- ليزين) بزمرة كربوكسيل:
A) الإلاستاز.
B) الكربوكسي ببتيداز .B
C) الكربوكسي ببتيداز .A
D) التربيسين.",
1563,MedGemma,both_wrong,0,0,E,A,A,"In glycolysis:
A) Under aerobic conditions, pyruvate is the product of glycolysis.
B) Under anaerobic conditions, NADH is used in the formation of acetone from pyruvate.
C) Dehydrogenation occurs from two molecules of glyceraldehyde-3-phosphate.
D) Two molecules of NADH are reused for the reaction.","في تحلل السكر
A) بالظروف الهوائية البيروفات هو ناتج تحلل السكر
B) بالظروف اللاهوائية NADH يستخدم في تشكل اللكنات من البيروفات
C) نزع هيدروجين يتم من جزيئتين غليسير الدهيد 3 فوسفات
D) يعاد استخدام جزيئيين من NADH مجددا للتفاعل",
1564,MedGemma,both_correct,1,1,C,C,C,"Enzymes mediate important reactions, except for:
A) sensing
B) transporting
C) carrying out transport by the enzyme system itself
D) being involved in various metabolic pathways","تتواسط الإنزيمات تفاعلات هامة ماعدا:
A) تدرك
B) نقل
C) تقوم الجملة الإنزيمية نفسها بالنقل
D) تتدخل في السبل الاستقلابية المختلفة",
1565,MedGemma,both_wrong,0,0,D,A,A,"Which of the following can lead to liver cell damage and cholestasis?
A) Pregnancy
B) After surgery
C) Taking birth control pills
D) All of the above are incorrect","من الالات التى تؤدى الى حدوثاذيه خلايا كبديه+ركود صفراوى:
A) الحمل
B) بعد العمل الجراحى
C) تناول حبوب منع الحمل
D) كل ما سبق خطأ",
1566,MedGemma,both_wrong,0,0,D,,A,"What changes occur to a uric acid sample when it is stored at room temperature for a long time?

A) Increase in the number of bacteria

B) Decrease in glucose concentration

C) Increase in bilirubin and urobilinogen
D) Answers A & B","التغيرات التي تطرأ على عينة حمض البول عند حفظها في درجة حرارة الغرفة لفترة طويلة؟
A) ازدياد عدد الجراثيم
B) ينخفض تركيز الغلوكوز
C) يزداد البيليروبين واليوروبيلينوجين
D) A&Bالجواب",
1567,MedGemma,both_correct,1,1,D,D,D,"The amino acid containing a polar group:
A) ALA

B) VAL

C) GLY

D) TYR","الحمض الأميني الحاوي زمرة قطبية:
A) ALA.
B) VAL.
C) GLY.
D) TYR.",
1568,MedGemma,both_wrong,0,0,A,D,B,"The Hardy-Weinberg equilibrium in a population is disrupted by the following factors: error

A) Consistency of the mutation rate in an individual throughout their lifespan.

B) Large migrations.

C) Isolated populations.

D) Non-random mating.

E) Natural selection.","يضطرب توازن هاردي - وينبيرغ الجيني في جمهرة بتدخل العوامل التالية: الخطأ
A) ثبات معدل الطفرة عند الفرد مدى الحياة.
B) الهجرات الكبيرة.
C) التجمعات المعزولة.
D) التزاوج غير العشوائي.
E) الانتقاء الطبيعي.",
1569,MedGemma,both_wrong,0,0,D,B,B,"All of the following are true about maple syrup urine disease (MSUD) EXCEPT:

A) Symptoms usually begin in the first days of life
B) It is caused by a tyrosine metabolism disorder
C) It can be fatal if left untreated
D) It manifests as various nutritional disturbances (nausea, vomiting)","كل ما يلي صحيح عن داء البول القيقبي MSUD عدا:
A) تبدأ أعراضه بالظهور عادة من الأيام الأولى للحياة
B) سببه خلل في استقلاب التيروزين
C) قد يسبب الوفاة إذا لم يعالج
D) يتظاهر بإضطرابات تغذوية متنوعة (غثيان - إقياء)",
1570,MedGemma,arabic_only,0,1,A,D,A,"Fetal hemoglobin (f):
A) It consists of two alpha chains and two globulin chains
B) Its synthesis begins in the first weeks after birth
C) It is the primary hemoglobin in adults
D) All of the above are incorrect","الهيموغلوبين الجنيني f:
A) يتألف من سلسلتين ألفا وسلسلتين عاما
B) يبدأ اصطناعه منذ الأسابيع الأولى بعد الولادة
C) يعتبر الخضاب الأساسي عند البالغ
D) كل ما سبق غير صحيح",
1571,MedGemma,access_gap,1,0,B,B,C,"The following are not characteristics of multifactorial inheritance:
A) Increased risk of recurrence in related individuals
B) No sex predisposition
C) A combination of genetic and environmental factors
D) Increased risk of recurrence with increasing disease severity","ليس من صفات الوراثة عديدة العوامل:
A) يزداد اختطار الرجعة لدى الأقرباء
B) ليس لديها ميل للجنس
C) تضافر كل من العوامل الجينية والبيئية
D) يزداد اختطار الرجعة بازدياد وخامة المرض",
1572,MedGemma,arabic_only,0,1,C,,C,"All of the following statements regarding hepatitis B testing are true except:

A) A positive HBsAg result indicates a recent or past infection.

B) A negative HBsAg result suggests a positive HBsAb result.

C) A positive HBcAg result indicates a recent viral infection.

D) HBsDNA can be ordered to determine the viral copy number.","كل ما يلي حول استقصاءات التهاب الكبد بالنمط B صحيح ما عدا :
A) إذا كان HBS Ag إيجابياً دل على إصابة حديثة أو قديمة.
B) إذا كان HBS Ag سلبياً يفضل قياس (HBs Ab).
C) ايجابية HBc Ag تدلل على حداثة الإصابة بالفيروس.
D) يمكن طلب HB-DNA لتحديد عدد النسخ الفيروسية.",
1573,MedGemma,both_wrong,0,0,D,C,,"The following statements about pyruvate dehydrogenase deficiency are true except:

A) It is the most common chemical cause of neonatal lactic acidosis.

B) The severe form causes fatal lactic acidosis.

C) The third (mild) form causes luxated ataxia.

D) It is treated by avoiding foods containing pyruvate.","ما يلي حول عوز Pyruvate Dehydrogenase صحيح ماعدا:
A) أشيع الأسباب الكيميائية للحماض اللبني الولادي.
B) يسبب الشكل الشديد منه حماض لبني عارم يودي للـوفاة.
C) يسبب الشكل الثالث منه (الخفيف) رنح ثوبي.
D) يعالج بالابتعاد عن تناول الأطعمة التي تحوي بيروفات.",
1574,MedGemma,both_correct,1,1,B,B,B,"All of the following statements about metabolism are true except:

A) It represents coordinated, organized, and controlled cellular activity.

B) It occurs randomly.

C) Most metabolic pathways are linear.

D) Hundreds of metabolic reactions take place in the human body.","كل مما يلي حول الاستقلاب صحيح ما عدا:
A) يمثل نشاطاً خلوياً منسقاً ومنظماً وهادها.
B) يجري بصورة عشوائية.
C) أغلب السبل الاستقلابية هي سبل خطية الشكل.
D) تجري المئات من تفاعلات الاستقلاب في جسم الانسان.",
1575,MedGemma,both_wrong,0,0,D,C,C,"All of the above are correct.

A) In bacterial meningitis, we observe in the laboratory:

B) CSF protein less than 60 mg/dL.

C) White blood cell count greater than 1000 cells/mm³.

D) All of the above are incorrect.","كل ما سبق صحيح.
A) في التهاب السحايا الجرثومي نلاحظ مخبريا:
B) بروتين CSF أقل من 60 ملغ /دل.
C) الكريات البيض أكثر من 1000 كرية مم .
D) كل ما سبق خطا.",
1576,MedGemma,both_correct,1,1,C,C,C,"Death in thalassemia patients is caused by:
A) Hemolysis
B) Accumulation of fetal hemoglobin
C) Iron overload
D) Severe and frequent painful episodes","تحدث الوفاة لدى مرضى التلاسيميا بسبب:
A) انحلال الدم
B) تراكم الخضاب الجنيني
C) تراكم الحديد
D) النوب الألمية الشديدة جدا والمتكررة",
1577,MedGemma,both_wrong,0,0,B,C,C,"In heterochromatin: (Incorrect)
A) The DNA helix is tightly coiled around the histones.

B) There is spacing between nucleotides.

C) Expression capacity is lower.

D) It is generally considered an inefficient pattern.","في الكروماتين المتغاير: (الخطأ)
A) يكون حلزون الدنا ملتف بشدة على الهيستونات.
B) يوجد تباعد بين الجسيمات النووية.
C) تكون القدرة التعبيرية أقل.
D) يعتبر نمط غير فعال بشكل عام.",
1578,MedGemma,both_wrong,0,0,B,A,D,"They differ in their carbon skeleton structure:
A) Positional isomer
B) Siliceous isomer
C) Cestrans isomer
D) Photoisomer","تختلف في بنية الهيكل الكربوني:
A) المصاوغ الموضعي
B) المصاوغ السلسي
C) المصاوغ سيس ترانس
D) المصاوغ الضوئي",
1579,MedGemma,both_wrong,0,0,C,D,D,"In stop symbols: (Error)
A) UGA.

B) UAG.

C) AGU.

D) UAA.","في روامز التوقف: (الخطأ)
A) UGA.
B) UAG.
C) AGU.
D) UAA.",
1580,MedGemma,both_correct,1,1,D,D,D,"Severe thiamine deficiency causes:
A) Pellagra
B) Megaloblastic anemia
C) Night blindness
D) Beriberi","يسبب عوز الثيامين الشديد:
A) داء البلاغرا
B) فقر الدم ضخم الأرومات
C) العشى الليلي
D) البري بري",
1581,MedGemma,both_wrong,0,0,D,,B,"The most likely cause of this patient's condition is:
A) Hemolytic anemia
B) Viral hepatitis
C) Sickle cell anemia
D) Pancreatic head cancer","سبب حاله هذا المريض غالبا هو:
A) فقر الدم الانحلالى
B) التهاب الكبد الفيروسى
C) فقر الدم المنجلى
D) سرطان رأس البنكرياسى",
1582,MedGemma,both_wrong,0,0,D,,C,"Some of the causes of this condition include:
A) Heart failure
B) Ureteral stones
C) Enlarged prostate
D) Kidney failure","من الاسباب التى تؤدى حدوث هذه الحاله:
A) قصور القلب
B) حصيات الحالب
C) ضخامه البروستات
D) قصور الكليه",
1583,MedGemma,arabic_only,0,1,C,D,C,"HDL lipoprotein:

A) Contains a high percentage of triglycerides.

B) Contains apolipoprotein B100.

C) It is formed in the liver and intestines.

D) It contains a low percentage of protein.","البروتين الشحمي HDL:
A) يحتوي على نسبة مرتفعة من الشحوم الثلاثية.
B) يحتوي على الصميم 100 -- apoB.
C) يتشكل في الكبد والأمعاء.
D) يحتوي على نسبة منخفضة من البروتينات.",
1584,MedGemma,both_wrong,0,0,D,C,C,"The pathway of gluconeogenesis:
A) 90% of gluconeogenesis occurs in the brain
B) It does not require energy supply
C) It can meet glucose needs for 4-5 days
D) It is a precursor that utilizes ketone bodies","سبيل استحداث السكر:
A) يحدث 90% من استحداث السكر في الدماغ
B) لا يتطلب تقديم طاقة
C) يستطيع تغطية الحاجة من الغلوكوز 4_5 أيام
D) من الطلائع التي تستخدم فيه الحموض الكيتونية",
1585,MedGemma,both_correct,1,1,C,C,C,"All of the following about vitamin E are true except:
A) It is a natural antioxidant
B) It is the least toxic of all fat-soluble vitamins
C) It is recommended as a preventative measure against disease
D) Its deficiency causes increased fragility of red blood cells","كل ما يلي حول فيتامين E صحيح ماعدا:
A) يعتبر عاملا طبيعيا مضادا للأكسدة
B) هو الأقل سمية بين كل الفيتامينات المنحلة بالدسم
C) ينصح بإعطائه دوائيا كوقاية من الأمراض
D) يسبب عوزه ازدياد هشاشية الكريات الحمراء",
1586,MedGemma,both_correct,1,1,D,D,D,"Which of the following enzymes requires the presence of coenzyme A+?

A) Pyruvate dehydrogenase

B) Malate dehydrogenase

C) Alpha-fetoglutarate dehydrogenase

D) All of the above","من الانزيمات التي يتطلب وجود التميم AD+
A) نازع هيدروجين البيروفات
B) نازع هيدروجين المالات
C) نازع هيدروجين ألفاكيتوغلوتارات
D) كل ما سبق صحيح",
1587,MedGemma,access_gap,1,0,C,C,B,"Bilirubin is reduced by the small intestine's bacterial flora to:
A) Urobilin
B) Stercobilin
C) Urobilinogen
D) All of the above are incorrect","يرجع البيليروبين بفعل الفلورا الجرثومية للمعي الغليظ إلى:
A) Urobilin
B) Stercobilin
C) Urobilinogen
D) كل ما سبق خاطئ",
1588,MedGemma,access_gap,1,0,C,C,B,"Mitochondria and their chromosomes are all inherited from:
A) The father
B) Both father and mother
C) The mother
D) All of the above are incorrect","تورث المتقدرات وصبغياتها جمعيا من:
A) الاب
B) الاب والام معا
C) الام
D) جميع ما ذكر خطأ",
1589,MedGemma,both_wrong,0,0,A,C,B,"The following drugs reduce the conversion of T4 to T3:
A) Glucocorticoids

B) Salicylates

C) Amiodarone

D) Propranolol","من الأدوية التي تقلل من تحول T4 إلى T3 ما عدا :
A) الستيروئيدات السكرية.
B) السالسيلات.
C) امیودارون.
D) بروبرانولول.",
1590,MedGemma,both_wrong,0,0,C,D,D,"The number of genes that code for microRNA molecules (miRNAs) in the human genome is:
A) 50 genes.

B) 100 genes.

C) 125
D) 200","يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRANS في مجين الإنسان:
A) 50 جين.
B) 100 جين.
C) 125
D) 200",
1591,MedGemma,both_wrong,0,0,E,B,A,"When writing a gene tree: (Incorrect)
A) The square represents male.

B) The circle represents female.

C) The line represents mating.

D) The rhombus represents an unspecified sex.","عند كتابة شجرة المورثات: (الخطأ)
A) المربع يرمز للذكر.
B) الدائرة ترمز للأنثى.
C) الخط يرمز إلى التزاوج.
D) المعين يرمز الي جنس غير محدد.",
1592,MedGemma,both_correct,1,1,D,D,D,"Albinism:
A) It is caused by a deficiency of the enzyme tyrosinase.

B) The patient may experience photophobia.

C) The patient's hair is white.

D) All of the above are true.","حالة المهق Albinism:
A) سبيها عوز إنزيم (تيروزيناز).
B) قد يحدث لدى المريض رهاب ضوئي.
C) يكون شعر المريض أبيض اللون.
D) كل ما سبق صحيح.",
1593,MedGemma,both_correct,1,1,C,C,C,"A haploid sperm fertilizes an egg containing 21 chromosomes, resulting in a zygote containing:
A) 46
B) 45
C) 47
D) 69","لقحت نطفة أحادية الصيغة الصبغية بيضة تحوي على صبيغيين 21 فتكون الزيجوت الناتجة تحوي على:
A) 46
B) 45
C) 47
D) 69",
1594,MedGemma,both_correct,1,1,C,C,C,"The presence of bacterial colonies in semen causes genital tract infections if the number of these colonies is:
A) More than 100 colonies/ml
B) Less than 100 colonies/ml
C) More than 1000 colonies/ml
D) Less than 1000 colonies/ml","يسبب وجود المستعمرات الجرثومية في السائل المنوي خمج الطرق التناسلية إذا كان عدد تلك المستعمرات:
A) أكثر من ۱۰۰ مستعمرة / مل
B) أقل من ۱۰۰ مستعمرة / مل
C) أكثر من ۱۰۰۰ مستعمرة / مل
D) أقل من ۱۰۰۰ مستعمرة / مل",
1595,MedGemma,both_correct,1,1,B,B,B,"All of the following are true about translocations EXCEPT:
A) Translocation is the transfer of a DNA fragment between two non-homologous chromosomes
B) It does not lead to impaired gamete production
C) The Philadelphia chromosome results from a reciprocal translocation
D) It does not cause a loss of genetic material","كل ما يلي صحيح عن الإزفاء ماعدا:
A) انتقال شدف من الدنا بين صبغيين غير متماثلين
B) لا يؤدي إلى خلل في إنتاج الأعراس
C) ينجم صبغي فيلادلفيا عن إزفاء متبادل
D) لا يسبب فقداناً في المادة الوراثية",
1596,MedGemma,arabic_only,0,1,A,D,A,"All of the following are true about myoglobin EXCEPT:
A) It is yellow in color
B) It acts as a temporary oxygen reservoir
C) It is a heme protein
D) Its tertiary structure is sausage-shaped and composed of 8 segments","كل ما يلي صحيح حول الميوغلوبين عدا:
A) يتميز بلونه الأصفر
B) يقوم بدور خازن مؤقت للأوكسجين
C) من البروتينات الهيمية
D) بنيته الثالثية سجقية الشكل مؤلفة من 8 قطع",
1597,MedGemma,both_wrong,0,0,A,B,C,"A name that may be used for monitoring during and after treatment in bladder cancer is:
A) CA 125.

B) PSA B74.

C) AFP.

D) CA 15-3.","واسم قد يستخدم للمتابعة أثناء العلاج وبعده في سرطان المثانة:
A) CA 125 .
B) PSA B74.
C) AFP .
D) CA 15-3 .",
1598,MedGemma,both_wrong,0,0,C,D,D,"Used in drawing a family tree: (Incorrect)
A) The empty triangle indicates spontaneous abortion.

B) Two parallel horizontal lines indicate consanguineous marriage.

C) Two parallel lines indicate monozygotic twins.

D) Generations are represented by Roman numerals.","يستخدم في رسم الشجرة الوراثية: (الخطأ)
A) المثلث الفارغ يشير إلى الاسقاط العفوي.
B) الخطان الأفقيان المتوازيان يشيران إلى زواج الأقارب.
C) يشير الخطان المتوازيان إلى توائم وحيدة البيضة.
D) يرمز للأجيال بالأرقام اللاتينية.",
1599,MedGemma,both_correct,1,1,D,D,D,"Chylomicrons are synthesized in:
A) the liver
B) the brain
C) the spleen
D) the intestines","يتم اصطناع الدقائق الكيلوسية في:
A) الكبد
B) الدماغ
C) الطحال
D) الأمعاء",
1600,MedGemma,both_wrong,0,0,E,A,D,"All of the following are amino acid reactions except:
A) Esterification
B) Estelation
C) Arylation
D) Metabolism","كل مما يلي من تفاعلات الحموض الامينية ما عدا
A) استره
B) استله
C) اريلة
D) الاستقلاب",
1601,MedGemma,both_correct,1,1,A,A,A,"All of the following about liver cancer are true except:

A) Primary liver cancer occurs mainly in females.

B) In 80% of cases, there is some type of cirrhosis.

C) It is frequently encountered in cases of hemochromatosis.

D) It is frequently encountered in cases of alcoholic cirrhosis.","كل ما يلي حول السرطانة الكبدية صحيح ما عدا :
A) تحدث السرطانة الأولية الكبدية بشكل أساسي في الإناث.
B) في ٨٠٪ من الحالات يوجد أحد أنواع تشمع الكبد.
C) قد تصادف بشكل كبير في حالات الصباغ الدموي.
D) قد تصادف بشكل كبير في حالات التشمع الكحولي.",
1602,MedGemma,both_correct,1,1,C,C,C,"Gastrointestinal hypoglycemia is seen in patients who have undergone:
A) Gastrectomy
B) Pyloroplasty
C) Both A and B
D) All of the above are false","يشاهد نقص سكر الدم الهضمي عند مرضى:
A) استئصال المعدة
B) رأب البواب
C) A&B كل من
D) كل ما سبق خاطئ",
1603,MedGemma,both_correct,1,1,D,D,D,"Magnesium performs:
A) Activating glycolysis
B) Transporting potassium and calcium
C) Playing an important role in the electrical properties of cell membranes
D) All of the above","يقوم المغنيزيوم ب:
A) تنشيط تحلل السكر
B) نقل البوتاسيوم والكالسيوم
C) دور هام في الخواص الكهربائية للأغشية الخلوية
D) كل ما سبق",
1604,MedGemma,both_correct,1,1,A,A,A,"In hereditary retinoblastoma: Error
A) The patient carries two mutations in the RB1 gene.

B) One is inherited.

C) The second acquired during childhood.

D) In the patient's white blood cells, the gene allele is homozygous.

E) In the retina, the gene is homozygous.","في الورم الأرومي الشبكي الموروث: الخطأ
A) يحوي المصاب طفرتان في RB1 gene.
B) واحدة موروثة.
C) والثانية حصلت خلال الطفولة.
D) في كريات بيضاء المصاب يكون اليلا الجين بحالة متماثلة.
E) في شبكية عينه يكون الجين متماثل الدلائل.",
1605,MedGemma,access_gap,1,0,D,D,A,"The enzyme α-ketoglutarate dehydrogenase:
A) is inhibited by NADH
B) is inhibited by ATP
C) is activated by calcium ions
D) All of the above are correct","انزيم a-ketoglutarate dehydrogenase:
A) يتثبط ب NADH
B) يتثبط ب ATP
C) يتفعل بوجود شوارد الكالسيوم
D) كل ما سبق صحيح",
1606,MedGemma,access_gap,1,0,A,A,D,"Chymotrypsin, except:
A) is secreted as chymotrypsin
B) exists in two forms
C) chymotrypsinogen digests peptide bonds containing a carboxyl group of aromatic amino acids
D) optimum pH is between 7 and 8
E) hydrolysis products are free amino acids and oligopeptides","الكيموتريسين ماعدا:
A) يفرز بشكل كيموتريسين
B) يوجد شكلان للكيموتريسين
C) يهضم الكيموتربسينوجين الروابط الببتيدية الحاوية على زمرة كربوكسيلية تابعة للحموض الأمينية العطرية
D) PH المثلى بين ال ٧ وال ۸
E) نواتج الحلمهة هي الحموض الأمينية الحرة وقليلة الببتيد",
1607,MedGemma,both_correct,1,1,A,A,A,"A specific cancer marker for the diagnosis and monitoring of 21-cell lung cancer is:

A) Cyfra 21

B) CEA

C) NSE

D) All of the above are correct.","واسم سرطاني نوعي لتشخيص ومتابعة سرطان الرئة ذي الخلايا
A) Cyfra 21 .
B) CEA .
C) NSE.
D) كل ما سبق صحيح.",
1608,MedGemma,both_wrong,0,0,D,A,A,"AP is found in large quantities in: A) Liver
B) Bones
C) Kidney
D) Both A & B","يوجد AP بكميات كبيرة في:
A) الكبد
B) العظام
C) الكلية
D) A&B كل من",
1609,MedGemma,both_wrong,0,0,D,B,B,"In the enzyme: RNA polymerase (incorrect)
A) Forms diester covalent bonds
B) Consists of several subunits
C) Binds to the ligand
D) Synthesizes RNA from the 3' to 5' direction","في أنزيم: RNA polymerase (الخطأ)
A) يشكل الروابط التكافؤية ثنائية الإسترية
B) يتألف من عدة وحيدات Subunit
C) يرتبط مع المحضض
D) يركب الرنا من الاتجاه 3 إلى 5",
1610,MedGemma,both_wrong,0,0,B,A,D,"All of the following about the liver are true except:
A) Parenchyma cells make up about 160% of the liver's weight.

B) About 1500 helices of blood pass through the liver per minute.

C) 75% of the liver's blood supply comes from the hepatic artery.

D) The right lobe is 27 times larger than the left lobe.","كل مما يلي حول الكبد صحيح ما عدا:
A) تشكل الخلايا البرانشيمية (المتنية) حوالي 160 من وزن الكيد.
B) يمر حوالي 1500 هل من الدم عبر العبد في الدقيقة.
C) 75% من التروية الدموية تعمل الكبد عبر الشريان الكبدي.
D) حجم النص الأيمن 27 أضعاف حجم الفص الأيسر.",
1611,MedGemma,both_correct,1,1,B,B,B,"One mechanism of arsenic poisoning is that it:

A) inhibits pyruvate kinase

B) inhibits alpha-ketoglutarate dehydrogenase

C) competes with magnesium as a cofactor for glycolytic enzymes

D) inhibits hexokinase","من آليات التسمم بالزرنيخ الثلاثي بأنه:
A) يثبط إنزيم بيروفات كيناز
B) يثبط إنزيم ألفا كيتوغلوتارات ديهيدروجيناز
C) ينافس المغنيزيوم كعامل مساعد لإنزيمات تحلل السكر
D) يثبط إنزيم هكسوكيناز",
1612,MedGemma,both_correct,1,1,D,D,D,"The tissues that control fuel metabolism in the body communicate with each other via:
A) The nervous system
B) Circulating substrate availability
C) Changes in plasma hormone levels
D) All of the above","الأنسجة المسيطرة على عملية استقلاب الوقود في الجسم تتواصل مع بعضها عبر:
A) الجملة العصبية
B) توافر الركائز في الدوران
C) التبدلات في مستويات الهرمونات في البلازما
D) كل ما سبق صحيح",
