id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
1043,ALLaM 7B,both_wrong,0,0,B,D,A,"يعبر العصب V2 لمثلث التوائم عبر:
A) الثقبة البيضية
B) الثقبة المدورة
C) الثقة الشوكية
D) الثقبة الأبرية الخشائية","The V2 nerve of the trigeminal nerve crosses through:
A) the foramen ovale
B) the foramen roundis
C) the spinous foramen
D) the stylomastoid foramen",
1044,ALLaM 7B,both_wrong,0,0,C,A,A,"تكون معظم الخلايا في المحضرات النسيجية الأنابيب المنوية هي من نوع :
A) Spermatid
B) type B spermatogonia
C) primary spermatocyte
D) secondary spermatocyte","Most seminiferous tubule tissue samples are of the following type:
A) Spermatid
B) Type B spermatogonia
C) Primary spermatocytes
D) Secondary spermatocytes",
1045,ALLaM 7B,access_gap,1,0,C,C,D,"من ميزات الفقرات العصعصية ماعدا :
A) تحوي الأولى قرني العصعص
B) الأولي لها بعض خصائص الفقرات
C) عددها 7
D) تلتحم مع بعضها لدى المسنين","Which of the following are characteristics of the coccygeal vertebrae except:
A) The first one contains the coccygeal horns
B) The first one has some characteristics of vertebrae
C) There are 7 of them
D) They fuse together in the elderly",
1046,ALLaM 7B,both_correct,1,1,C,C,C,"بطانة الـ Blood vessels
A) simple columnar epithelium
B) stratified squamous epithelium (keratinized)
C) simple squamous epithelium
D) pseudostratified ciliated columnar epithelium
E) كل ما أعلاه خطأ.","Blood vessel lining
A) simple columnar epithelium
B) stratified squamous epithelium (keratinized)
C) simple squamous epithelium
D) pseudostratified ciliated columnar epithelium
E) All of the above are incorrect.",
1047,ALLaM 7B,arabic_only,0,1,B,A,B,"تمفصلات عظم رصغ القدم : (2017)
A) النردي مع قاعدة المشط الثالث
B) رأس القعب مع العظم الزورقي
C) العقب يقابل أسفل الظنوب
D) الاسفينية تقابل المشط الأول اماميا","Articulations of the tarsal bone: (2017)
A) The valgus with the base of the third metatarsal
B) The talus with the navicular bone
C) The calcaneus corresponds to the lower part of the tibia
D) The cuneiform corresponds anteriorly to the first metatarsal",
1048,ALLaM 7B,arabic_only,0,1,B,A,B,"اي مما يلي ليس على الصف السفلي للرسغ
A) Hamate
B) Lunate
C) Trapezoid
D) Capitate","Which of the following is NOT on the lower row of the wrist?
A) Hamate
B) Lunate
C) Trapezoid
D) Capitate",
1049,ALLaM 7B,both_correct,1,1,B,B,B,"الضفيرة القطنية:
A) LIلا يشارك فى تكوينها
B) ينشأ منها العصب الفخدى والسدادى
C) هى مستقلة عن الضفيرة العجزية
D) تعصب مباشرةً العضلة الحرقفية","Lumbar plexus:
A) It does not participate in the formation of the iliac crest
B) The femoral and obturator nerves originate from it
C) It is independent of the sacral plexus
D) It directly innervates the iliac muscle",
1050,ALLaM 7B,both_correct,1,1,C,C,C,". مكان دخول المرئ للمعدة
A) Pylorus
B) Antrum
C) Cardia
D) Fundus","The point of entry of the esophagus into the stomach:

A) Pylorus
B) Antrum
C) Cardia
D) Fundus",
1051,ALLaM 7B,both_wrong,0,0,C,D,D,"ينتهي الأبهر النازل بمستوى:
A) C4
B) T4
C) L4
D) L2","The descending aorta terminates at the level of: A) C4
B) T4
C) L4
D) L2",
1052,ALLaM 7B,access_gap,1,0,A,A,C,"عدد ثقوب حلمة الثدي:
A) 15-20
B) 20-25
C) 2025-05-10 0:00:00
D) 30","Number of nipple piercings:
A) 15-20
B) 20-25
C) 20-25
D) 30",
1053,ALLaM 7B,both_wrong,0,0,D,B,B,"كل ما يلي صحيح عن الجريبات ما عدا:
A) من بطبقة unilaminar primary follicle يحاط ظهارة بسيطة مكعبة.
B) بطبقة multilaminar primary follicle يحاط الخلايا الحبيبية.
C) تنشأ الخلايا الحبيبية من استمرار انقسام الخاليا الجريبية خيطيا.
D) الخلايا الجريبية تفرز proteases عند اللقاح.","All of the following are true about follicles EXCEPT:

A) A unilaminar primary follicle is surrounded by a simple cuboidal epithelium.

B) A multilaminar primary follicle is surrounded by granulocytes.

C) Granulocytes arise from the continued mitotic division of follicular cells.

D) Follicular cells secrete proteases upon inoculation.",
1054,ALLaM 7B,both_correct,1,1,C,C,C,"بعض خلايا تفرز alkaline phosphatase
A) Adipose tissue
B) Cartilage
C) Bone
D) Fibrous connective tissue
E) Cartilage + bone","Some cells secrete alkaline phosphatase:
A) Adipose tissue
B) Cartilage
C) Bone
D) Fibrous connective tissue
E) Cartilage + bone",
1055,ALLaM 7B,both_wrong,0,0,A,D,B,"-تربط الزنار الكتفي بالخذع من الخلف :
A) العريضة الظهرية
B) المعينية الصغيرة
C) الدالية
D) تحت الكتفية","The scapula connects to the scapula posteriorly through:
A) the latissimus dorsi
B) the rhomboid minor
C) the deltoid
D) the subscapularis",
1056,ALLaM 7B,both_wrong,0,0,A,B,D,"القلب من الداخل:
A) المنشأ الجنيني للأذين الأيسر من مصدر واحد
B) يوجد الشريط الوسيط في جدران البطين الأيسر
C) فتحة الوريد الأجوف العلوي مجهزة بصمامين رديمين
D) سماكة جدران البطين الأيسر تساوي ثلاثة أمثال جدران الأذين الأيسر
E) بالمقطع العرضي البطين الأيسر هلالي الشكل","The heart from the inside:
A) The left atrium has embryonic origins from a single source.
B) The median strip is located in the walls of the left ventricle.
C) The opening of the superior vena cava is equipped with two valvular valves.
D) The thickness of the left ventricle walls is three times that of the left atrium walls.
E) In cross-section, the left ventricle is crescent-shaped.",
1057,ALLaM 7B,both_wrong,0,0,D,C,A,"اختر الإجابة الخاطئة بالنسبة للبطين الأيمن:
A) أكبر من الأذينة اليسرى
B) يتصل مع الأذينة اليمنى بالدسام مثلث الشرف
C) يحوي القمع
D) يحوي 4 عضلات حليمية","Choose the incorrect answer regarding the right ventricle:
A) It is larger than the left atrium
B) It connects to the right atrium via the tricuspid valve
C) It contains the infundibulum
D) It contains four papillary muscles",
1058,ALLaM 7B,both_correct,1,1,A,A,A,"تشريح كل ناحية من نواحي الجسم:
A) وصفي.
B) السريري.
C) الشعاعي.
D) التقني.","Anatomy of each part of the body:

A) Descriptive.

B) Clinical.

C) Radiographic.

D) Technical.",
1059,ALLaM 7B,both_wrong,0,0,C,D,B,"من صفات الأعصاب الحسية عدا:
A) afferent
B) تحمل الأوامر نحو العضلات
C) تحمل المعلومات نحو الجملة المركزية
D) صادرة","Which of the following are characteristics of sensory nerves except:
A) afferent
B) carry commands to muscles
C) carry information to the central nervous system
D) efferent",
1060,ALLaM 7B,both_correct,1,1,C,C,C,"كل ما يلي صحيح عن الفقرة النموذجية عدا :
A) تتألف من جسم في الأمام وقوس في الخلف.
B) تقع بين الجسم والقوس الثقبة الفقرية.
C) تتألف من خمسة نواتئ.
D) تقع الصفيحة بين الناتئ المستعرض والناتئ الشوكي .","All of the following are true about a typical vertebra EXCEPT:
A) It consists of a body at the front and an arch at the back.

B) The intervertebral foramen is located between the body and the arch.

C) It consists of five processes.

D) The lamina is located between the transverse process and the spinous process.",
1061,ALLaM 7B,both_correct,1,1,A,A,A,"المراكز المسؤولة عن تنسيق الفعالية الحركية وضمان الثباتية :
A) النوى القاعدية
B) القشرة المخية
C) جذع الدماغ
D) المادة البيضاء","The centers responsible for coordinating motor activity and ensuring stability are:
A) Basal nuclei
B) Cerebral cortex
C) Brainstem
D) White matter",
1062,ALLaM 7B,arabic_only,0,1,A,B,A,"يصل بين الأذينة اليمنى والبطين الأيمن :
A) فوهة مثلث الشرف
B) فوهة الناجي
C) القوهة الرئوية
D) الفوهة الأبهرية","Connecting the right atrium and right ventricle: A) Tricuspid orifice
B) Survivor's orifice
C) Pulmonary foramen
D) Aortic orifice",
1063,ALLaM 7B,both_wrong,0,0,E,B,A,"الحفرة الإبطية إختر الإجابة الخاطئة :
A) AXILLARY FOSSA
B) بها شكل هرمي
C) ذروتها خلف الترقوة
D) قاعدتها جلد الإبط
E) تظهر بوضوح عند خفض وتقريب الذراع","The axillary fossa. Choose the incorrect answer:
A) Axillary fossa
B) Has a pyramidal shape
C) Its apex is behind the clavicle
D) Its base is the axillary skin
E) It is clearly visible when the arm is lowered and brought forward",
1064,ALLaM 7B,both_wrong,0,0,C,A,A,"اختر الإجابة الخاطئة بالنسبة للحويصل المنوي
A) طوله 5 سم
B) يتوضع خلف المثانة
C) يتوضع أنسي الحالب
D) يشكل القناة الدافقة","Choose the incorrect answer regarding the seminal vesicle:
A) It is 5 cm long
B) It is located behind the bladder
C) It is located medial to the ureter
D) It forms the ejaculatory duct",
1065,ALLaM 7B,access_gap,1,0,B,B,A,"وجه العظم الجبهي الذي ينتمي للقحف العصبي:
A) الخارجي
B) الداخلي
C) الانسي
D) الوحشي","The surface of the frontal bone belonging to the neurocranium:
A) External
B) Internal
C) Medial
D) Lateral",
1066,ALLaM 7B,both_wrong,0,0,B,C,C,"ما يلي صحيح بالنسبة للرئتين ماعدا
A) الرئة اليمنى تقسم لثلاثة فصوص
B) الرئة اليسرى أثقل من اليمني
C) تطفوان على الماء
D) الرئة اليسرى تقسم إلى فصيين","The following are true about the lungs except:

A) The right lung is divided into three lobes
B) The left lung is heavier than the right lung
C) They float on water
D) The left lung is divided into two lobes",
1067,ALLaM 7B,access_gap,1,0,D,D,A,"ما يلي من عضلات الساعد الخلفية للسطحية عدا:
A) المرفقية
B) باسطة الخنصر
C) باسطة الأصابع المشتركة
D) باسطة الإبهام القصيرة","The following are all superficial posterior forearm muscles except:
A) olecranon
B) extensor digitorum
C) extensor digitorum common
D) extensor pollicis brevis",
1068,ALLaM 7B,both_correct,1,1,C,C,C,". الصحيح حول عظم الشظية
A) يقع في الاني
B) يساهم بتشكيل مفصل الركبة
C) يساهم بتشكيل مفصل الكاحل
D) يقع الناتئ الابري في نهايته السفلية","Correct information about the fibula:

A) It is located in the iliac crest
B) It contributes to the formation of the knee joint
C) It contributes to the formation of the ankle joint
D) The styloid process is located at its lower end",
1069,ALLaM 7B,arabic_only,0,1,C,A,C,"ينفتح الجيب الفكي على :
A) الصماخ العلوي
B) الصماخ السفلي
C) الصماخ المتوسط
D) كل ما سبق صحيح","The maxillary sinus opens into:
A) the superior meatus
B) the inferior meatus
C) the middle meatus
D) all of the above",
1070,ALLaM 7B,both_wrong,0,0,A,C,C,"أكبر أقسام المعثلكة:
A) الرأس
B) العنق
C) الجسم
D) الذيل","The largest sections of the pangolin are: A) Head
B) Neck
C) Body
D) Tail",
1071,ALLaM 7B,both_wrong,0,0,D,A,B,"تمادي القشر ضمن اللب يُدعي:
A) الكؤيسات
B) الحليمة الكلوية
C) الأشعة الليبية
D) العمود الكلوي","The extension of the cortex into the pulp is called:
A) renal calyces
B) renal papilla
C) renal ray
D) renal column",
1072,ALLaM 7B,both_wrong,0,0,D,A,C,". يضم جدار الصفن كل مايلي عدا
A) الجلد
B) اللفافة المنوية الخارجة
C) لفافة العضلة المشمرة
D) لفافة بوك","The scrotal wall contains all of the following except:
A) Skin
B) External spermatic fascia
C) Crestor muscle fascia
D) Buck's fascia",
1073,ALLaM 7B,both_correct,1,1,C,C,C,"عظم الزند: (2007)
A) رأس الزند في الأعلى.
B) حافة جسمه الأنسية حادة.
C) يتوضع أنسي الكعبرة.
D) يتمفصل مع العظم المثلثي.","Ulna bone: (2007)
A) The head of the ulna is superior.

B) The medial edge of its body is acute.

C) It lies medially to the radius.

D) It articulates with the triangular bone.",
1074,ALLaM 7B,both_wrong,0,0,B,A,A,"- اختر الاجابة الخاطئة حول حركة في الوضع التشريحي:
A) الاحاطة هي تسلسل لحركات بين القبض والبسط والتقريب والتبعيد والدوران
B) الكب و اتجاخ ابهام اليد نحو الوحشي
C) الشتر هو عندما يتجه اخمص القدم نحو الانسي
D) الشنف هو عندما يتجه اخمص القدم نحو الوحشي","Choose the incorrect answer regarding a movement in the anatomical position:
A) Contouring is a sequence of movements between flexion, extension, adduction, abduction, and rotation.
B) Pronation is the lateral direction of the thumb.
C) Paratropia is when the sole of the foot points medially.
D) Pronation is when the sole of the foot points laterally.",
1075,ALLaM 7B,both_correct,1,1,D,D,D,"اختر الإجابة الصحيحة :
A) مرض عمى الألوان يصيب المخاريط.
B) القطعة الخارجية للمخاريط تكون أقصر من القطعة الخارجية للعصي.
C) يحدث توسف الأقراص الغشائية بتكرار أقل في المخاريط منه في العصي.
D) كل ما سبق صحيح.","Choose the correct answer: A) Color blindness affects the cones.

B) The outer segment of the cones is shorter than the outer segment of the rods.

C) Degeneration of the membranous discs occurs less frequently in the cones than in the rods.

D) All of the above are correct.",
1076,ALLaM 7B,both_correct,1,1,A,A,A,"الحجرة الخلفية للعين بين:
A) القزحية في الأمام والعدسة في الخلف
B) القرنية في الأمام والقزحية في الخلف
C) العدسة في الأمام والشبكية في الخلف
D) لا شيء مما سبق","The posterior chamber of the eye is located between:
A) the iris at the front and the lens at the back
B) the cornea at the front and the iris at the back
C) the lens at the front and the retina at the back
D) none of the above",
1077,ALLaM 7B,both_correct,1,1,B,B,B,"منطقة في الشبكية لا تحتوي على طبقات الشبكية المعروفة ما عدا الألياف العصبية:
A) fovea centralis
B) blind spot
C) conjunctiva
D) eyelids","An area of the retina that lacks the known retinal layers except for nerve fibers:
A) fovea centralis
B) blind spot
C) conjunctiva
D) eyelids",
1078,ALLaM 7B,arabic_only,0,1,A,D,A,"ترتكز العضلة الشظوية القصيرة على :
A) قاعدة المشط الخامس
B) قاعدة المشطى الأول
C) الاسفيني الوحشي
D) B+C","The peroneus brevis muscle inserts on:
A) the base of the fifth metatarsal
B) the base of the first metatarsal
C) the lateral cuneiform
D) the B+C",
1079,ALLaM 7B,access_gap,1,0,A,A,B,". اي من المعالم الاتية يقع على عظم العجز
A) Promontory
B) Transverse costal facet
C) Olecranon
D) Dens","Which of the following features lies on the sacrum?

A) Promontory
B) Transverse costal facet
C) Olecranon
D) Dens",
1080,ALLaM 7B,both_correct,1,1,A,A,A,"العضلة الكابة المدورة : (الخاطئة) (2007)
A) من عضلات الساعد العميقة.
B) يعصبها الناصف.
C) ترتكز على عظم الكعبرة.
D) تدور الكعبرة نحو الداخل.","Pronator teres muscle: (Incorrect) (2007)
A) One of the deep forearm muscles.

B) Innervated by the median nerve.

C) Inserts onto the radius.

D) Rotates the radius medially.",
1081,ALLaM 7B,both_wrong,0,0,E,D,D,"أي من البنى التالية تمر من الثقوب العجزية الخلفية:
A) الجذور الحسية.
B) الجذور الحركية.
C) الفروع الأولية الأمامية.
D) الأعصاب الشوكية العجزية.
E) ولا واحدة مما علا.","Which of the following structures pass through the posterior sacral foramina?

A) Sensory roots.

B) Motor roots.

C) Anterior primary branches.

D) Sacral spinal nerves.

E) None of the above.",
1082,ALLaM 7B,both_wrong,0,0,A,B,C,"منطقة في الحنجرة تشمل الطيتين الصوتيتين والمسافة بينهما:
A) المزمار
B) مشق المزمار
C) البطين الحنجري
D) الحبل الصوتي","The region of the larynx that includes the two vocal folds and the space between them:
A) Glossus
B) Glossary fissure
C) Laryngeal ventricle
D) Vocal cord",
1083,ALLaM 7B,both_wrong,0,0,A,D,C,". اي من الاعصاب التالية هو حسي فقط
A) 2
B) 3
C) 4
D) 5","Which of the following nerves is only sensory?
A) 2
B) 3
C) 4
D) 5",
1084,ALLaM 7B,both_wrong,0,0,B,C,A,"الوهدة تقع في البلعوم:
A) الأنفي
B) الفموي
C) الحنجري
D) لا شيء مما سبق","The nasopharyngeal depression is located in:
A) Nasal
B) Oral
C) Laryngeal
D) None of the above",
1085,ALLaM 7B,arabic_only,0,1,C,B,C,"تتوضع تحت الطية اللسانية الغدة:
A) النكفية
B) تحت الفك السفلي
C) اللسان
D) الثانوية","The following glands are located beneath the lingual fold:
A) Parotid
B) Submandibular
C) Linguistic
D) Secondary",
1086,ALLaM 7B,both_wrong,0,0,D,B,B,"كل ما يلي صحيح عن النخامي الأمامية عدا :
A) تدعى النخامي الغدية
B) تنتج ستة هرمونات ببتيدية
C) تنتج هرمون النمو
D) تنتج الهرمون المضاد للإبالة ADH","All of the following are true about the anterior pituitary gland EXCEPT:
A) It is called the adenohypophysis
B) It produces six peptide hormones
C) It produces growth hormone
D) It produces antidiuretic hormone (ADH)",
1087,ALLaM 7B,both_correct,1,1,D,D,D,"ليس من وسائل الارتباط بين الخلايا الظهارية:
A) الحواجز الانتهاية
B) الجسور بين الخلوية
C) المادة اللاصقة ببن الخلايا
D) الياف الكولاجين","Which of the following is NOT a means of adhesion between epithelial cells?
A) Terminal barriers
B) Intercellular bridges
C) Intracellular adhesive
D) Collagen fibers",
1088,ALLaM 7B,both_wrong,0,0,C,A,A,"يتصف عظم الزند بما يلي عدا :
A) نهاية علوية ضخمة.
B) فيه الزج والثلمة البكرية.
C) لجسمه شكل اسطواني.
D) تملك نهايته السفلية ناتئاً إبرياً.","The ulna bone is characterized by all of the following except:

A) It has a massive upper end.

B) It contains the ligament and the trochanteric notch.

C) Its body is cylindrical.

D) Its lower end has a styloid process.",
1089,ALLaM 7B,both_wrong,0,0,D,B,B,"تعمل العضلات العرقوبية على :
A) ثني الساق على الفخذ
B) بسط الفخذ على الحوض
C) باسطة لمفصل الركبة
D) A+B","The Achilles tendon muscles act to:
A) Flex the leg at the thigh
B) Extend the thigh at the pelvis
C) Extend the knee joint
D) A+B",
1090,ALLaM 7B,both_wrong,0,0,C,B,B,"ما يلي من أقسام العظم الجبهي ما عدا:
A) الصدفة والقسم الحجاجي
B) الثلمة الغربالية
C) الصفيحة الغربالية العمودية
D) القسم الأنفي","Which of the following are sections of the frontal bone except:
A) The sulcus and orbital section
B) The ethmoid notch
C) The vertical ethmoid plate
D) The nasal section",
1091,ALLaM 7B,both_wrong,0,0,D,C,C,"تنتج الخلايا الجريبية في الدرق:
A) T3
B) كاليستونين
C) T4
D) a + c","Thyroid follicular cells produce:
A) T3
B) Calcitonin
C) T4
D) a + c",
1092,ALLaM 7B,both_wrong,0,0,C,B,A,"كل مما يلي صحيح ما عدا:
A) 7/1 من النفرونات هي نفرونات مجاورة للب
B) 7/6 من النفرونات هي نفرونات قشرية.
C) عروة هانلة تساهم في طرح الماء من الجسم
D) تساهم كل النفرونات في عمليات الرشح وعود الامتصاص والافراز","All of the following are true except:
A) 1/7 of nephrons are parametrium nephrons.
B) 6/7 of nephrons are cortical nephrons.

C) The loop of Henle contributes to the excretion of water from the body.
D) All nephrons contribute to the processes of filtration, reabsorption, and secretion.",
1093,ALLaM 7B,both_correct,1,1,B,B,B,"غير صحيح عن الخلية الكبدية :
A) تحوي حوالي الفي ميتاكوندريا
B) تخزن البروتينات ك حبيبات إفرازية في السيتوبلاسما
C) تحوي قطيرات دسمة
D) تقوم بقبط وتحويل وإفراز مكونات الدم لداخل الاقنية الصفراوية","Incorrect about the liver cell:
A) It contains approximately 2,000 mitochondria
B) It stores proteins as secretory granules in the cytoplasm
C) It contains lipid droplets
D) It captures, converts, and secretes blood components into the bile ducts",
1094,ALLaM 7B,access_gap,1,0,B,B,D,"اختر العبارة الخاطئة لعضلات المشط:
A) 3 أو 4 عضلات بين عظمية رامية
B) 5 عضلات بين عظمية ظهرية
C) عضلات خراطينية
D) عدد العضلات الخراطينية أربعة","Choose the incorrect statement regarding the muscles of the metacarpals:
A) 3 or 4 interosseous muscles
B) 5 dorsal interosseous muscles
C) Strepsilon muscles
D) There are four strepsilon muscles",
1095,ALLaM 7B,both_wrong,0,0,B,D,D,"الخلايا الفرشاتية في القصيبات الانتهائية:
A) هي خلايا حبيبية صغيرة صماوية ((DNES
B) مستشعرة كيميائية تتحسس مستوى الاكسجين
C) هي ذاتها الخلايا القصبية ذات الإفراز الخارجي
D) كل ما سبق صحيح.","Brush cells in terminal bronchioles:
A) are small endocrine granulocytes (DNES)
B) are chemosensory cells that detect oxygen levels
C) are the same as bronchial cells with exocrine secretion
D) All of the above are correct.",
1096,ALLaM 7B,arabic_only,0,1,D,B,D,"تحوي الخاصرة اليسرى
A) المعدة
B) الطحال
C) الفص الكبير الأيسر
D) الكولون النازل","The left flank contains:
A) Stomach
B) Spleen
C) Left large lobe
D) Descending colon",
1097,ALLaM 7B,both_correct,1,1,D,D,D,"أي الخلايا وظيفتها تخزين الوسائط الكيماوية للإرتكاس الإلتهابي:
A) Plasma cells
B) Macrophages
C) Erythrocytes
D) Mast cells
E) كل ما سبق خطأ.","Which cell functions to store the chemical mediators of the inflammatory response?
A) Plasma cells
B) Macrophages
C) Erythrocytes
D) Mast cells
E) All of the above are incorrect.",
1098,ALLaM 7B,both_correct,1,1,B,B,B,"طية جلدية ليفية عضلية أمام الحجاجين :
A) الملتحمة
B) الأجفان
C) الشدقين
D) الصلبة","Fibromuscular folds in front of the orbits:
A) Conjunctiva
B) Eyelids
C) Buccals
D) Sclera",
1099,ALLaM 7B,arabic_only,0,1,C,A,C,"تؤدي أذية العصب الفخذي إلى (الخطأ) (2009)
A) غياب المنعكس الرضفي .
B) تنميل و خدر في الوجه الأنسي للساق .
C) عدم إمكانية ثني مفصل الركبة .
D) خلل في حساسية جلد ناحية الفخذ الأمامية .","Damage to the femoral nerve leads to (error) (2009):
A) Absence of the patellar reflex.

B) Numbness and tingling in the medial aspect of the leg.

C) Inability to flex the knee joint.

D) Impaired sensation in the skin of the anterior thigh.",
1100,ALLaM 7B,both_wrong,0,0,C,D,D,"الخلايا التي تقوم بإدخار واحتواء الميلانين المتشكل
A) الأرومات الليفية.
B) خلايا الطبقة اللامعة.
C) الخلايا الظهارية.
D) الخلايا البدينة.","Cells that store and contain newly formed melanin:

A) Fibroblasts.

B) Shiny layer cells.

C) Epithelial cells.

D) Mast cells.",
1101,ALLaM 7B,both_correct,1,1,B,B,B,"ينتقل الحس غير عام (حس الذوق) من الثلث الأمامي للسان عبر: (2014 ثانية)
A) العصب الوجهي.
B) العصب تحت اللساني.
C) العصب اللسانى البلعومى.
D) العصب الفكى السفلي.
E) العصب الفكى.","Non-general sensation (taste) is transmitted from the anterior third of the tongue via: (2014 seconds)
A) Facial nerve.

B) Hypoglossal nerve.

C) Glossopharyngeal nerve.

D) Mandibular nerve.

E) Maxillary nerve.",
1102,ALLaM 7B,arabic_only,0,1,C,A,C,"الشعيرات الدموية الموجودة في الأمعاء تتميز بأن :
A) الاتصالات بين خلاياها البطانية مستمرة وصفيحتها القاعدية غير مستمرة.
B) كل من بطانتها وصفيحتها القاعدية غير مستمر.
C) الاتصالات بين خلاياها البطانية غير مستمرة )مثقبة(و صفيحتها القاعدية مستمرة.
D) كل من بطانتها وصفيحتها القاعدية مستمر","The capillaries in the intestine are characterized by the following:

A) Continuous connections between their endothelial cells and discontinuous connections between their basal plate.

B) Both their endothelium and basal plate are discontinuous.

C) Discontinuous connections between their endothelial cells (perforated) and continuous connections between their basal plate.

D) Continuous connections between their endothelium and basal plate.",
1103,ALLaM 7B,both_wrong,0,0,C,B,A,". الاجابة الصحيحة غن الرئتين
A) الرئة اليسرى تحوي ثلاث فصوص
B) اليمنى تحوي فصين
C) اللسين موجود فقط في اليسرى
D) الشق الافقي موجود في الرئتين اليسرى واليمنى","The correct answer regarding the lungs:

A) The left lung contains three lobes.
B) The right lung contains two lobes.
C) The lingual sulcus is only present in the left lung.
D) The horizontal slit is present in both the left and right lungs.",
1104,ALLaM 7B,both_correct,1,1,C,C,C,"ترتكز العضلة ثلاثية الرؤوس العضدية على : (2017 تشرين)
A) الغشاء بين العظمين.
B) جسم عظم الكعبرة.
C) الوجه الخلفي للمحفظة المفصلية للمرفق.
D) جسم عظم الزند.","The triceps brachii muscle inserts on: (October 2017)
A) The interosseous membrane.

B) The body of the radius.

C) The posterior surface of the elbow joint capsule.

D) The body of the ulna.",
1105,ALLaM 7B,both_correct,1,1,A,A,A,"يروي المساريقي العلوي:
A) الأمعاء الدقيقة
B) المعدة
C) المرئ
D) البريتوان","The upper mesentery supplies:
A) small intestine
B) stomach
C) esophagus
D) peritoneum",
1106,ALLaM 7B,both_correct,1,1,A,A,A,"خلايا تنشأ في نقي العظم ولها دور في الارتكاسات الجلدية المناعية :-
A) خلايا لانغرهانس.
B) خلايا ميركل.
C) خلايا الميلانين.
D) a+b","Cells that originate in the bone marrow and play a role in skin immune responses:

A) Langerhans cells.

B) Merkel cells.

C) Melanocytes.

D) a+b cells.",
1107,ALLaM 7B,both_correct,1,1,A,A,A,"كل ما يلي صحيح عن عظم الشظية عدا :
A) يسهم في تشكيل مفصل الركبة.
B) يشكل الكعب الوحشي لمفصل الكاحل.
C) نهايته العلوية تحوي ناتنا أبريا.
D) يرتكز على حافته الغشاء بين العظمين.","All of the following are true about the fibula EXCEPT:

A) It contributes to the formation of the knee joint.

B) It forms the lateral malleolus of the ankle joint.

C) Its upper end contains the natina abrii.

D) The interosseous membrane rests on its margin.",
1108,ALLaM 7B,both_wrong,0,0,D,B,A,"التنبيه نظير الودي للقضيب يؤدي إلى :
A) استرخاء العضلات الملساء.
B) تضيق الفراغات الكهفية.
C) توسع الفراغات الكهفية.
D) a+c","Parasympathetic stimulation of the penis leads to:

A) Relaxation of smooth muscles.

B) Constriction of the corpora cavernosa.

C) Dilation of the corpora cavernosa.

D) a+c",
1109,ALLaM 7B,arabic_only,0,1,B,D,B,"المقطع السهمي في الرحم ذو شكل
A) مثلثي
B) مجرد شق
C) شبه منحرف
D) دائري","The sagittal section of the uterus is shaped like:
A) Triangular
B) A simple slit
C) Trapezoidal
D) Circular",
1110,ALLaM 7B,both_correct,1,1,D,D,D,"يتكون القحف العصبي من :
A) FRONTAL BONE .
B) PORIETAL BONE .
C) OCCIPITAL BONE .
D) كل ما سبق صحيح .","The neurocranium consists of:

A) Frontal bone.

B) Peripheral bone.

C) Occipital bone.

D) All of the above are correct.",
1111,ALLaM 7B,both_wrong,0,0,E,A,B,"تتميز العضلات رافعات الأضلاع بالتالي ما عدا:
A) تصل الأضلاع بالعمود الفقري.
B) عددها اثنا عشر زوجاً.
C) لها عمل شهيقي.
D) دور هام في التنفس.
E) تتعصب بالأعصاب الوربية.","The levator costalis muscles are characterized by all of the following except:

A) They connect the ribs to the vertebral column.

B) There are twelve pairs of them.

C) They have an inspiratory function.

D) They play an important role in respiration.

E) They are innervated by the intercostal nerves.",
1112,ALLaM 7B,both_wrong,0,0,E,C,D,"يتصف وريد الباب بكل ما يلي ما عدا:
A) يصل لسرة الكبد وينقسم إلى فرعين إنتهائيين أيمن وأيسر.
B) طوله من 5.5-8 سم.
C) من روافده وريد معدي أيمن.
D) يتشكل خلف عنق المعتكلة.
E) يتكون من اجتماع الوريد المساريقي السفلي مع الطحالي.","The portal vein is characterized by all of the following except:

A) It reaches the hilum of the liver and divides into right and left terminal branches.

B) Its length is 5.5–8 cm.

C) It has a right gastric vein as a tributary.

D) It forms behind the neck of the cervix.

E) It is formed by the confluence of the inferior mesenteric and splenic veins.",
1113,ALLaM 7B,both_wrong,0,0,D,A,B,"الجزء الواقع بين رأس الضلع وحديبة الضلع هو:
A) غضروف الضلع.
B) عنق الضلع.
C) جسم الضلع.
D) نهاية الضلع.","The part between the head of the rib and the tubercle of the rib is:
A) Costal cartilage.

B) Neck of the rib.

C) Body of the rib.

D) End of the rib.",
1114,ALLaM 7B,both_correct,1,1,B,B,B,". الغدة التي يخترقها الاحليل الذكري
A) الحويصلان المنويان
B) الموثة
C) غدد جانب الاحليل
D) كل ماسبق خطأ","Which gland does the male urethra penetrate?

A) Seminal vesicles
B) Prostate gland
C) Paraurethral glands
D) All of the above are incorrect",
1115,ALLaM 7B,both_wrong,0,0,D,C,B,"ما يلي من طبقات الجهاز المفرغ العلوي عدا
A) المصلية
B) العضلية
C) المخاطية
D) تحت المخاطية","Which of the following are layers of the upper excretory system except:
A) Serous
B) Muscular
C) Mucous
D) Submucosa",
1116,ALLaM 7B,both_correct,1,1,B,B,B,"عند الوضعية التشريحية يكون الساعد
A) Pronation
B) Supination
C) Opposition
D) Reposition","In its anatomical position, the forearm is:
A) Pronation
B) Supination
C) Opposition
D) Reposition",
