id,input,prediction,ground_truth,judge_label
,ما هو أكبر أقسام المعثكلة؟,ANSWER:,A,Incorrect
,ما هي الحدود التشريحية للحجرة الخلفية للعين؟,ANSWER:,A,Incorrect
,أين ترتكز العضلة الشظوية القصيرة؟,ANSWER: surface of the scapula,A,Incorrect
,ما هي المنطقة في الحنجرة التي تشمل الطيتين الصوتيتين والمسافة بينهما؟,ANSWER: glottis,A,Correct
,أين تقع الوهدة في البلعوم؟,ANSWER: above the epiglottis,B,Incorrect
,ما هي الغدة التي تتوضع تحت الطية اللسانية؟,ANSWER: غدة ثيم,C,Incorrect
,ما هو العصب الذي ينتقل عبره الحس غير العام (حس الذوق) من الثلث الأمامي للسان؟,ANSWER: العصب lingual,A,Incorrect
,ماذا يروي المساريقي العلوي؟,ANSWER: الشريان carotid,A,Incorrect
,ما هي المنطقة الأعمق من قشر الكظر؟,ANSWER: قشرة,C,Incorrect
,ما هي الفقرة التي تحتوي على ثقبة فقرية كبيرة ومثلثية الشكل؟,ANSWER: C2,A,Incorrect
,ما هو لون قشر الكظر؟,ANSWER: yellow,C,Correct
,ما هو النسيج الضام الليفي الذي يرتكز حول السطوح المفصلية؟,ANSWER: غشاء,A,Incorrect
,كم عدد شدف النخاع الشوكي؟,ANSWER: three,A,Incorrect
,ما هو التصريف اللمفاوي للثلث الخلفي للسان؟,ANSWER: العقد lymph nodes,E,Incorrect
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,ANSWER: الغدة pineal,C,Correct
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,ANSWER: شريان meninges,A,Incorrect
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,ANSWER: نظام actions,A,Incorrect
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,ANSWER: شرايين between,B,Incorrect
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,ANSWER: كيتامين,E,Correct
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,ANSWER: برو포فول,E,Correct
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,ANSWER: كيتامين,C,Correct
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,ANSWER: روكورونيوم,A,Correct
,ما هو الترياق المناسب للتسمم بالمورفين؟,ANSWER: نالوكسون,A,Correct
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,ANSWER: حالة,E,Incorrect
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,ANSWER: روكورونيوم,C,Incorrect
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,ANSWER: روكورونيوم,B,Incorrect
,ماذا يفكك الببسين؟,ANSWER: proteins,B,Correct
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,ANSWER: مونومر,A,Correct
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,ANSWER: فقر blood,A,Incorrect
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,ANSWER: substitution,B,Correct
,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟,ANSWER: اسطوانات,B,Incorrect
,ما هي الحموض الأمينية المشحونة سلبياً؟,ANSWER: حموض,B,Incorrect
,ما هي أعراض عوز فيتامين البيوتين؟,ANSWER: قلة hair,D,Incorrect
,ما هي مفرزات الصفراء؟,ANSWER: acids,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟,ANSWER: 100%,B,Incorrect
,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟,ANSWER: إيثوكسيد,A,Incorrect
,ما هي خصائص أنزيم RNA Polymerase؟,ANSWER: DNA-dependent,A,Incorrect
,ما هو النكليوتيد في جزيء DNA؟,ANSWER: building block,A,Correct
,ما هو فيتامين البيوتين؟,ANSWER: فيتامين B7,B,Correct
,ما هي حالة عدم تحمل اللاكتوز؟,ANSWER: عدم tolerance,B,Incorrect
,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟,ANSWER: استر,B,Incorrect
,ما هو سبب الوفاة لدى مرض التلاسيميا؟,ANSWER: failure of the bone marrow,C,Incorrect
,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟,ANSWER: X and Y,A,Incorrect
,ما المركب الذي ينقص منه نتيجة التأخر في فصل البلازما أو المصل من الكريات في الدم؟,ANSWER: Factor VIII,D,Incorrect
,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟,ANSWER: pyridoxal phosphate,C,Correct
,ما هو العلاج الثاني لمرض الثلاسيميا بيتا؟,ANSWER: زرع cells,D,Incorrect
,ما هو الاضطراب الذي يتميز بفرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي في UDPGT؟,ANSWER: syndrome of Crigler-Najjar,C,Incorrect
,ما هو سبب الوفاة لدى مرضى التلاسيميا؟,ANSWER: failure of the heart,C,Correct
,ماذا يسبب عوز الثيامين الشديد؟,ANSWER: مرض بيري,D,Incorrect
,كم يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRNAs في مجين الإنسان؟,ANSWER: 1048,C,Incorrect
,أين يتم اصطناع الدقائق الكيلوسية؟,ANSWER: in the liver,D,Incorrect
,ما هو الإنزيم الذي يتم بوساطته ربط شدف أوكازاكي؟,ANSWER: DNA ligase,B,Correct
,ما هو أكثر الأنزيمات فعالية تحفيزية في جسم الإنسان؟,ANSWER: كربوكسيببتيداز,B,Incorrect
,ما هو الشكل الفعال لفيتامين B6؟,ANSWER: Pyridoxal phosphate,C,Correct
,ما هو الموقع الطبيعي للجين الورمي ABL؟,ANSWER: chromosome 9,B,Correct
,كم عدد طبقات الفوسفولبيد في المذيلة؟,ANSWER: two,C,Incorrect
,ما هو التركيب الذي يدخل فيه الكولاجين 4؟,ANSWER: الغشاء basement,B,Correct
,ما الذي تؤدي إليه استلة الهيستونات؟,ANSWER: death,A,Incorrect
,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟,ANSWER: وراثة mitochondrial,C,Incorrect
,ما هو الحمض الأميني الذي تتم أستلة الهستونات له؟,ANSWER: Lysine,C,Correct
,ما هي المكونات التي تتألف منها الفوسفولبيدات بالإضافة إلى حمضين دسمين والفوسفات؟,ANSWER: glycerol,D,Correct
,ما هي الوظيفة الوحيدة لسيغما في إنزيم بوليمراز RNA البكتيري؟,ANSWER: factor,D,Incorrect
,ما هي الأجزاء التي تتبادل بينها الإشارات الجزيئية التي يعتمد عليها ضبط النظام الخلوي الجذعي؟,ANSWER: communication gap junction,C,Incorrect
,ما تدعى البروتينات المشكلة لمعقدات الثقوب النووية؟,ANSWER: nucleoporins,D,Correct
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,ANSWER: therapy with doxycycline,B,Incorrect
,ما هو عامل الإطلاق في حقيقيات النوى؟,ANSWER: RNA polymerase,C,Incorrect
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,ANSWER: رابطة hydrogen,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,ANSWER: all,D,Incorrect
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,ANSWER: نظام,B,Incorrect
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,ANSWER: formylmethionine,B,Correct
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,ANSWER: polymorphism,A,Incorrect
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,ANSWER: تجديد,C,Incorrect
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,ANSWER: Methionine,C,Incorrect
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,ANSWER: إنزيمات,C,Incorrect
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,ANSWER: 25%,D,Correct
,أين يلتحم الغشاءان النوويان؟,ANSWER: at the nuclear pores,B,Correct
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,ANSWER: all daughters,D,Incorrect
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,ANSWER: endosymbiosis,A,Correct
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,ANSWER: مرض,A,Incorrect
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,ANSWER: membrane,B,Incorrect
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,ANSWER: DNA polymerase,A,Incorrect
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,ANSWER: centromere,C,Correct
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,ANSWER: inheritance,C,Incorrect
,ما هو الاختلاف بين الانترونات والاكسونات؟,ANSWER: sequences,D,Incorrect
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,ANSWER: death,C,Correct
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,ANSWER: cells,A,Incorrect
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,ANSWER: through banding techniques,C,Correct
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,ANSWER:,A,Incorrect
,ما الذي تتشكل منه الأرجل الصفائحية؟,ANSWER: من layers of keratin,A,Incorrect
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,ANSWER: رابطة hydrogen,B,Correct
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,ANSWER: جينات rRNA,A,Incorrect
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,ANSWER: 160,A,Incorrect
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,ANSWER: الانقسام,A,Correct
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,ANSWER: females,C,Incorrect
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,ANSWER: مجهر force,A,Correct
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,ANSWER: organelles,B,Incorrect
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,ANSWER: autosomal,C,Incorrect
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,ANSWER: structure,B,Incorrect
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,ANSWER: affected,C,Incorrect
,ما هو سبب حدوث التلاسيميا بيتا؟,ANSWER: طفر,B,Incorrect
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,ANSWER: feedback inhibition,A,Incorrect
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,ANSWER: انقباض,B,Incorrect
,ما الذي يدل عليه المعين في شجرة النسب؟,ANSWER: وراثة,A,Incorrect
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,ANSWER: 5,D,Incorrect
,ما هي وظيفة حويصلات كوب ٢؟,ANSWER: إفراز,B,Incorrect
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,ANSWER: تواتر,C,Incorrect
,أين تجري عملية التمثيل الضوئي؟,ANSWER: in the chloroplast,B,Correct
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,ANSWER: loss of membrane fluidity,C,Incorrect
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,ANSWER: pores,A,Correct
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,ANSWER: 3,D,Incorrect
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,ANSWER: هيموسيديرين,D,Correct
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,ANSWER: الفرض,D,Incorrect
,ماذا تشير النجمة بعد رمز الجين؟,ANSWER: mutation,B,Incorrect
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,ANSWER: fluorescence,B,Correct
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,ANSWER: Sequence,A,Correct
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,ANSWER: ورم,B,Incorrect
,ما هي الشعبة التي ينتمي إليها الإنسان؟,ANSWER: Mammalia,B,Incorrect
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,ANSWER: selection,B,Correct
,أين تكثر جزر CpG؟,ANSWER: regions CpG,C,Incorrect
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,ANSWER: uracil,B,Incorrect
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,ANSWER: site,B,Incorrect
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,ANSWER: Chromosome 9,B,Correct
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,ANSWER: تجميع,D,Incorrect
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,ANSWER: 9 and 22,D,Correct
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,ANSWER: 9,D,Incorrect
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,ANSWER: 2,B,Incorrect
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,ANSWER: وراثة autosomal recessive,A,Correct
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,ANSWER: autosomal recessive,B,Incorrect
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,ANSWER: 50%,C,Correct
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,ANSWER: 25%,B,Incorrect
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,ANSWER: قانون الانعكاس,A,Correct
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,ANSWER: formula,B,Incorrect
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,ANSWER: decay,B,Incorrect
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,ANSWER: تواتر,A,Incorrect
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,ANSWER: above,A,Incorrect
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,ANSWER: wavelength,B,Correct
,ما الذي يعبر عن شدة الموجة الصوتية؟,ANSWER: ال,C,Incorrect
,ما هي خصائص الأشعة السينية؟,ANSWER: waves,A,Incorrect
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,ANSWER: pressure,B,Correct
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,ANSWER: 37,B,Incorrect
,ما هو ثابت التناسب بين تدرج السرعة؟,ANSWER: ثابت,B,Incorrect
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,ANSWER: الكحول,C,Incorrect
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,ANSWER: التوصil,A,Incorrect
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,ANSWER: mass number,C,Incorrect
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,ANSWER: رطل per square inch,A,Correct
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,ANSWER: قانون فاراداي,D,Correct
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,ANSWER: جريان,D,Incorrect
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,ANSWER: fluid,A,Correct
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,ANSWER: forces,C,Incorrect
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,ANSWER: انحلال,B,Incorrect
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,ANSWER: كثافة,C,Incorrect
,ما هي طبيعة الأشعة السينية؟,ANSWER: electromagnetic radiation,D,Correct
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,ANSWER: mass number,B,Incorrect
,أين يقع مجال التيراهرتز؟,ANSWER: between radio waves and infrared,A,Correct
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,ANSWER: because of its known density,B,Correct
,ما هي مكونات صمام الأشعة السينية؟,ANSWER: leaflets,D,Incorrect
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,ANSWER: area,C,Incorrect
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,ANSWER: parallel,A,Correct
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,ANSWER: energy of activation,C,Incorrect
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,ANSWER: 2.3 mmHg,B,Incorrect
,ما هو المجال الموجي لأشعة UVC؟,ANSWER: 100-280,C,Correct
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,ANSWER: عكسي,C,Correct
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,ANSWER: موجa,A,Incorrect
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,ANSWER:,D,Incorrect
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,ANSWER: accommodation,C,Correct
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,ANSWER: Principle of Le Chatelier,C,Incorrect
,ما هو التواتر في حالة الأمواج الصوتية؟,ANSWER: frequency,A,Correct
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,ANSWER: radiation,B,Correct
,ما هي التحولات التي تحافظ على العدد الكتلي؟,ANSWER: reactions,B,Incorrect
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,ANSWER: قانون هاجن-بوسيو,A,Correct
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,ANSWER: جريان,B,Incorrect
,ما هي آلية انتقال الحرارة في الموائع؟,ANSWER:,B,Incorrect
,ما هي صفات الخيال في المصورات ذات الثقب؟,ANSWER: real,C,Incorrect
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,ANSWER: index of refraction,A,Incorrect
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,ANSWER: الأشعة,D,Incorrect
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,ANSWER: تريبن,B,Incorrect
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,ANSWER: انتقال,B,Incorrect
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,ANSWER: تسخين,A,Incorrect
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,ANSWER: غير,C,Incorrect
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,ANSWER: تفاعل elimination,A,Incorrect
,ما هي استخدامات الليزر الصباغي؟,ANSWER: علاج الشامات,B,Incorrect
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,ANSWER: positrons,D,Correct
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,ANSWER: الأشعة X,D,Correct
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,ANSWER: distance,B,Correct
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,ANSWER: emissivity,A,Correct
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,ANSWER: isotopes,A,Incorrect
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,ANSWER: plasma,B,Incorrect
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,ANSWER: الفحص,A,Incorrect
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,ANSWER: تور,A,Correct
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,ANSWER: انشطار,B,Correct
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,ANSWER: الأشعة infrared,A,Correct
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,ANSWER: الأشعة,A,Incorrect
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,ANSWER: انشطار,B,Correct
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,ANSWER: تيار,B,Incorrect
,كيف تتولد الأشعة السينية؟,ANSWER: when electrons hit a metal target,C,Correct
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,ANSWER: number of protons,B,Correct
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,ANSWER: points,A,Incorrect
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,ANSWER: الأمواج,A,Incorrect
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,ANSWER: مجهر force,D,Incorrect
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,ANSWER: layer,B,Incorrect
,ما هي الرابطة التي تبقى صلبة دائماً؟,ANSWER: رابطة,A,Incorrect
,كم عدد العدسات في مجهر SEM؟,ANSWER: two,B,Incorrect
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,ANSWER: صدمة,B,Incorrect
,ما هو العدد النيوكلوني في نواة ذرة ما؟,ANSWER: عدد protons,D,Incorrect
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,ANSWER: تراكم,B,Incorrect
,ما يُستخدم لقياس درجة التشوه؟,ANSWER: مقياس GCS,B,Incorrect
,ما هي الوحدة التي يقيسها الروتنجن؟,ANSWER: exposure,B,Correct
,ما تتألف منه الحلقة البنزنية؟,ANSWER: six carbon atoms,D,Correct
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,ANSWER: انزياح to the red,B,Correct
,ما هي الوحدة التي يقيسها الرونتجن؟,ANSWER: exposure,B,Correct
,ما هي النظائر؟,ANSWER: نظائر,D,Incorrect
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,ANSWER: 90,B,Incorrect
,كيف يمكن توليد الأمواج فوق الصوتية؟,ANSWER: through piezoelectric effect,D,Correct
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,ANSWER: in front of the retina,B,Incorrect
,ما هو الاضطراب الذي يمثل هذه الحالة؟,ANSWER: فرط نشاط الغدة,B,Incorrect
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,ANSWER: when r = a0,B,Correct
,ما ينص عليه قانون الانعكاس الأول؟,ANSWER: angle of incidence,C,Incorrect
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,ANSWER: انقباض,A,Incorrect
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,ANSWER: وزن,B,Incorrect
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,ANSWER: CT,B,Correct
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,ANSWER: protons,B,Incorrect
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,ANSWER: تراكم,B,Incorrect
,ما هي الخطوة الأولى في التفاعلات؟,ANSWER: تفعيل,A,Incorrect
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,ANSWER: scattering,D,Incorrect
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,ANSWER: radiotherapy,A,Incorrect
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,ANSWER: configuration,B,Incorrect
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,ANSWER: حمض بنزوي,D,Correct
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,ANSWER: Isotopes,A,Incorrect
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,ANSWER: امواج,B,Incorrect
