id,input,prediction,ground_truth
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,ANSWER: Rocuronium,C
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,ANSWER: Rocuronium,B
,ماذا يفكك الببسين؟,ANSWER: Proteins,B
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,ANSWER: Monomers,A
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,ANSWER: Anemia,A
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,ANSWER: Halogenation,B
,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟,ANSWER: Rods,B
,ما هي الحموض الأمينية المشحونة سلبياً؟,ANSWER: Amino acids,B
,ما هي أعراض عوز فيتامين البيوتين؟,"ANSWER: Dermatitis, enteropathy, and alopecia",D
,ما هي مفرزات الصفراء؟,ANSWER: Bile,C
,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟,ANSWER: All offspring affected,B
,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟,ANSWER: Ethanolate,A
,ما هي خصائص أنزيم RNA Polymerase؟,ANSWER: Synthesis of RNA,A
,ما هو النكليوتيد في جزيء DNA؟,ANSWER: Monomer,A
,ما هو فيتامين البيوتين؟,ANSWER: Vitamin B7,B
,ما هي حالة عدم تحمل اللاكتوز؟,ANSWER: Intolerance to lactose,B
,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟,ANSWER: Ester,B
,ما هو سبب الوفاة لدى مرض التلاسيميا؟,ANSWER: anemia,C
,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟,ANSWER: Chromosomes 15,A
,ما المركب الذي ينقص منه نتيجة التأخر في فصل البلازما أو المصل من الكريات في الدم؟,ANSWER: Factor V,D
,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟,ANSWER: pyridoxal phosphate,C
,ما هو العلاج الثاني لمرض الثلاسيميا بيتا؟,ANSWER: Bone marrow transplant,D
,ما هو الاضطراب الذي يتميز بفرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي في UDPGT؟,ANSWER: Syndrome of Crigler-Najjar,C
,ما هو سبب الوفاة لدى مرضى التلاسيميا؟,ANSWER: Iron overload,C
,ماذا يسبب عوز الثيامين الشديد؟,ANSWER: Beriberi,D
,كم يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRNAs في مجين الإنسان؟,ANSWER: 1048,C
,أين يتم اصطناع الدقائق الكيلوسية؟,ANSWER: In the liver,D
,ما هو الإنزيم الذي يتم بوساطته ربط شدف أوكازاكي؟,ANSWER: DNA ligase,B
,ما هو أكثر الأنزيمات فعالية تحفيزية في جسم الإنسان؟,ANSWER: Catalase,B
,ما هو الشكل الفعال لفيتامين B6؟,ANSWER: Pyridoxal phosphate,C
,ما هو الموقع الطبيعي للجين الورمي ABL؟,ANSWER: Chromosome 9,B
,كم عدد طبقات الفوسفولبيد في المذيلة؟,ANSWER: Two,C
,ما هو التركيب الذي يدخل فيه الكولاجين 4؟,ANSWER: Basement membrane,B
,ما الذي تؤدي إليه استلة الهيستونات؟,ANSWER: Condensation of DNA,A
,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟,ANSWER: Inheritance pattern,C
,ما هو الحمض الأميني الذي تتم أستلة الهستونات له؟,ANSWER: Lysine,C
,ما هي المكونات التي تتألف منها الفوسفولبيدات بالإضافة إلى حمضين دسمين والفوسفات؟,ANSWER: Glycerol,D
,ما هي الوظيفة الوحيدة لسيغما في إنزيم بوليمراز RNA البكتيري؟,ANSWER: Proofreading,D
,ما هي الأجزاء التي تتبادل بينها الإشارات الجزيئية التي يعتمد عليها ضبط النظام الخلوي الجذعي؟,ANSWER: The stem cell niche,C
,ما تدعى البروتينات المشكلة لمعقدات الثقوب النووية؟,ANSWER: nucleoporins,D
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,ANSWER: Autophagy,B
,ما هو عامل الإطلاق في حقيقيات النوى؟,ANSWER: RNA polymerase,C
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,ANSWER: Hydrogen bonds,C
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,ANSWER: All offspring affected,D
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,ANSWER: Biosphere,B
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,ANSWER: formylmethionine,B
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,ANSWER: Heritability,A
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,ANSWER: Self-renewal,C
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,ANSWER: Methionine,C
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,ANSWER: Ribonuclease,C
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,ANSWER: 12.5%,D
,أين يلتحم الغشاءان النوويان؟,ANSWER: The nuclear envelope,B
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,ANSWER: All daughters are carriers,D
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,ANSWER: Endosymbiotic theory,A
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,ANSWER: Phenotypic variation,A
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,ANSWER: The plasma membrane,B
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,ANSWER: DNA polymerase,A
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,ANSWER: Centromere,C
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,ANSWER: Inheritance,C
,ما هو الاختلاف بين الانترونات والاكسونات؟,ANSWER: Introns are non-coding,D
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,ANSWER: Affected,C
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,ANSWER: Stem cells,A
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,ANSWER: Banding,C
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,ANSWER: Potential energy,A
,ما الذي تتشكل منه الأرجل الصفائحية؟,ANSWER: The cells of the stratum,A
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,ANSWER: Hydrogen bonds,B
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,ANSWER: rRNA,A
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,ANSWER: 160,A
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,ANSWER: Development,A
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,ANSWER: Female carriers,C
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,ANSWER: Microscopy,A
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,ANSWER: Lysosomes,B
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,ANSWER: Autosomal inheritance,C
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,ANSWER: Sequence,B
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,ANSWER: Affected,C
,ما هو سبب حدوث التلاسيميا بيتا؟,ANSWER: Mutation in the beta-globin gene,B
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,ANSWER: Feedback inhibition,A
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,ANSWER: Muscle contraction,B
,ما الذي يدل عليه المعين في شجرة النسب؟,ANSWER: Autosomal recessive,A
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,ANSWER: 5,D
,ما هي وظيفة حويصلات كوب ٢؟,ANSWER: Secretion of mucus,B
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,ANSWER: Carrier rate,C
,أين تجري عملية التمثيل الضوئي؟,ANSWER: In the chloroplasts,B
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,ANSWER: Decreased membrane fluidity,C
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,ANSWER: nuclear pores,A
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,ANSWER: 61,D
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,ANSWER: Melanin,D
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,ANSWER: Hypothesis,D
,ماذا تشير النجمة بعد رمز الجين؟,ANSWER: mutation,B
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,ANSWER: Fluorescence,B
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,ANSWER: Sequence,A
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,ANSWER: Malformations,B
,ما هي الشعبة التي ينتمي إليها الإنسان؟,ANSWER: Mammalia,B
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,ANSWER: Evolution,B
,أين تكثر جزر CpG؟,ANSWER: Islands,C
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,ANSWER: uracil,B
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,ANSWER: Promoter,B
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,ANSWER: Chromosome 9,B
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,ANSWER: Recognition of splice sites,D
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,ANSWER: 9 and 22,D
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,ANSWER: Nine,D
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,ANSWER: Four,B
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,ANSWER: Autosomal recessive,A
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,ANSWER: Autosomal recessive,B
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,ANSWER: 50%,C
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,ANSWER: Autosomal recessive,B
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,ANSWER: Law of reflection,A
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,ANSWER: Formula,B
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,ANSWER: Decay of radionuclides,B
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,ANSWER: THz,A
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,ANSWER: Audible range,A
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,ANSWER: Wavelength,B
,ما الذي يعبر عن شدة الموجة الصوتية؟,ANSWER: Amplitude,C
,ما هي خصائص الأشعة السينية؟,ANSWER: Ionizing radiation,A
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,ANSWER: Stress,B
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,ANSWER: 37 degrees Celsius,B
,ما هو ثابت التناسب بين تدرج السرعة؟,ANSWER: The slope,B
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,ANSWER: Alcohol,C
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,ANSWER: Radiation,A
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,ANSWER: mass spectrometry,C
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,ANSWER: Pounds per square inch,A
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,ANSWER: Faraday's Law,D
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,ANSWER: laminar flow,D
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,ANSW: Meniscus,A
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,ANSWER: Forces,C
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,ANSWER: Linear Accelerator,B
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,ANSWER: Radiopaque,C
,ما هي طبيعة الأشعة السينية؟,ANSWER: Ionizing radiation,D
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,ANSWER: Formula mass,B
,أين يقع مجال التيراهرتز؟,ANSWER: Between infrared and microwave,A
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,ANSWER: Standardization,B
,ما هي مكونات صمام الأشعة السينية؟,ANSWER: The valve of the foramen,D
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,ANSWER: Temperature,C
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,ANSWER: Parallel,A
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,ANSWER: Energy of activation,C
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,ANSWER: 2 mm Hg,B
,ما هو المجال الموجي لأشعة UVC؟,ANSWER: 100-280 nm,C
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,ANSWER: Inversely proportional,C
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,ANSWER: Sound,A
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,ANSWER: Power,D
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,ANSWER: Accommodation,C
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,ANSWER: Le Chatelier's principle,C
,ما هو التواتر في حالة الأمواج الصوتية؟,ANSWER: Frequency,A
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,ANSWER: Radiation,B
,ما هي التحولات التي تحافظ على العدد الكتلي؟,ANSWER: Reactions,B
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,ANSWER: Law of Poiseuille,A
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,ANSWER: Steady flow,B
,ما هي آلية انتقال الحرارة في الموائع؟,ANSWER: Convection,B
,ما هي صفات الخيال في المصورات ذات الثقب؟,ANSWER: Diffuse,C
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,ANSWER: Index of refraction,A
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,ANSWER: X-ray,D
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,ANSWER: Trinitrotoluene,B
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,ANSWER: Transfer of heat,B
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,ANSWER: Sterilization,A
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,ANSWER: Ionizing,C
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,ANSWER: Elimination,A
,ما هي استخدامات الليزر الصباغي؟,ANSWER: Treatment of vascular lesions,B
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,ANSWER: positrons,D
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,ANSWER: X-ray,D
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,ANSWER: Feedback loop,B
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,ANSWER: Emissivity,A
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,ANSWER: gamma rays,A
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,ANSWER: The plasma,B
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,ANSWER: Ultrasound,A
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,ANSWER: 1 mmHg,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,ANSWER: fission,B
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,ANSWER: infrared,A
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,ANSWER: X-rays,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,ANSWER: fission,B
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,ANSWER: Diathermy,B
,كيف تتولد الأشعة السينية؟,ANSWER: When electrons hit a metal target,C
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,ANSWER: Atomic number,B
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,ANSWER: Streamline,A
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,ANSWER: shock waves,A
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,ANSWER: Microscope,D
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,ANSWER: The boundary layer,B
,ما هي الرابطة التي تبقى صلبة دائماً؟,ANSWER: Joint,A
,كم عدد العدسات في مجهر SEM؟,ANSWER: Two,B
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,ANSWER: Sonic boom,B
,ما هو العدد النيوكلوني في نواة ذرة ما؟,ANSWER: The number of neutrons,D
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,ANSWER: Absence of air,B
,ما يُستخدم لقياس درجة التشوه؟,ANSWER: Scale of deformity,B
,ما هي الوحدة التي يقيسها الروتنجن؟,ANSWER: Radiation exposure,B
,ما تتألف منه الحلقة البنزنية؟,ANSWER: Six carbon atoms,D
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,ANSWER: Redshift,B
,ما هي الوحدة التي يقيسها الرونتجن؟,ANSWER: Radiation exposure,B
,ما هي النظائر؟,ANSWER: Isotopes,D
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,ANSWER: Brewster's angle,B
,كيف يمكن توليد الأمواج فوق الصوتية؟,ANSWER: Piezoelectric effect,D
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,ANSWWER: On the retina,B
,ما هو الاضطراب الذي يمثل هذه الحالة؟,ANSWER: Dysphagia,B
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,ANSWER: When the electron is at the nucleus,B
,ما ينص عليه قانون الانعكاس الأول؟,ANSWER: The law of reflection,C
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,ANSWER: Deformity,A
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,ANSWER: Weight of displaced volume,B
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,ANSWER: CT scan,B
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,ANSWER: hydrogen,B
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,ANSWER: Absence of air,B
,ما هي الخطوة الأولى في التفاعلات؟,ANSWWER: Binding,A
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,ANSWER: Scattering,D
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,ANSWER: Radiation therapy,A
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,ANSWER: The Pauli exclusion principle,B
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,ANSWER: Benzoic acid,D
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,ANSWER: Isotopes,A
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,ANSWER: Radiation,B
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,ANSWER: Halogenation,A
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,ANSW: Axis,B
,ما هي البنية لأكسيد المغنزيوم؟,ANSWER: MgO,B
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,ANSWER: Scattering,D
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,ANSWER: sievert,B
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,ANSWER: Ultrasound,A
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,ANSWER: 110 minutes,B
,ما هي المماكبات (الإيزوميرات)؟,ANSWER: Enzymes,D
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,ANSWER: Conservation of energy,A
,ماذا يستخدم قانون ستوكس لقياسه؟,ANSWER: Flow rate,A
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,ANSWER: crystallography,B
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,ANSWER: Medium,B
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,ANSWER: High penetration,A
,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,ANSWER: Law of Hooke,B
,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,ANSWER: The sodium doublet,A
,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,ANSWER: Equation of Bernoulli,A
,متى يحدث تفاعل اشعاع الليزر مع النسج؟,ANSWER: When the laser is absorbed,A
,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,ANSWER: Crystal lattice,B
,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,ANSWER: Pressure,B
,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,ANSWER: 300 Dobson Unit,C
,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,ANSWER: Technetium-99m,A
,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,ANSWER: Decreases,A
,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,ANSWER: photons,A
,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,ANSWER: vibrations,C
,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,ANSWER: Radiopharmaceutical,B
,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,ANSWER: Image,A
,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,ANSWER: 16 times,B
,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,ANSWER: Glucose,B
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,ANSWER: Enteropeptidase,A
,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,ANSWER: Secretin,A
,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,ANSWER: lactase,D
,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,ANSWER: Gallbladder,D
,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,ANSWER: Potassium,B
,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,ANSWER: Secretin,B
,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,ANSWER: Glucose,C
,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,ANSWER: Norepinephrine,D
,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,ANSWER: The type of receptor,D
