id,input,prediction,ground_truth
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,الاستئصال,B
,ما هو عامل الإطلاق في حقيقيات النوى؟,البروتين kinase,C
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,رابط فوسفodiester,C
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,All offspring,D
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,البيوم,B
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,ميثيون,B
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,تعدد أشكال,A
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,التناسخ,C
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,فيلالانين,C
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,بروتين L,C
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,12.5%,D
,أين يلتحم الغشاءان النوويان؟,ال nuclear envelope,B
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,الاب will not be affected,D
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,التركيب,A
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,المرض,A
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,Plasma membrane,B
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,DNA polymerase I,A
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,ال kinetochore,C
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,ميتو,C
,ما هو الاختلاف بين الانترونات والاكسونات؟,الانترons are not myelinated,D
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,الخط الأفق,C
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,ال nucleus,A
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,تلوين,C
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,طاقة كهربية,A
,ما الذي تتشكل منه الأرجل الصفائحية؟,الاليف,A
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,Hydrogen bond,B
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,جينات,A
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,160,A
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,تطور,A
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,الوالد,C
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,مجهر الإلكتروني,A
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,ال endoplasmic reticulum,B
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,ميتو,C
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,السلاسل laterals,B
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,مريض,C
,ما هو سبب حدوث التلاسيميا بيتا؟,عدم إنتاج هيموجلوبين,B
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,التربتophan,A
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,الخلايا,B
,ما الذي يدل عليه المعين في شجرة النسب؟,المرض,A
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,5,D
,ما هي وظيفة حويصلات كوب ٢؟,إفراز,B
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,تواتر الجين,C
,أين تجري عملية التمثيل الضوئي؟,الكلورoplast,B
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,زيادة fluidity,C
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,ال nuclear pores,A
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,6,D
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,خلايا of K,D
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,الملاحظة,D
,ماذا تشير النجمة بعد رمز الجين؟,الطفر,B
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,الفلورس,B
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,تسلسل,A
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,سرطان,B
,ما هي الشعبة التي ينتمي إليها الإنسان؟,الحيوانات,B
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,تطور,B
,أين تكثر جزر CpG؟,المناطق CpG,C
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,Cytosine,B
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,Promoter,B
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,الكرومosome 9,B
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,ال endoplasmic reticulum,D
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,9 and 22,D
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,9,D
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,4,B
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,الوراثة الجينية,A
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,التراث المتقارب,B
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,50%,C
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,25%,B
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,قانون الانعكاس,A
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,الصيغة التجريبية,B
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,الترموجين,B
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,1000 GHz,A
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,الطول الموجي,A
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,الطاقة,B
,ما الذي يعبر عن شدة الموجة الصوتية؟,ضغط,C
,ما هي خصائص الأشعة السينية؟,أشعة عالية energy,A
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,ضغط,B
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,37 degrees Celsius,B
,ما هو ثابت التناسب بين تدرج السرعة؟,الزاح,B
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,Primary alcohols,C
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,التبريد,A
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,الكتلة الذرية,C
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,باسكال,A
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,قانون فاراد,D
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,ثابت,D
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,المركبات,A
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,قوى,C
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,الترميز,B
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,High,C
,ما هي طبيعة الأشعة السينية؟,إشعاع,D
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,الكتلة المولية,B
,أين يقع مجال التيراهرتز؟,الطيف,A
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,الوزن,B
,ما هي مكونات صمام الأشعة السينية؟,الأنود and cathode,D
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,الطاقة is proportional to the fourth power of the temperature,C
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,مقاومة,A
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,طاقة,C
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,ضغط التوتر,B
,ما هو المجال الموجي لأشعة UVC؟,100-280 nm,C
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,عكس,C
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,التردد,A
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,القدرة,D
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,الاستعارة,C
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,Le Chatelier's principle,C
,ما هو التواتر في حالة الأمواج الصوتية؟,"20-20,000 هرتز",A
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,الحرارة,B
,ما هي التحولات التي تحافظ على العدد الكتلي؟,تفاعلات,B
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,قانون هاجين-بوسيو,A
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,جريان ثابت,B
,ما هي آلية انتقال الحرارة في الموائع؟,الانتقال الحر,B
,ما هي صفات الخيال في المصورات ذات الثقب؟,الخيال is monocular,C
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,نسبة of refractive indices,A
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,الاشعة السينية,D
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,"2,4,6-trinitrotoluene",B
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,تبادل حر,B
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,تسخين,A
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,الطاقة,C
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,حلوك,A
,ما هي استخدامات الليزر الصباغي؟,علاج التجمعات الوعية,B
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,فوتons,D
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,أشعة إكس,D
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,الطاقة,B
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,الانبعاث,A
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,البروتينات,A
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,البلازma,B
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,فحص الجنين,A
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,مليمتر من الزئبق,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,انشطار,B
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,الطيف الحر,A
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,أشعة X,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,انشطار,B
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,العلاج بالدياثيرmy,B
,كيف تتولد الأشعة السينية؟,توليد of x-rays,C
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,العدد الذري,B
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,الخطين,A
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,الصدمة,A
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,مجهر المسح,D
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,الفيسكosity,B
,ما هي الرابطة التي تبقى صلبة دائماً؟,الbone,A
,كم عدد العدسات في مجهر SEM؟,اثنان,B
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,الصدمة,B
,ما هو العدد النيوكلوني في نواة ذرة ما؟,عدد النيوclides,D
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الامتصاص,B
,ما يُستخدم لقياس درجة التشوه؟,مقياس تشوه,B
,ما هي الوحدة التي يقيسها الروتنجن؟,Absorbed dose,B
,ما تتألف منه الحلقة البنزنية؟,six carbon atoms,D
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,توسع الكون,B
,ما هي الوحدة التي يقيسها الرونتجن؟,الجراي,B
,ما هي النظائر؟,الخلايا,D
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,Brewster's angle,B
,كيف يمكن توليد الأمواج فوق الصوتية؟,piezoelectric effect,D
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,ال retina,B
,ما هو الاضطراب الذي يمثل هذه الحالة؟,التهاب,B
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,near the nucleus,B
,ما ينص عليه قانون الانعكاس الأول؟,الزاوية المتساوية,C
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,الانضغاط,A
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,وزن المائع displaced,B
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,تصوير مقطني,B
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,هيدروجين,B
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الامتصاص,B
,ما هي الخطوة الأولى في التفاعلات؟,الانزيم,A
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوء,D
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,إشعاع,A
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,الترتيب of electrons,B
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,حمض بنزوي,D
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,Isotopes,A
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,موج غير قطبي,B
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,تحلل,A
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,المركز of mass,B
,ما هي البنية لأكسيد المغنزيوم؟,أكسيد,B
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوء,D
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,سيفير,B
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,التصوير بالموج فوق,A
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,110 دقائق,B
,ما هي المماكبات (الإيزوميرات)؟,العضلات of mastication,D
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,حفظ الطاقة,A
,ماذا يستخدم قانون ستوكس لقياسه؟,سقوط rate,A
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,البلورية,B
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,الوسائل,B
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,الخصائص of high energy X-ray photons,A
,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,قانون هوك,B
,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,الضغط,A
,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,Bernoulli's equation,A
,متى يحدث تفاعل اشعاع الليزر مع النسج؟,تفاعل حر,A
,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,Network,B
,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,ضغط,B
,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,2-8 parts per million,C
,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,تكنيسي-99m,A
,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,Decreases,A
,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,مونوenergetic,A
,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,تيمpani,C
,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,مصدر خارجي,B
,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,تصوير,A
,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,8 times,B
,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,Glucose,B
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,Enteropeptidase,A
,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,Secretin,A
,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,لاكتاز,D
,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,المرارة,D
,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,Potassium,B
,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,Secretin,B
,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,جلوكose,C
,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,نورadrenaline,D
,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,ال receptor type,D
,ما هو الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة؟,أسيتylcholine,A
,ما هو الناقل العصبي الذي يتحرر من طرفيات جميع الألياف اللاودية بعد العقدية؟,أسيتylcholine,A
,ما هي الميزة التي تتمتع بها قنوات IF في النسيج العقدي القلبي التي تمكنها من توليد التنبيه عفوياً؟,Pacemaker cells,A
,ما هي الفائدة الوظيفية من التأخير الزمني في كمون الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,تemporal summation,A
,ماذا يحدث للبطينات في حال توقف العقدة الجيبية الأذينية عن العمل؟,ال escape rhythm,B
,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,Calcium-induced calcium release,A
,ما هو سبب طور الهضبة في كمون عمل الليف العضلي القلبي؟,Calcium influx,B
,ما هي المناطق التي تطبق عليها المعالجة الإشعاعية في علاج أورام الخصية من النمط المنوي؟,المنطقة retroperitoneal,B
,ما هي الأورام التي لا تعتبر المعالجة الشعاعية معالجة شافية لها إذا استخدمت لوحدها في المراحل المبكرة؟,ورم خبيث,C
,ما هي الجرعة الكلية الموصى بها في حال تقرر إجراء تشعيع وقائي للقحف بجرعة ٢ غري في كل جلسة؟,10 grays,C
,ما هو الزمن الأقل الفاصل بين كل جلستين عند إجراء المعالجة الشعاعية بطريق التجزئة المفرطة؟,6 ساعات,E
,ما الذي يحول مولد الببسين إلى ببسين؟,البيpsinogen,A
,ما هو سبب حدوث عمى ربعي علوي أيمن مماثل؟,ضغط on optic nerve,A
,ما هي المدة الزمنية التي يتطور خلالها الصداع المزمن؟,3 أشهر,C
,ما هو نوع الصداع غير النابض ثنائي الجانب الذي قد يرتبط بتشنج عضلات الرقبة؟,صداع التوت,C
,أين يحدث التكيس للجيارديا اللمبلية؟,الduodenum,D
,ما هي الذبابة ذهبية العيون Chrysop ثوي ناقل له؟,Chrysops,C
,ما هي الفترة الزمنية الذي تظهر فيها إيجابية اختبار سابين فيلدمان بعد العدوى به؟,1-2 weeks,B
,ما الذي تنتهي به المرحلة الخارج خلوية للمتصورات؟,المرحلة intracellular,A
,أين تتكاثر خبيطيات الفخرية البنكروفتية؟,الlymph nodes,C
,ما هو المرض الذي يستخدم عقار melarsporol في علاجه؟,الملاريا,D
,ما هو الخمج الطفيلي الذي يمكن أن ينتقل من شخص لآخر؟,الديد,D
,ما هي أفضل أماكن الخزع التشخيصية القندية في جسم الإنسان؟,الرقبة,B
,ما هو المسبب لداء هجرة اليرقات الجلدي؟,اليرقات,B
,ما هو العلاج المناسب للمتحولة العصبية naegleria fowleri؟,أمفوتيرسين B,C
,أين تتوضع يرقات الأسطوانية الوعائية عند الإنسان؟,ال heart,D
,ما هو الشكل المعدي للإنسان من متفرعة الخصية الصينية؟,الديديم,B
,أين تتوضع الأسطوانية البرازية عند الإنسان؟,ال large intestine,B
,ما هو العصب الذي يصاب في متلازمة قاع الحجاج؟,الثال,C
,ما هو تعريف الحول المتقارب؟,انحر العين inward,D
,ما هي أسباب حدوث فيض الدمع Epiphora؟,تضيق قناة,D
,أين تقع حفيرة البكرة في الجدار العلوي للحجاج؟,المنطقة ethmoidal,B
,ما هي النسبة التي تشكلها القرنية من سطح غلاف كرة العين الليفي؟,one-sixth,E
,ما هو أكثر تنكسات القرنية شيوعاً؟,كيراتوكونوس,B
,ما هي الحالات التي تشاهد فيها الرؤية المزدوجة الأحادية الجانب؟,العمى,B
,ما هو المرض الذي يشاهد فيه حلقة كاي زر- فليشر عند المرضى؟,الصد,C
,ما الذي يجب فعله في الحالات المعندة وغير المستجيبة للعلاج في الورم الكاذب للحجاج؟,استئصال,D
,ما هي النتائج التي تؤدي إليها إصابة الشعبة العينية من العصب الخامس في متلازمة الشق الحجاجي العلوي؟,فقدان الإحساس,A
,ما هو التشخيص الأقرب لمريض عمره 65 سنة لديه فقد رؤية في النصف العلوي من الساحة البصرية مع بدء مفاجئ؟,انفارك,C
,ما الذي يدل عليه ظهور تقبب على شكل حويصل أسود في قعر القرحة القرنية الجرثومية؟,تخثر,D
,ما هي الطريقة التالية لتقدير حدة البصر لدى المريض إذا لم يتمكن من قراءة أكبر أحرف اللوحة؟,استخدام Snellen chart,A
,ما الذي يشكو منه المريض في الحول الشللي عند البالغين؟,ضعف,B
,متى ينعدم يوروبيلينوجين البول؟,عدم وجود bilirubin,C
,في الاحتباس الصفراوي ما هو الانزيم الأفضل للوصول للتشخيص؟,الاميلاز,A
,ما هي نتيجة رحلان البروتينات في الالتهابات الحادة؟,بروتين C,B
,ما هو المركب الذي يتم اصطناعه بدءا من الحموض الأمينية؟,بروتins,B
,ما هي أعراض فقر الدم بعوز الحديد عند المريض؟,تعب,B
,ما هي الحالة التي تعاني منها مريضة عمرها 44 سنة تشكو من تعب عام وكانت قيمة البولة الدموية 140 ملغ/دل وقيمة الكرياتنين 6 ملغ/دل وحمض البول 4 ملغ/دل؟,نقرس,B
,ما هو سبب تشمع الكبد عند مريض عمره 12 سنة؟,فيروس B,B
,ما هو الاحتمال الأكثر ترجيحاً لسبب تشمع الكبد عند مريض عمره 12 سنة؟,فيروس B,C
,ما هو تصنيف مريض عنده الغلوكوز 210 ملغ / دل؟,Hyperglycemia,B
,ما هو تصنيف مريض تم تحليل الغلوكوز الصيامي له فكانت النتيجة 128 ملغ/دل؟,مستقلول,B
,ما هو المركب الذي يعتبر ايتلين ديامين تترا استات مركباً لاقطاً له؟,EDTA,C
,ما هو المركب الذي يستخدم في تدبير حمى البحر الأبيض المتوسط؟,كولشيس,B
,ما هو النمط التحسسي الذي يعود إليه داء الفقاع المحرض دوائياً؟,الطابع 4,B
,ما هي آلية تأثير المركب دابيريدامول؟,مثبط فوسفodiesterase,A
,"ما هي جرعة الدواء عند طفل وزنه 17,5 كغ إذا كانت جرعة البالغ 100 ملغ؟",1.75 mg,C
,ما هو معدل التصفية الكلوية للكرياتينين عند رجل عمره 40 سنة ومستوى كرياتينين الدم 1 ملغ/دل ووزنه 72 كغ؟,100 ml/min,B
,ما هي الخلايا التي تقوم بإفراز بروتين برفورين الذي يفتح ثقوب في غشاء الخلية الهدف؟,الخلايا الطبيعية killer,B
,كيف يتأثر الغاز كلما زاد وزنه الجزيئي؟,تقل,B
,ما هو المبدأ الأساسي للتشتت؟,الانتشار,B
,ما هو العامل الذي يسرع العامل السابع تشكله؟,Factor XIIa,B
,ما هو السائل الموجود داخل الخلايا؟,سائل الخل,C
