id,input,prediction,ground_truth,judge_label
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,البروموكسين,C,Incorrect
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,المرخي العضلي المفضل,B,Incorrect
,ماذا يفكك الببسين؟,البروتينات,B,Correct
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,الملاحظة,A,Incorrect
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,الانيميا,A,Correct
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,الرتبي,B,Incorrect
,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟,الاستدلالي,B,Incorrect
,ما هي الحموض الأمينية المشحونة سلبياً؟,الاستدلالي,B,Incorrect
,ما هي أعراض عوز فيتامين البيوتين؟,A+B,D,Incorrect
,ما هي مفرزات الصفراء؟,الملاحظة,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟,الملاحظة,B,Incorrect
,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟,الاستدلالي,A,Incorrect
,ما هي خصائص أنزيم RNA Polymerase؟,الرتبي,A,Incorrect
,ما هو النكليوتيد في جزيء DNA؟,الملاحظة,A,Incorrect
,ما هو فيتامين البيوتين؟,B7,B,Correct
,ما هي حالة عدم تحمل اللاكتوز؟,الاسمي,B,Incorrect
,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟,الاستر,B,Incorrect
,ما هو سبب الوفاة لدى مرض التلاسيميا؟,الانيميا,C,Incorrect
,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟,B,A,Incorrect
,ما المركب الذي ينقص منه نتيجة التأخر في فصل البلازما أو المصل من الكريات في الدم؟,البروتين C,D,Incorrect
,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟,A,C,Incorrect
,ما هو العلاج الثاني لمرض الثلاسيميا بيتا؟,الخلايا الجذعية,D,Incorrect
,ما هو الاضطراب الذي يتميز بفرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي في UDPGT؟,الملاريا,C,Incorrect
,ما هو سبب الوفاة لدى مرضى التلاسيميا؟,النزف,C,Incorrect
,ماذا يسبب عوز الثيامين الشديد؟,البربيري,D,Correct
,كم يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRNAs في مجين الإنسان؟,1300,C,Incorrect
,أين يتم اصطناع الدقائق الكيلوسية؟,الغدة الدرقية,D,Incorrect
,ما هو الإنزيم الذي يتم بوساطته ربط شدف أوكازاكي؟,B,B,Correct
,ما هو أكثر الأنزيمات فعالية تحفيزية في جسم الإنسان؟,A+B,B,Incorrect
,ما هو الشكل الفعال لفيتامين B6؟,النسبي,C,Incorrect
,ما هو الموقع الطبيعي للجين الورمي ABL؟,الصفحة 9,B,Incorrect
,كم عدد طبقات الفوسفولبيد في المذيلة؟,2,C,Incorrect
,ما هو التركيب الذي يدخل فيه الكولاجين 4؟,الملاحظة,B,Incorrect
,ما الذي تؤدي إليه استلة الهيستونات؟,الاستدلالي,A,Incorrect
,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟,النسبي,C,Incorrect
,ما هو الحمض الأميني الذي تتم أستلة الهستونات له؟,الاستدلالي,C,Incorrect
,ما هي المكونات التي تتألف منها الفوسفولبيدات بالإضافة إلى حمضين دسمين والفوسفات؟,الاسترول,D,Incorrect
,ما هي الوظيفة الوحيدة لسيغما في إنزيم بوليمراز RNA البكتيري؟,الاستدلالي,D,Incorrect
,ما هي الأجزاء التي تتبادل بينها الإشارات الجزيئية التي يعتمد عليها ضبط النظام الخلوي الجذعي؟,الاستدلالي,C,Incorrect
,ما تدعى البروتينات المشكلة لمعقدات الثقوب النووية؟,A+B,D,Incorrect
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,الاستئصال الجراحي,B,Incorrect
,ما هو عامل الإطلاق في حقيقيات النوى؟,A,C,Incorrect
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,الرتبي,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,كلاهما متجانس,D,Incorrect
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,الملاحظة,B,Incorrect
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,A+B,B,Incorrect
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,الرتبي,A,Incorrect
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,الانقسام,C,Incorrect
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,A,C,Incorrect
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,الرتبي,C,Incorrect
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,0.75,D,Incorrect
,أين يلتحم الغشاءان النوويان؟,الملاحظة,B,Incorrect
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,النسبي,D,Incorrect
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,النسبي,A,Incorrect
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,النسبي,A,Incorrect
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,الغشاء الخلوي,B,Incorrect
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,B,A,Incorrect
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,الملاحظة,C,Incorrect
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,النسبي,C,Incorrect
,ما هو الاختلاف بين الانترونات والاكسونات؟,الانترونات,D,Incorrect
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,الولادة,C,Incorrect
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,النسبي,A,Incorrect
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,الملاحظة,C,Incorrect
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,الاسمي,A,Incorrect
,ما الذي تتشكل منه الأرجل الصفائحية؟,الصفحة,A,Incorrect
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,الرتبي,B,Incorrect
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,B,A,Incorrect
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,80,A,Incorrect
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,النسبي,A,Incorrect
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,الاناث,C,Incorrect
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,المجهر البؤري,A,Incorrect
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,الخلايا النجمية,B,Incorrect
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,الوصفي,C,Incorrect
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,النسبي,B,Incorrect
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,النسبي,C,Incorrect
,ما هو سبب حدوث التلاسيميا بيتا؟,النسبي,B,Incorrect
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,الاستدلالي,A,Incorrect
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,الانقباض العضلي,B,Incorrect
,ما الذي يدل عليه المعين في شجرة النسب؟,الوصفي,A,Incorrect
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,5,D,Incorrect
,ما هي وظيفة حويصلات كوب ٢؟,A+B,B,Incorrect
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,النسبي,C,Incorrect
,أين تجري عملية التمثيل الضوئي؟,الملاحظة,B,Incorrect
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,الرتبي,C,Incorrect
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,الانقباض,A,Incorrect
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,12,D,Incorrect
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,الملانين,D,Incorrect
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,الملاحظة,D,Incorrect
,ماذا تشير النجمة بعد رمز الجين؟,النسبي,B,Incorrect
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,الانبعاث الثانوي,B,Incorrect
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,النسبي,A,Incorrect
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,الولادة,B,Incorrect
,ما هي الشعبة التي ينتمي إليها الإنسان؟,الاناث,B,Incorrect
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,الانقباض,B,Incorrect
,أين تكثر جزر CpG؟,النسبي,C,Incorrect
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,A+B,B,Incorrect
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,A+B,B,Incorrect
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,الخلايا النجمية,B,Incorrect
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,الرتبي,D,Incorrect
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,B,D,Incorrect
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,9,D,Incorrect
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,A+B,B,Incorrect
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,الوصفي,A,Incorrect
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,النسبي,B,Incorrect
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,25%,C,Incorrect
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,الاحتمالية,B,Incorrect
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,الوصفي,A,Incorrect
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,الاسمي,B,Incorrect
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,الملاحظة,B,Incorrect
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,الملاحظة,A,Incorrect
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,الملاحظة,A,Incorrect
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,الانحدار,B,Incorrect
,ما الذي يعبر عن شدة الموجة الصوتية؟,الانحدار,C,Incorrect
,ما هي خصائص الأشعة السينية؟,الرتبي,A,Incorrect
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,الضغط,B,Correct
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,الرتبي,B,Incorrect
,ما هو ثابت التناسب بين تدرج السرعة؟,A+B,B,Incorrect
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,الاستدلالي,C,Incorrect
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,الانقباض,A,Incorrect
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,النسبي,C,Incorrect
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,الملليبار,A,Incorrect
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,الملاحظة,D,Incorrect
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,الانحدار,D,Incorrect
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,الملاحظة,A,Incorrect
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,A+B,C,Incorrect
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,الملاحظة,B,Incorrect
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,الرتبي,C,Incorrect
,ما هي طبيعة الأشعة السينية؟,ANSWER: كهرومغناطيسية,D,Correct
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,الاسمي,B,Incorrect
,أين يقع مجال التيراهرتز؟,الملاحظة,A,Incorrect
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,الملاحظة,B,Incorrect
,ما هي مكونات صمام الأشعة السينية؟,A+B,D,Incorrect
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,الانترنت,C,Incorrect
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,الانحدار,A,Incorrect
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,الاستدلالي,C,Incorrect
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,الضغط الانقباضي,B,Incorrect
,ما هو المجال الموجي لأشعة UVC؟,100-280,C,Correct
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,الانترنت,C,Incorrect
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,الانقباض,A,Incorrect
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,الاستطاعة,D,Correct
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,الاستدلالي,C,Incorrect
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,الاستدلالي,C,Incorrect
,ما هو التواتر في حالة الأمواج الصوتية؟,الرتبي,A,Incorrect
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,الانبعاثات الكهرومغناطيسية,B,Correct
,ما هي التحولات التي تحافظ على العدد الكتلي؟,الانقباض,B,Incorrect
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,الملاحظة,A,Incorrect
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,الانترنت,B,Incorrect
,ما هي آلية انتقال الحرارة في الموائع؟,الانسياب,B,Incorrect
,ما هي صفات الخيال في المصورات ذات الثقب؟,الخلايا النجمية,C,Incorrect
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,الانحراف,A,Incorrect
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,التصوير الطبقي المحوري,D,Incorrect
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,النسبي,B,Incorrect
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,الملاحظة,B,Incorrect
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,الاستدلالي,A,Incorrect
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,الاستدلالي,C,Incorrect
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,الاستبدال النووي,A,Correct
,ما هي استخدامات الليزر الصباغي؟,الاستئصال,B,Incorrect
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,الانقباض,D,Incorrect
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,الانترنت,D,Incorrect
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,الملاحظة,B,Incorrect
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,A+B,A,Incorrect
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,النسبي,A,Incorrect
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,البلازما,B,Correct
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,الملاحظة,A,Incorrect
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,1 مم زئبقي,A,Correct
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,الانشطار,B,Correct
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,ANSWER: الأشعة تحت الحمراء,A,Correct
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,النسبي,A,Incorrect
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,الانشطار,B,Correct
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,الاستمارات,B,Incorrect
,كيف تتولد الأشعة السينية؟,الانترنت,C,Incorrect
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,العدد الإجمالي للمتوسط,B,Incorrect
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,الانترنت,A,Incorrect
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,الملاحظة,A,Incorrect
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,ANSWER: مجهر مسح,D,Incorrect
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,الانترنت,B,Incorrect
,ما هي الرابطة التي تبقى صلبة دائماً؟,الملاحظة,A,Incorrect
,كم عدد العدسات في مجهر SEM؟,2,B,Incorrect
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,الانقباض,B,Incorrect
,ما هو العدد النيوكلوني في نواة ذرة ما؟,A,D,Incorrect
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الملاحظة,B,Incorrect
,ما يُستخدم لقياس درجة التشوه؟,الرتبي,B,Incorrect
,ما هي الوحدة التي يقيسها الروتنجن؟,A+B,B,Incorrect
,ما تتألف منه الحلقة البنزنية؟,A+B,D,Incorrect
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,الانزياح نحو الأحمر,B,Correct
,ما هي الوحدة التي يقيسها الرونتجن؟,الاستدلالي,B,Incorrect
,ما هي النظائر؟,A+B,D,Incorrect
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,90,B,Incorrect
,كيف يمكن توليد الأمواج فوق الصوتية؟,الاستقطاب,D,Incorrect
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,الملاحظة,B,Incorrect
,ما هو الاضطراب الذي يمثل هذه الحالة؟,الملاريا,B,Incorrect
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,الانترنت,B,Incorrect
,ما ينص عليه قانون الانعكاس الأول؟,الانترنت,C,Incorrect
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,الانقباض,A,Incorrect
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,الوزن,B,Incorrect
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,ANSWER: CT,B,Correct
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,البروتون,B,Correct
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الملاحظة,B,Incorrect
,ما هي الخطوة الأولى في التفاعلات؟,الاستدلالي,A,Incorrect
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الانترنت,D,Incorrect
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,النسبي,A,Incorrect
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,النسبي,B,Incorrect
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,الملاحظة,D,Incorrect
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,الاسمي,A,Incorrect
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,الانحراف,B,Incorrect
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,النسبي,A,Incorrect
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,الانترنت,B,Incorrect
,ما هي البنية لأكسيد المغنزيوم؟,A+B,B,Incorrect
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الانترنت,D,Incorrect
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,السيفر,B,Correct
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,التصوير بالرنين المغناطيسي,A,Incorrect
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,A+B,B,Incorrect
,ما هي المماكبات (الإيزوميرات)؟,A+B,D,Incorrect
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,الانحدار,A,Incorrect
,ماذا يستخدم قانون ستوكس لقياسه؟,الانحدار,A,Incorrect
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,ANSWER: علم الديموغرافيا,B,Incorrect
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,الملاحظة,B,Incorrect
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,الانحدار,A,Incorrect
,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,الانترنت,B,Incorrect
,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,الرتبي,A,Incorrect
,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,الانحدار,A,Incorrect
,متى يحدث تفاعل اشعاع الليزر مع النسج؟,الانترنت,A,Incorrect
,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,الشبكة البلورية,B,Incorrect
,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,الضغط,B,Incorrect
,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,الرتبي,C,Incorrect
,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,تكنيسيوم 99m,A,Correct
,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,A+B,A,Incorrect
,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,الانترنت,A,Incorrect
,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,الاستدلالي,C,Incorrect
,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,الطوري,B,Incorrect
,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,الانقباض,A,Incorrect
,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,ANSWER: 8/9,B,Incorrect
,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,الاستدلالي,B,Incorrect
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,الانتروكينين,A,Correct
,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,النسبي,A,Incorrect
,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,B,D,Incorrect
,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,المرارة,D,Correct
,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,الملاحظة,B,Incorrect
,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,السيكريتين,B,Incorrect
,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,الجلوكوز,C,Incorrect
,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,النسبي,D,Incorrect
,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,الملاحظة,D,Incorrect
,ما هو الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة؟,الاستيل كولين,A,Correct
