id,specialty,level,answer,question,original_options,generated_options,bertscore_f1,flagged
1910,Genetics,Y1,B,الشعر الأشقر عند بعض سكان جزر Solomon { الخطأ}:,"أ) يعود إلي تغير شفع واحد من الأسس في إحدي الجينات
ب) يمتلك ذو الشعر الأشقر SNP علي الصبغي التاسع ضمن تدعي TYRP1
ج) يتحكم الميلانين بالجين TYRP1
د) تؤدي الطفرة في هذه الجين إلي أحد أنواع المهق","أ) ينتج غالبًا عن طفرة في جين TYRP1 وليس بسبب اختلاط أوروبي حديث  
ب) يُعد مثالًا على تطور متوازٍ (Convergent evolution) لصفة لون الشعر الفاتح  
ج) يرتبط عادةً بوجود عيون زرقاء وبشرة شديدة البياض كما في الأوروبيين  
د) يمكن أن يظهر مع بشرة داكنة وهو شائع نسبيًا في بعض الجزر هناك",0.8551,True
829,Histology,Y2,A,اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح,"أ) تتكون الأربطة والأوتار من نسيج ضام كثيف
ب) تنتظم القرنية والأوتار والأربطة بصورة حزم
ج) غمد الوتر والقرنية والرباط من نسيج ضام مفكك
د) النسيج الضام الباطن في الأوتار والأربطة كثيف","أ) الرجاء تزويدي بنص السؤال الطبي كاملًا  
ب) لا يمكن تحديد الخيارات دون معرفة موضوع السؤال (التشخيص/العلاج/الأعراض/الفحوصات)  
ج) أرسل تفاصيل الحالة إن وُجدت (العمر، الجنس، الأعراض، مدة الأعراض، الأمراض المزمنة، الأدوية)  
د) أرفق صورة السؤال إن كان من كتاب/امتحان لأتمكن من توليد 4 خيارات دقيقة",0.8457,False
3116,Gastroenterology,Y1,A,كل مما يلي من الإنزيمات المعوية ما عدا:,"أ) الببسين.
ب) السكراز.
ج) اللاكتاز.
د) الإنتيروكيناز.","أ) الإنتيروكيناز (Enterokinase)  
ب) اللاكتاز (Lactase)  
ج) الأميلاز البنكرياسي (Pancreatic amylase)  
د) السكراز (Sucrase)",0.8961,True
2280,Genetics,Y1,B,تبين أنّ الدواء المناسب لدى %60 من مريضات سرطان الثدي في حال كانت الخلايا السرطانية من نمط ER- :,"أ) الهرستبين
ب) التاموكسيفين
ج) بوسيندولول
د) الدينجوكسين","أ) العلاج الهرموني (تاموكسيفين/مثبطات الأروماتاز)  
ب) العلاج الكيميائي  
ج) العلاج الموجّه بمضادات HER2 (تراستوزوماب)  
د) العلاج الإشعاعي فقط",0.8858,True
3717,Pathology,Y2,C,أثناء نمو العظام عند الأطفال يرتفع:,"أ) LDH
ب) AST
ج) CK
د) كل ما سبق خاطئ","أ) الفوسفاتاز القلوية (ALP)  
ب) البيليروبين الكلي  
ج) الكرياتينين في الدم  
د) الأميلاز في الدم",0.8665,True
2991,Physics,Y1,D,يؤدي تطبيق حزمة مركزة بتواتر 95GH لمدة ثانيتين إلى تسخين الجلد الى الدرجة,"أ) 129°F
ب) 55°F
ج) 54°F
د) A,C","أ) 37°م  
ب) 41°م  
ج) 45°م  
د) 50°م",0.9127,True
1334,Biochemistry,Y1,C,يتكون التكليوتيد من:,"أ) حموض امينية
ب) tRNA, Mrna
ج) اساس ازوتي وسكر ومجموعة فوسفات
د) سيستينين وتريبتوفان","أ) سكر خماسي + قاعدة نيتروجينية + مجموعة فوسفات  
ب) سكر خماسي + قاعدة نيتروجينية فقط  
ج) قاعدة نيتروجينية + مجموعة فوسفات فقط  
د) سكر سداسي + قاعدة نيتروجينية + مجموعة فوسفات",0.8393,False
3035,Physics,Y1,D,تكون طافة الروابط..........(1-SeV),"أ) الأيونية
ب) الهيدروجينية
ج) التشاركية
د) A, C","أ) أكبر ما يمكن عند طول الرابطة التوازني وتتناقص بزيادة أو نقصان المسافة بين الذرتين  
ب) تزداد طاقة الرابطة كلما زاد طول الرابطة بشكل مستمر  
ج) تكون طاقة الرابطة صفراً عند طول الرابطة التوازني وتزداد عند الاقتراب أو الابتعاد  
د) لا تعتمد طاقة الرابطة على المسافة بين الذرتين",0.8417,False
2913,Physics,Y1,A,معادلة برنولي المطبقة على جريان المائع هي من أشكال قانون انحفاظ :,"أ) الطاقة .
ب) الكتلة .
ج) السرعة.
د) الكل خطأ .","أ) الكتلة  
ب) الطاقة  
ج) الزخم الخطي  
د) الشحنة الكهربائية",0.9096,True
1718,Genetics,Y1,B,تواتر المصابين متماثلي الزيجوت للداء الليفي الكيسي في شمال أوروبا :,"أ) واحد لكل 2500
ب) واحد لكل 250
ج) واحد لكل 25
د) واحد لكل 17000","أ) 1 لكل 2500 مولود حي  
ب) 1 لكل 250 مولود حي  
ج) 1 لكل 25,000 مولود حي  
د) 1 لكل 250,000 مولود حي",0.9108,True
2190,Genetics,Y1,C,المستلفت:,"أ) أول فرد أُصيب بالمرض.
ب) كل فرد مصاب في شجرة النسب.
ج) الفرد الذي جلب الانتباه للمرض.
د) الفرد الحامل للمرض.","أ) هو الجزء الذي يلتفّ حول الشيء لتثبيته أو ربطه  
ب) هو ما يُستعمل لرفع العضو أو جذبه (مثل رباط/حمالة)  
ج) هو أداة تُستخدم لفتح أو توسيع فتحة/جرح أثناء الفحص أو الجراحة  
د) هو مصطلح يُطلق على مادة تُستخدم لإيقاف النزف أو إغلاق الجرح",0.8658,True
586,Anatomy,Y1,A,تتحد الصفيحتان السفليتان للشفرين الصغيرين لتشكل :,"أ) لجيم البظر
ب) قلفة البظر
ج) العريكشة
د) جبل العانة","أ) اللجام (لجام البظر)  
ب) الغشاء البكاري  
ج) اللجام الخلفي/الملتقى الخلفي للشفرين الصغيرين (Fourchette)  
د) العجان",0.8809,True
1403,Biochemistry,Y1,B,سم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز:,"أ) ميتانوات البوتيل
ب) بوتانوات الميتيل
ج) 2-بوتانوات الميتيل البروبيل
د) 2- ميتانوات الميتيل البروبيل","أ) ميثيل بوتانوات  
ب) إيثيل بوتانوات  
ج) ميثيل إيثانوات  
د) بروبيل بوتانوات",0.9172,True
4378,Physiology,Y1,B,يتم تثبيط افراز ال FSH :,"أ) التستسترون
ب) البروجسترون
ج) GNRH
د) كل من A, B","أ) بواسطة الإنهيبين (Inhibin) من خلايا سيرتولي/الخلايا الحبيبية  
ب) بواسطة GnRH النبضي من تحت المهاد  
ج) بواسطة الأوكسيتوسين من الفص الخلفي للغدة النخامية  
د) بواسطة البرولاكتين بزيادة مباشرة لإفراز FSH",0.8642,True
2008,Genetics,Y1,C,يقوم أنظيم Helicas ب:,"أ) اصطناع مشارع من الرنا
ب) حل العقدة أو الالتواء المتشكل عن فك الارتباط بين طاقي الدنا
ج) جلب النكليوتيدات ورصفها بشكل متمم للطاق الأصلي
د) فك طاقي الدنا الملتفين","أ) فك التفاف اللولب المزدوج للـDNA وكسر الروابط الهيدروجينية بين الشريطين أثناء التضاعف  
ب) ربط قطع أوكازاكي وإغلاق الفجوات في شريط الـDNA (DNA ligase)  
ج) إضافة نيوكليوتيدات جديدة لتكوين شريط DNA مكمل باتجاه 5'→3' (DNA polymerase)  
د) تخفيف الالتفاف الفائق وإزالة الإجهاد الالتوائي أمام شوكة التضاعف (Topoisomerase/Gyrase)",0.8718,True
1340,Biochemistry,Y2,D,فى اليرقان الانحلالى (قبل الكبدى):,"أ) يرتفع الخضاب
ب) تنخفض الشكيات
ج) يرتفع انزيم GT
د) كل ما سبق خطأ","أ) زيادة البيليروبين غير المباشر فى الدم مع عدم وجود بيليروبين فى البول  
ب) زيادة البيليروبين المباشر فى الدم مع وجود بيليروبين فى البول  
ج) نقص اليوروبيلينوجين فى البول مع براز فاتح اللون  
د) ارتفاع إنزيمات الكبد (ALT/AST) بشكل شديد مع حكة واضحة",0.8614,True
3789,Pharmacology,Y3,C,كل من المركبات التالية يملك تأثير مثبط للأنزيمات الكبدية ماعدا :,"أ) السيميتدين الأريثرومايسين
ب) ريفامبيسين
ج) D. هيدر الارين
د) كيتو كونازول","أ) سيميتيدين  
ب) إريثرومايسين  
ج) كيتوكونازول  
د) ريفامبيسين",0.9257,True
3111,Gastroenterology,Y1,B,غنى الكيموس بالمواد الدسمة يسبب كل ما يلي عدا:,"أ) تثبيط حركية المعدة.
ب) خفض مقوية البواب.
ج) تحريض إفراز الكوليسيستوكينين.
د) زيادة زمن إفراغ المعدة.","أ) زيادة إفراز الكوليسيستوكينين (CCK)  
ب) إبطاء إفراغ المعدة  
ج) زيادة تقلص المرارة وإفراز الصفراء  
د) زيادة إفراز الغاسترين بشكل واضح",0.9047,True
2214,Cell Biology,Y1,C,تعتمد استجابة الخلايا للبروتين الإشاري على,"أ) محتوى الخلايا من الشحوم
ب) محتوى الخلايا من السيتوبلاسما
ج) محتوى الخلايا من بروتينات منظمة أخرى
د) كل ما سبق","أ) نوع المستقبل الموجود على سطح الخلية أو داخلها  
ب) تركيز البروتين الإشاري في الوسط المحيط  
ج) نوع الخلية وحالتها الوظيفية ومسارات الإشارة داخلها  
د) جميع ما سبق",0.8832,True
4566,Statistics,Y1,B,يتم الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكوليسترول في الدم لعينة من المرضى خلال فترة أسبوع عن طريق:,"أ) البريد
ب) التسجيل
ج) استخدام الإنترنت
د) الهواتف المحمولة","أ) الملاحظة والقياس المباشر باستخدام أجهزة طبية (قياس ضغط الدم، النبض، وتحليل الكوليسترول)  
ب) المقابلة الشخصية مع المرضى وسؤالهم عن قيم ضغط الدم والنبض والكوليسترول  
ج) الاستبيانات الذاتية التي يملؤها المرضى يوميًا خلال الأسبوع  
د) مراجعة السجلات الطبية السابقة للمرضى دون إجراء قياسات خلال الأسبوع",0.8547,True
1801,Cell Biology,Y1,D,(Trisomy 21),"أ) متلازمة داون
ب) متلازمة ترنر
ج) متلازمة كلاينفلتر
د) متلازمة باتو","أ) متلازمة داون (Down syndrome)  
ب) متلازمة إدوارد (Trisomy 18)  
ج) متلازمة باتاو (Trisomy 13)  
د) متلازمة تيرنر (45,X)",0.9188,True
2659,Physics,Y1,A,يعتمد MPI على مبدأ :,"أ) أن العضلة القلبية المريضة تتلقى تدفقا دمويا أقل من العضلة السليمة في حالة الإجهاد
ب) أن العضلة القلبية المريضة تتلقى تدفقا دمويا أكثر من العضلة السليمة في حالة الإجهاد
ج) تقسيم تدفق الدم في الدماغ
د) A,C","أ) تمرير الرسائل بين العمليات (Message Passing)  
ب) الذاكرة المشتركة بين الخيوط (Shared Memory)  
ج) التنفيذ التسلسلي على معالج واحد (Single-threaded Serial Execution)  
د) المعالجة المعتمدة على المقاطعات فقط (Interrupt-driven Processing)",0.8516,True
460,Anatomy,Y1,B,يصبح الشريان الإبطي عضدياً بعد تجاوزه وتر,"أ) ذات الرأس
ب) المدورة الكبيرة
ج) المدورة الصغيرة
د) ثلاثية الرؤوس","أ) العضلة المدورة الكبيرة (Teres major)  
ب) العضلة الصدرية الصغيرة (Pectoralis minor)  
ج) العضلة تحت الكتف (Subscapularis)  
د) العضلة ذات الرأسين العضدية (Biceps brachii)",0.8708,True
1879,Cell Biology,Y1,A,السوائل المكروية هي من :,"أ) التكرارات على نطاق الجينوم .
ب) التكرارات الترادفية .
ج) التسلسلات المباعدة .
د) كل ماسبق خطأ .","أ) السوائل غير النيوتونية  
ب) السوائل النيوتونية  
ج) السوائل المثالية عديمة اللزوجة  
د) الغازات المثالية",0.8986,True
264,Histology,Y2,C,مايلي صحيح عن الخصية testes عدا :,"أ) تحاط ب الغاللة البيضاء (نسيج ضام كثيف)
ب) الحجب الضامة التي تقسم الخصية إلى فصوص تكون غير كاملة.
ج) فصيصات الخصية تكون مفصولة عن بعضها تماما.
د) كل فصيص فيها يحوي 4-1 أنابيب منوية.","أ) تقع الخصيتان داخل كيس الصفن خارج التجويف البطني للمحافظة على درجة حرارة أقل من حرارة الجسم  
ب) تُنتج الخصية الحيوانات المنوية داخل الأنابيب المنوية (Seminiferous tubules)  
ج) تُفرز الخصية هرمون التستوستيرون بواسطة خلايا لايديغ (Leydig cells)  
د) تُصرَّف لمف الخصية إلى العقد اللمفية الأربية السطحية (Superficial inguinal lymph nodes)",0.8424,False
2587,Physics,Y1,A,وفقا للعلاقة يمثل و فإن يمثل ........ و يمثل ...........,"أ) الكمون الحراري - المقاومة الحرارية.
ب) المقاومة الحرارية - التدفق الحراري.
ج) الكمون الحراري - الناقلية الحرارية.
د) كل ماسبق صحيح.","أ) و يمثل الاتحاد (OR) ، فإن يمثل التقاطع (AND) ، و يمثل المتمم (NOT)  
ب) و يمثل التقاطع (AND) ، فإن يمثل الاتحاد (OR) ، و يمثل الفرق (A\B)  
ج) و يمثل الفرق (A\B) ، فإن يمثل الاتحاد (OR) ، و يمثل التقاطع (AND)  
د) و يمثل المتمم (NOT) ، فإن يمثل الفرق (A\B) ، و يمثل الاتحاد (OR)",0.8514,True
3289,Microbiology,Y3,C,يمتاز الشكل المسوط في الليشمانيا بكل ما يلي عدا:,"أ) بشكل مغزلي
ب) بطول 10 ميكرون
ج) بسوط ذي غشاء متموج
د) بنواة مركزية","أ) وجود سوط حر أمامي  
ب) وجود كينيتوبلاست أمام النواة  
ج) وجود غشاء متموج (Undulating membrane)  
د) وجود نواة مركزية في الجسم الطفيلي",0.8821,True
2196,Genetics,Y1,C,يتميز الرنا الناقل بكل ما يلي,"أ) يحمل رامز الترجمة
ب) يرتبط الحمض الأميني بالنهاية '5
ج) نوكليوتيدات غير اعتيادية مثل االينوزين
د) نوكليوتيدات اعتيادية مثل البسودوتيمين","أ) يحمل حمضًا أمينيًا محددًا إلى الريبوسوم أثناء الترجمة  
ب) يحتوي على مضادّ الرامزة (Anticodon) الذي يتكامل مع رامزة mRNA  
ج) يمتلك بنية ورقية/نفلية (Cloverleaf) مع نهاية 3′ تحمل تسلسل CCA لارتباط الحمض الأميني  
د) يُعدّ أطول أنواع الرنا وأكثرها وفرة في الخلية ويكوّن الجزء الأكبر من الريبوسوم",0.839,False
544,Anatomy,Y2,c,(2018) SUBCLAVIS,"أ) هي قوس شريانية حول الكتف.
ب) هو رباط تحت الترقوة.
ج) هي عضلة.
د) من عظام زنار الكتف.","أ) عضلة تحت الترقوة (Subclavius muscle)  
ب) الشريان تحت الترقوة (Subclavian artery)  
ج) الوريد تحت الترقوة (Subclavian vein)  
د) العصب تحت الترقوة (Nerve to subclavius)",0.8641,True
1730,Cell Biology,Y1,A,المصدر الأساسي لتنوع الكائنات الحية:,"أ) Growth .
ب) Regulation .
ج) Adaptaion .
د) Evolution .","أ) الطفرات الوراثية وإعادة التركيب الجيني  
ب) التكاثر اللاجنسي فقط  
ج) ثبات المادة الوراثية دون تغير  
د) انتقال الصفات المكتسبة خلال حياة الفرد فقط",0.8602,True
4651,Statistics,Y1,A,الفئة التي تشكل قاعدة الهرم السكاني هي:,"أ) الأطفال
ب) الشباب
ج) اليفع
د) ما فوق 60","أ) فئة صغار السن (0–14 سنة)  
ب) فئة متوسطي العمر (15–64 سنة)  
ج) فئة كبار السن (65 سنة فأكثر)  
د) فئة المواليد الجدد فقط (أقل من سنة)",0.871,True
2580,Physics,Y1,C,عمل البلورات الكهر ضعطية.,"أ) تحول الاشارة الصوتية إلى اشارة
ب) تحول الإشارة الكهربائية إلى إشارة
ج) A+B
د) تحول الاشارة الكهربائية إلى إشارة","أ) تحويل الضغط/الإجهاد الميكانيكي إلى فرق جهد كهربائي والعكس  
ب) تحويل الطاقة الحرارية إلى طاقة كهربائية (التأثير الكهروحراري)  
ج) تحويل الطاقة الضوئية إلى تيار كهربائي (التأثير الكهروضوئي)  
د) تحويل الطاقة الكيميائية إلى طاقة كهربائية (التفاعلات الكهروكيميائية)",0.8673,True
1743,Cell Biology,Y1,C,بنى صغيرة توجد ضمن الخلية تؤدي وظائف نوعية,"أ) Atom
ب) Molecule
ج) Organelles
د) Cell","أ) العُضيّات  
ب) النواة  
ج) الغشاء البلازمي  
د) السيتوبلازم",0.8687,True
4092,Physiology,Y1,C,المنسب القلبي :,"أ) نتاج القلب X مساحة الجسم
ب) حجم النفضة X معدل القلب
ج) نتاج القلب / مساحة الجسم
د) حجم النفضة / معدل القلب","أ) هو حجم الدم الذي يضخه القلب في الدقيقة (Cardiac Output)  
ب) هو عدد ضربات القلب في الدقيقة (Heart Rate)  
ج) هو حجم الدم المقذوف من البطين في كل ضربة (Stroke Volume)  
د) هو ضغط الدم الشرياني المتوسط (Mean Arterial Pressure)",0.8553,True
3244,Gastroenterology & Hepatology,Y2,D,العضلة المنحرفة البطنية الظاهرة (كل ما يلي صحيح عدا):,"أ) صفيحة عضلية صفاقية.
ب) تسير أليافها بشكل مائل للأمام والأسفل والأنسي.
ج) ترتكز على الخط الأبيض من الرهابة إلى العانة.
د) تتعصب من القطني الثاني.","أ) تنشأ من الأسطح الخارجية للأضلاع 5–12  
ب) ترتكز على الخط الأبيض والحدبة العانية عبر صفاق العضلة المائلة الخارجية  
ج) تُعصَّب بواسطة الأعصاب الصدرية السفلية (T7–T11) والعصب تحت الضلع (T12)  
د) أليافها تتجه للأعلى والإنسي (superomedial) نحو الخط الأبيض",0.8758,True
3761,Pharmacology,Y3,B,كل من العبارات التالية صحيحة حول اللاكتولوز ماعدا:,"أ) يعتبر من الملينات
ب) عبارة غليكوزيد ثنائي تركيبي
ج) لا يمتص
د) يستخدم في تدبير الامساك","أ) يُستخدم لعلاج الإمساك المزمن ويعمل كملين أسموزي  
ب) قد يُسبب غازات وانتفاخًا وتقلصات بالبطن كآثار جانبية شائعة  
ج) يُستخدم في علاج الاعتلال الدماغي الكبدي عبر تقليل امتصاص الأمونيا  
د) يُمنع استخدامه تمامًا في مرضى السكري لأنه يرفع سكر الدم بشكل كبير",0.8753,True
1172,Histology,Y2,B,الغدد الموجودة في الجلد والأوعية الدموية تساهم في كل ما يلي ما عدا :,"أ) التنظيم الحراري
ب) تنظيم ضغط الدم.
ج) body metabolism
د) Excretion","أ) تنظيم درجة حرارة الجسم عبر التعرّق وتضيّق/توسّع الأوعية الدموية  
ب) طرح بعض الفضلات والأملاح عن طريق العرق  
ج) الإحساس باللمس والألم والحرارة عبر النهايات العصبية  
د) إنتاج خلايا الدم الحمراء في نخاع العظم",0.8563,True
2172,Genetics,Y1,A,كل ما يلي صحيح عن الطفرة السائدة السلبية ما عدا:,"أ) استبدال نكليوتيد بآخر.
ب) تصيب أحد الاليلين.
ج) المنتج البروتيني يرتبط مع المنتج الطبيعي وينقص فعاليته.
د) قد يدخل المنتج البروتيني الطافر في ارتباطات مع بروتينات أخرى وينقص فعاليتها.","أ) تحدث عندما يُنتج الأليل الطافر بروتينًا غير طبيعي يتداخل مع وظيفة البروتين الطبيعي  
ب) غالبًا ما تظهر في البروتينات متعددة الوحدات (Multimeric) حيث تُفسد الوحدة الطافرة عمل المركّب كله  
ج) يمكن أن تُحدث نمطًا ظاهريًا حتى بوجود أليل طبيعي واحد (في حالة متغاير الزيجوت)  
د) تنتج عادةً عن فقدان وظيفة بسيط (Haploinsufficiency) دون أي تداخل مع البروتين الطبيعي",0.8598,True
2023,Genetics,Y1,D,العامل النهائي الذي يحدد النمط الشكلي :,"أ) النمط الجيني
ب) النمط الظاهري
ج) A و B
د) التأثيرات البيئية","أ) النمط الجيني (Genotype)  
ب) البيئة (Environment)  
ج) التفاعل بين النمط الجيني والبيئة  
د) الطفرات الوراثية فقط",0.909,True
4603,Statistics,Y1,A,يتم حساب القطاع الزاوي لفئة ما:,"أ) التكرار النسبي لفئة ماX 360 درجة
ب) التكرار النسبي لفئة ما 360 / درجة
ج) التكرار المئوي لفئة ما X 180 درجة
د) التكرار النسبي لفئة ما / 180 درجة","أ) (تكرار الفئة ÷ مجموع التكرارات) × 360°  
ب) (مجموع التكرارات ÷ تكرار الفئة) × 360°  
ج) (تكرار الفئة ÷ 360°) × مجموع التكرارات  
د) (360° ÷ مجموع التكرارات) × تكرار الفئة",0.8694,True
4418,Physiology,Y1,B,الزيحان الكلوري :,"أ) تبادل الكلور بين هواء الاسناخ والخلايا البالغة
ب) تبادلين البيكربونات والكلور بين الكريات الحمر و البلازما
ج) تأثير الكلور على افراز المخاط في التليف الكيسي
د) التبادل بين شاردة الكلور وحمض الكربون في البلازما","أ) هو انزياح منحنى تفكك الأوكسيهيموغلوبين إلى اليسار نتيجة نقص 2,3-DPG أو القلاء أو انخفاض الحرارة  
ب) هو انزياح منحنى تفكك الأوكسيهيموغلوبين إلى اليمين نتيجة زيادة CO2 أو الحُماض أو ارتفاع الحرارة  
ج) هو زيادة تركيز الكلوريد في البلازما بسبب الجفاف الشديد  
د) هو نقص الكلوريد في الدم بسبب القيء المطوّل أو استعمال المدرّات",0.8474,False
2155,Genetics,Y1,A,كل ما يلي صحيح عن جفاف الجلد الصباغي ماعدا :,"أ) نتيجة مطفرات بيئية
ب) اضطراب متنحي جسمي نادر
ج) اختلال إصلاح استئصال مثنوية أدنين
د) يحدث فيه سرطان جلد","أ) مرض وراثي متنحٍ جسدي ناتج عن خلل في إصلاح الـDNA بعد التعرض للأشعة فوق البنفسجية  
ب) يتميز بحساسية شديدة للضوء مع نمش مبكر وتصبغات وجفاف وضمور جلدي في المناطق المعرضة للشمس  
ج) يزداد خطر حدوث سرطانات الجلد (مثل سرطان الخلايا القاعدية والحرشفية والميلانوما) في سن مبكرة  
د) ينتقل بالوراثة السائدة المرتبطة بالصبغي X ويظهر غالبًا في البلوغ المتأخر",0.851,True
4793,Statistics,Y1,B,بفرض احتمال الشفاء من مرض دموي هو 0.33 في عينة مكونة من 3 مرضى، ما احتمال أن يشفوا جميعاً:,"أ) تقريباً 0.75
ب) تقريباً 0.036
ج) تقريباً 0.075
د) تقريباً 0.36","أ) 0.33  
ب) 0.1089  
ج) 0.0359  
د) 0.67",0.8762,True
3512,Ophthalmology,Y5,E,في التهاب العنبة بالتوكسوبلاسموز عند الوليد:,"أ) تكون حالة الوليد جيدة
ب) لا تترك عقابيل في حال بقي الوليد على قيد الحياة
ج) تترك الإصابة ندبة ناقصة التصبغ
د) إصابة الشبكية لا تكون واضحة لوضع التشخيص","أ) يكون غالبًا ثنائي الجانب مع آفات شبكية/مشيمية متعددة وقد يترافق مع استسقاء دماغي وتكلسات داخل القحف  
ب) يكون عادةً أحادي الجانب مع آفة بؤرية نشطة مجاورة لندبة قديمة (headlight in the fog)  
ج) يترافق غالبًا مع التهاب قزحية أمامي حاد مع نقص ضغط العين وغياب التهاب الزجاجي  
د) يتميز بوجود ترسبات قرنية شحمية كبيرة (mutton-fat) وعقيدات قزحية كما في الساركويد/السل",0.851,True
4785,Statistics,Y1,D,يمكن حساب الوسيط ومعامل سبيرمان لارتباط الرتب في:,"أ) المقياس الاسمي
ب) المقياس الفتروي
ج) المقياس النسبي
د) B+C","أ) البيانات الاسمية (Nominal)  
ب) البيانات الرتبية (Ordinal)  
ج) البيانات الفئوية/الفاصلية (Interval)  
د) البيانات النسبية (Ratio)",0.8934,True
3274,Microbiology,Y3,E,تحتوي حبيبات كاسرة للضوء,"أ) تطوف بسهولة بالمحاليل المشبعة
ب) ذات شكل مستطيلي
ج) يمكن أن تنتقل الاخماج التالية عبر نقل الدم عدا
د) المتصورات","أ) الجليكوجين  
ب) الليبوفوسين  
ج) الميلانين  
د) الهيموسيديرين",0.8475,False
2968,Physics,Y1,D,القاعدتان اللتان تتحكمان بجريان المائع المثالي هما:,"أ) معادلة الاستمرارية
ب) معادلة برنولي
ج) معادله أرخميدس
د) A, B","أ) معادلة الاستمرارية ومعادلة برنولي  
ب) قانون بويل وقانون شارل  
ج) قانون نيوتن الثاني وقانون الجذب العام  
د) قانون أوم وقانون كيرشوف للتيار",0.9124,True
1798,Genetics,Y1,C,تتميز عملية الترجمة في حقيقيات النوى بكل ما يلي ماعدا :,"أ) تتم في هيولى عند حقيقيات النوى
ب) يرتبط الرنا المرسال مع الريباسة من النهاية 3` للرنا المرسال
ج) يرتبط أولًا مع الوحيدة الصغيرة للريباسة
د) الحمض الأميني الأول هو الميثيونين","أ) تبدأ الترجمة عادةً بارتباط الوحدة الريبوسومية الصغرى بقبعة 5′ ثم المسح حتى كودون البدء AUG  
ب) تتم الترجمة على ريبوسومات 80S (40S + 60S) في السيتوبلازم أو على الشبكة الإندوبلازمية الخشنة  
ج) يرتبط mRNA بالريبوسوم عبر تسلسل شَين-دالغارنو (Shine-Dalgarno) لتحديد موقع البدء  
د) تتطلب عوامل بدء ترجمة متعددة (eIFs) ويكون الحمض الأميني البادئ غالبًا ميثيونين (Met)",0.8528,True
1135,Anatomy,Y2,B,العضلة التي ترتكز على الحافة الضلعية:,"أ) المستعرضة الصدرية.
ب) الوربية الباطنة.
ج) المنشارية الأمامية.
د) الصدرية الصغيرة.","أ) العضلة المستقيمة البطنية  
ب) العضلة المائلة الخارجية للبطن  
ج) العضلة المائلة الداخلية للبطن  
د) العضلة المستعرضة للبطن",0.8916,True
4177,Physiology,Y1,A,كل مما يلي يزيد قوة قلص العضلة القلبية عدا:,"أ) شدة المنبه
ب) زيادة طول الليف العصبي
ج) زيادة تركيز شوارد الكالسيوم داخل الليف العضلي
د) استخدام الديجتال (الديسموزوم(","أ) التنبيه الودي (زيادة النورأدرينالين/الأدرينالين)  
ب) زيادة تركيز الكالسيوم خارج الخلية  
ج) زيادة معدل ضربات القلب (تأثير السلم)  
د) التنبيه نظير الودي (العصب المبهم/الأستيل كولين)",0.884,True
4045,Physiology,Y1,B,تحدث قوى جذب بين خيوط الاكتين والميوزين مسببة انزلاق بعضها على بعض بسبب شوارد:,"أ) البوتاسيوم
ب) الكالسيوم
ج) الصوديوم
د) الصوديوم والكالسيوم","أ) الكالسيوم (Ca²⁺)  
ب) الصوديوم (Na⁺)  
ج) البوتاسيوم (K⁺)  
د) الكلوريد (Cl⁻)",0.9096,True
746,Anatomy,Y1,D,كل ما يلي من وجوه الجناح الكبير عدا:,"أ) مخي
ب) صدغي + تحت صدغي
ج) فكي علوي
د) فكي سفلي","أ) الوجه المخي  
ب) الوجه الصدغي  
ج) الوجه الحجاجي  
د) الوجه الأنفي",0.9138,True
387,Anatomy,Y2,E,العضلة التي تبعد الطيتين الصوتيتين:,"أ) Thyro arytenoid
ب) Crico thyroid
ج) Lateral cricoarytenoid
د) Oblique arytenoid","أ) العضلة الحلقية الطرجهالية الخلفية  
ب) العضلة الحلقية الطرجهالية الجانبية  
ج) العضلة الطرجهالية  
د) العضلة الدرقية الطرجهالية",0.8343,False
900,Anatomy,Y1,A,تضم العضلات الكعبرية للساعد كل ما يلى عدا:,"أ) قابضة الرسغ الكعبرية القصيرة
ب) الاستلقائية
ج) العضدية الكعبرية
د) باسطة الرسغ الكعبرية الطويلة","أ) العضلة العضدية الكعبرية (Brachioradialis)  
ب) باسطة الرسغ الكعبرية الطويلة (Extensor carpi radialis longus)  
ج) باسطة الرسغ الكعبرية القصيرة (Extensor carpi radialis brevis)  
د) باسطة الأصابع (Extensor digitorum)",0.8954,True
