id,input,prediction,ground_truth
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,C=D,B
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,CAAA,A
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,C,A
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,B,A
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,B,C
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,BSE,A
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,B,B
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,"Dishomoplasmic

DishomDishD",C
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,A,B
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,B,C
,ما هو سبب حدوث التلاسيميا بيتا؟,DSBD,B
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,C,A
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,A,B
,ما الذي يدل عليه المعين في شجرة النسب؟,B,A
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,A,D
,ما هي وظيفة حويصلات كوب ٢؟,C. dacrocele,B
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,D,C
,أين تجري عملية التمثيل الضوئي؟,A,B
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,A,C
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,A,A
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,CACA,D
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,D,D
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,A,D
,ماذا تشير النجمة بعد رمز الجين؟,B,B
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,A,B
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,A,A
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,"B
B",B
,ما هي الشعبة التي ينتمي إليها الإنسان؟,B,B
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,B,B
,أين تكثر جزر CpG؟,C. pneumoniae,C
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,C6A,B
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,A,B
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,D,B
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,C3,D
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,C,D
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,D,D
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,D,B
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,B,A
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,A,B
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,C30B,C
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,C,B
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,B,A
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,C,B
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,Cobalt-60,B
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,A,A
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,A,A
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,Doppler Effect,B
,ما الذي يعبر عن شدة الموجة الصوتية؟,A,C
,ما هي خصائص الأشعة السينية؟,A,A
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,C,B
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,A,B
,ما هو ثابت التناسب بين تدرج السرعة؟,A,B
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,BOROHYDRIDE REDUCTION,C
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,A,A
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,DUPUYTREN,C
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,A,A
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,A,D
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,B,D
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,B,A
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,B,C
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,Cobalt-60,B
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,A,C
,ما هي طبيعة الأشعة السينية؟,A,D
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,A: formula unit mass,B
,أين يقع مجال التيراهرتز؟,A,A
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,A,B
,ما هي مكونات صمام الأشعة السينية؟,"C-shaped, straight, and C-shaped with a straight section",D
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,D,C
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,A,A
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,C,C
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,B,B
,ما هو المجال الموجي لأشعة UVC؟,A,C
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,A,C
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,B,A
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,B,D
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,B,C
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,B,C
,ما هو التواتر في حالة الأمواج الصوتية؟,A,A
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,D,B
,ما هي التحولات التي تحافظ على العدد الكتلي؟,A,B
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,BPoiseuille,A
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,D,B
,ما هي آلية انتقال الحرارة في الموائع؟,A,B
,ما هي صفات الخيال في المصورات ذات الثقب؟,CFD,C
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,D = n1D2 - n2D1,A
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,A,D
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,C7H5N3O6,B
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,B,B
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,A,A
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,A,C
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,A3,A
,ما هي استخدامات الليزر الصباغي؟,Dermatology,B
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,DETA,D
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,A,D
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,CPD,B
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,D,A
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,Bubble,A
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,B,B
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,B3D0C6D9C,A
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,A,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,B,B
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,A,A
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,B,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,B,B
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,Diatmy,B
,كيف تتولد الأشعة السينية؟,A,C
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,A,B
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,A,A
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,A,A
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,C,D
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,B,B
,ما هي الرابطة التي تبقى صلبة دائماً؟,A,A
,كم عدد العدسات في مجهر SEM؟,D,B
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,C,B
,ما هو العدد النيوكلوني في نواة ذرة ما؟,A,D
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,A,B
,ما يُستخدم لقياس درجة التشوه؟,Cobin scale,B
,ما هي الوحدة التي يقيسها الروتنجن؟,B,B
,ما تتألف منه الحلقة البنزنية؟,B: 6 carbon atoms,D
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,B,B
,ما هي الوحدة التي يقيسها الرونتجن؟,A,B
,ما هي النظائر؟,B,D
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,Brewster,B
,كيف يمكن توليد الأمواج فوق الصوتية؟,A,D
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,B,B
,ما هو الاضطراب الذي يمثل هذه الحالة؟,A,B
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,A,B
,ما ينص عليه قانون الانعكاس الأول؟,A,C
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,B:A,A
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,A,B
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,A,B
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,D,B
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,A,B
,ما هي الخطوة الأولى في التفاعلات؟,A,A
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,D,D
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,Cancer treatment,A
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,Bohr's model,B
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,A,D
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,Diatomic,A
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,A,B
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,C3A,A
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,A,B
,ما هي البنية لأكسيد المغنزيوم؟,B,B
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,D,D
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,DREX,B
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,A,A
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,A,B
,ما هي المماكبات (الإيزوميرات)؟,B,D
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,B,A
,ماذا يستخدم قانون ستوكس لقياسه؟,"B: Discharge

A",A
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,Cristallography,B
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,A,B
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,D.C.T.,A
,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,A,B
,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,A,A
,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,B,A
,متى يحدث تفاعل اشعاع الليزر مع النسج؟,D,A
,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,C6,B
,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,B,B
,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,C300D0E6A,C
,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,DTPA,A
,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,A,A
,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,D,A
,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,C,C
,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,DTPA,B
,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,B,A
,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,B: 75%,B
,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,C3D,B
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,C6D10A2,A
,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,"B. Secretin

B. D. C. A. B. C. D. A. B. C. D. A. B. C. B. C. D. A. B. C. D. A. B. C. B. C. D. A. B. C. D. A. B. C. B. C. D. A. B. C. D. A. B. C. B. C. D. A. B. C. D. A. B. C. B. C. D. A. B.C

B. C",A
,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,BETA-GALACTOSIDASE,D
,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,"Cystic duct

C

C",D
,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,Cations of divalent minerals,B
,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,"BASC secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: Secretin

A: SecretA

B: Secretin

C: Secretin

D

B

A",B
,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,C3D,C
,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,D4A (Dopamine and D4A),D
,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,A,D
,ما هو الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة؟,A4D,A
,ما هو الناقل العصبي الذي يتحرر من طرفيات جميع الألياف اللاودية بعد العقدية؟,D4A,A
,ما هي الميزة التي تتمتع بها قنوات IF في النسيج العقدي القلبي التي تمكنها من توليد التنبيه عفوياً؟,"CA
A = A =A",A
,ما هي الفائدة الوظيفية من التأخير الزمني في كمون الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,CALDYBALYCINA,A
,ماذا يحدث للبطينات في حال توقف العقدة الجيبية الأذينية عن العمل؟,Block AV block,B
,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,A,A
,ما هو سبب طور الهضبة في كمون عمل الليف العضلي القلبي؟,A9C,B
,ما هي المناطق التي تطبق عليها المعالجة الإشعاعية في علاج أورام الخصية من النمط المنوي؟,DogsDifferentialDx,B
,ما هي الأورام التي لا تعتبر المعالجة الشعاعية معالجة شافية لها إذا استخدمت لوحدها في المراحل المبكرة؟,Cancer radio-resistant,C
,ما هي الجرعة الكلية الموصى بها في حال تقرر إجراء تشعيع وقائي للقحف بجرعة ٢ غري في كل جلسة؟,B) 2000 cGy,C
,ما هو الزمن الأقل الفاصل بين كل جلستين عند إجراء المعالجة الشعاعية بطريق التجزئة المفرطة؟,"C3D2

C",E
,ما الذي يحول مولد الببسين إلى ببسين؟,"A: Acid

A",A
,ما هو سبب حدوث عمى ربعي علوي أيمن مماثل؟,Bitemporal hemianopia from pituitary adenoma,A
,ما هي المدة الزمنية التي يتطور خلالها الصداع المزمن؟,C3D,C
,ما هو نوع الصداع غير النابض ثنائي الجانب الذي قد يرتبط بتشنج عضلات الرقبة؟,CCHD,C
,أين يحدث التكيس للجيارديا اللمبلية؟,Cysts in the excystic trophozoite,D
,ما هي الذبابة ذهبية العيون Chrysop ثوي ناقل له؟,Culex pipiens,C
,ما هي الفترة الزمنية الذي تظهر فيها إيجابية اختبار سابين فيلدمان بعد العدوى به؟,D,B
,ما الذي تنتهي به المرحلة الخارج خلوية للمتصورات؟,A,A
,أين تتكاثر خبيطيات الفخرية البنكروفتية؟,A,C
,ما هو المرض الذي يستخدم عقار melarsporol في علاجه؟,CIPA,D
,ما هو الخمج الطفيلي الذي يمكن أن ينتقل من شخص لآخر؟,Cysticercosis,D
,ما هي أفضل أماكن الخزع التشخيصية القندية في جسم الإنسان؟,A: 473,B
,ما هو المسبب لداء هجرة اليرقات الجلدي؟,Culicidae,B
,ما هو العلاج المناسب للمتحولة العصبية naegleria fowleri؟,B:C,C
,أين تتوضع يرقات الأسطوانية الوعائية عند الإنسان؟,A,D
,ما هو الشكل المعدي للإنسان من متفرعة الخصية الصينية؟,C. pneumoniae,B
,أين تتوضع الأسطوانية البرازية عند الإنسان؟,A,B
,ما هو العصب الذي يصاب في متلازمة قاع الحجاج؟,B2,C
,ما هو تعريف الحول المتقارب؟,B,D
,ما هي أسباب حدوث فيض الدمع Epiphora؟,"Epiphora is caused by either overproduction of tears or, more commonly, a blockage in the tear drainage system. The most common cause is nasolacrimal duct obstruction (NLDO).

Dacryostenosis is a term that refers to a tear duct blockage.

Dacryocystitis is an infection of the tear duct, which can be caused by a blockage.

Dacryolithiasis is the presence of a tear stone (a small, solid particle) in the lacrimal system, which can cause a blockage.

Canalicular laceration is a tear in the canaliculus, which",D
,أين تقع حفيرة البكرة في الجدار العلوي للحجاج؟,A,B
,ما هي النسبة التي تشكلها القرنية من سطح غلاف كرة العين الليفي؟,C,E
,ما هو أكثر تنكسات القرنية شيوعاً؟,D4F,B
,ما هي الحالات التي تشاهد فيها الرؤية المزدوجة الأحادية الجانب؟,Bitemporal hemianopia,B
,ما هو المرض الذي يشاهد فيه حلقة كاي زر- فليشر عند المرضى؟,C3A,C
,ما الذي يجب فعله في الحالات المعندة وغير المستجيبة للعلاج في الورم الكاذب للحجاج؟,DCR,D
,ما هي النتائج التي تؤدي إليها إصابة الشعبة العينية من العصب الخامس في متلازمة الشق الحجاجي العلوي؟,B5,A
,ما هو التشخيص الأقرب لمريض عمره 65 سنة لديه فقد رؤية في النصف العلوي من الساحة البصرية مع بدء مفاجئ؟,D: CVA,C
,ما الذي يدل عليه ظهور تقبب على شكل حويصل أسود في قعر القرحة القرنية الجرثومية؟,Candida albicans,D
,ما هي الطريقة التالية لتقدير حدة البصر لدى المريض إذا لم يتمكن من قراءة أكبر أحرف اللوحة؟,B4D,A
,ما الذي يشكو منه المريض في الحول الشللي عند البالغين؟,BINAEPHORIA,B
,متى ينعدم يوروبيلينوجين البول؟,D. A. D. A. D. A. D. A. D. A.D,C
,في الاحتباس الصفراوي ما هو الانزيم الأفضل للوصول للتشخيص؟,"CBDC A1C or D (CBDC A1C or D) is a blood test that measures the amount of blood sugar (glucose) in a person's blood. It is used to diagnose and monitor diabetes and prediabetes. The test is also known as the hemoglobin A1C test, the glycated hemoglobin test, or the HbA1c test. The test measures the percentage of blood sugar that is attached to the hemoglobin in the red blood cells. The higher the percentage, the higher the blood sugar level. The test is usually done in the morning after fasting for at least 8 hours.",A
,ما هي نتيجة رحلان البروتينات في الالتهابات الحادة؟,C-reactive protein,B
,ما هو المركب الذي يتم اصطناعه بدءا من الحموض الأمينية؟,D,B
,ما هي أعراض فقر الدم بعوز الحديد عند المريض؟,A,B
,ما هي الحالة التي تعاني منها مريضة عمرها 44 سنة تشكو من تعب عام وكانت قيمة البولة الدموية 140 ملغ/دل وقيمة الكرياتنين 6 ملغ/دل وحمض البول 4 ملغ/دل؟,DIC,B
,ما هو سبب تشمع الكبد عند مريض عمره 12 سنة؟,CBA3,B
,ما هو الاحتمال الأكثر ترجيحاً لسبب تشمع الكبد عند مريض عمره 12 سنة؟,CBAA,C
,ما هو تصنيف مريض عنده الغلوكوز 210 ملغ / دل؟,C,B
,ما هو تصنيف مريض تم تحليل الغلوكوز الصيامي له فكانت النتيجة 128 ملغ/دل؟,A1C 6.5-7.9,B
,ما هو المركب الذي يعتبر ايتلين ديامين تترا استات مركباً لاقطاً له؟,EEDC,C
,ما هو المركب الذي يستخدم في تدبير حمى البحر الأبيض المتوسط؟,A5A,B
,ما هو النمط التحسسي الذي يعود إليه داء الفقاع المحرض دوائياً؟,DILF,B
,ما هي آلية تأثير المركب دابيريدامول؟,DABA,A
,"ما هي جرعة الدواء عند طفل وزنه 17,5 كغ إذا كانت جرعة البالغ 100 ملغ؟",A: 66.125,C
,ما هو معدل التصفية الكلوية للكرياتينين عند رجل عمره 40 سنة ومستوى كرياتينين الدم 1 ملغ/دل ووزنه 72 كغ؟,B12,B
,ما هي الخلايا التي تقوم بإفراز بروتين برفورين الذي يفتح ثقوب في غشاء الخلية الهدف؟,Cytotoxic T cells,B
,كيف يتأثر الغاز كلما زاد وزنه الجزيئي؟,A,B
,ما هو المبدأ الأساسي للتشتت؟,B,B
,ما هو العامل الذي يسرع العامل السابع تشكله؟,C4B,B
,ما هو السائل الموجود داخل الخلايا؟,A,C
,ما هي مقدرة شخص على إدراك منبهين لمسيين مطبقين على منطقة من سطح الجسم على أنهما منفصلان؟,B,B
,ما هو سبب عدم قدرة ألياف الجهاز العصبي المركزي على التجدد؟,A,C
,ما هو المجال الذي تكون فيه النسخ السيتولوجية شفافة نسبياً؟,B3,B
,ما هو العامل الرئيسي الذي يحدد ارتباط الأكسجين بخضاب الدم؟,A partial pressure of oxygen,A
,ما الذي يؤدي إليه العامل ٣ مع الكالسيوم؟,B3D,B
,متى يزداد الانحلال في التلاسيميا؟,D5A,A
,ما هو الفيتامين الأساسي في عملية تشكيل عوامل التخثر؟,D3,D
,ما هو المستوى من الفيزيولوجيا الذي تنتمي إليه دراسة آلية وتوليد ونقل كوامن الفعل في القلب؟,A,B
,أين توجد المستقبلات النيكوتينية؟,A,D
,ما الذي تعتمد عليه سرعة انتشار الأوكسجين عبر غشاء الخلية؟,A: gradient concentration,B
,ماذا يحدث عندما يصل التيروكسين إلى المستوى الدوراني المطلوب؟,A,C
,ما هي الوظيفة الرئيسية للعقدة الأذينية البطينية في الحالات السوية؟,A2B (A2B:  A-  A2B:  A-  A2B:  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A-  A,A
,ما هي العوامل التي تحرض إفراز عصارة بنكرياسية غنية بالإنزيمات؟,"CCK, AA, B3

CCK and AA and B3",A
,أين يتم إعادة امتصاص القسم الأعظم من الماء المرتشح؟,B2C,A
,ما هو سبب الصوت الأول للقلب؟,A1,C
,ما هي الخلايا التي تمتلك أسرع معدل لزوال الاستقطاب؟,A.Difidibulim,A
,ما هو الذي وظيفته تسريع عملية تشكل الترومبوبلاستين الصفيحي؟,C3B,C
,ما الذي يعمل على تسهيل الانتقال بين الشهيق والزفير؟,A,D
,ما الذي يزداد في الأسناخ الرئوية؟,A,B
,ما يعرف بالموجهة الجسدية؟,A,C
,ما هي العقدة الرأسية للجهاز العصبي المستقل؟,A,C
,ما هي المحطة الرئيسية الدماغية التي تتكامل فيها وظائف الجهاز العصبي المستقل مع وظائف البنى العصبية الأخرى؟,"A10

A",D
,ما هو الناقل العصبي المحرر من طرفيات الألياف بعد العقدية في القسم الودي؟,"D4A3E9C6-4D3A-4D3A-8D3A-4D3AD

D",C
,ما هو الدور المهم الذي تؤديه خلايا سيرتولي في الخصية؟,C,B
,ما هو الذي يروي النسيج الضام للرئة؟,A. dclca,C
,ما هي البوابات التي تتحكم بنفوذية القنوات للشوارد التي تسهم في تشكيل كامن الفعل؟,B1B0,D
,ما هي أجهزة التحكم والضبط والمراقبة في الجسم؟,A,C
,ما هي المواد التي تحررها نهايات المحاوير العصبية في المشابك والموصلات المشبكية؟,D,A
,ماذا ينقل الترانسفيرين؟,B.,B
