id,input,prediction,ground_truth
,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟,ماترنally inherited,C
,ما هو الحمض الأميني الذي تتم أستلة الهستونات له؟,أسيتيل,C
,ما هي المكونات التي تتألف منها الفوسفولبيدات بالإضافة إلى حمضين دسمين والفوسفات؟,الغليسيرol,D
,ما هي الوظيفة الوحيدة لسيغما في إنزيم بوليمراز RNA البكتيري؟,الربط,D
,ما هي الأجزاء التي تتبادل بينها الإشارات الجزيئية التي يعتمد عليها ضبط النظام الخلوي الجذعي؟,الخلية الجذعية,C
,ما تدعى البروتينات المشكلة لمعقدات الثقوب النووية؟,بروتينات النوكليار,D
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,الاستئصال,B
,ما هو عامل الإطلاق في حقيقيات النوى؟,البروتين,C
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,الروابط,C
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,لا يوجد,D
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,البيئة,B
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,ميثيون,B
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,تعدد,A
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,التناسخ,C
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,ميثيونine,C
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,بروتين,C
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,25%,D
,أين يلتحم الغشاءان النوويان؟,الخط,B
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,ANSWER: لا,D
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,الخلايا الأولية,A
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,الأنيميا,A
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,البروتين,B
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,DNA polymerase,A
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,المركز,C
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,ميتوكوندrial,C
,ما هو الاختلاف بين الانترونات والاكسونات؟,الانترونات are non-coding sequences,D
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,الذكور,C
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,الخلايا المتغايرة,A
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,الصبغات,C
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,طاقة الكهروستاتية,A
,ما الذي تتشكل منه الأرجل الصفائحية؟,الصفائح,A
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,رابطة الهيدrogen,B
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,الريبوسوم,A
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,160,A
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,الانقسام,A
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,الذكر,C
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,المجهر الإلكتروني,A
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,الغول,B
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,ميتو,C
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,السلاسل,B
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,مريض,C
,ما هو سبب حدوث التلاسيميا بيتا؟,عدم إنتاج الهيموجلوبين,B
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,التربتوفان,A
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,الانقباض,B
,ما الذي يدل عليه المعين في شجرة النسب؟,المرأة,A
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,3,D
,ما هي وظيفة حويصلات كوب ٢؟,إفراز المخاط,B
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,تواتر,C
,أين تجري عملية التمثيل الضوئي؟,الكلوروبلاست,B
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,انخفاض في الميمبرane fluidity,C
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,الفتحات,A
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,3,D
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,الملانين,D
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,الملاحظة,D
,ماذا تشير النجمة بعد رمز الجين؟,العلامة,B
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,الفلورسنت,B
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,ترتيب,A
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,ANSWER: خلل في التكوين,B
,ما هي الشعبة التي ينتمي إليها الإنسان؟,الثدي,B
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,تطور,B
,أين تكثر جزر CpG؟,المناطق CpG,C
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,سيتocine,B
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,البروموتر,B
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,الكرومosome 9,B
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,البروتين,D
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,الكروموسوم 9 and 22,D
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,9,D
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,AB/ab,B
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,السيادة,A
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,التركيب,B
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,50%,C
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,الاستقلاب,B
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,قانون الانعكاس,A
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,الصيغة الجزيئية,B
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,ANSWER: أشعة إكس,B
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,تراهرتz,A
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,الطب,A
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,الطاقة,B
,ما الذي يعبر عن شدة الموجة الصوتية؟,ضغط,C
,ما هي خصائص الأشعة السينية؟,أشعة سينية,A
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,ضغط,B
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,37,B
,ما هو ثابت التناسب بين تدرج السرعة؟,الزوارق,B
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,الكوحل,C
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,التبادل الحراري,A
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,الوزن الذري,C
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,باسكال,A
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,ANSWER: قانون فارady,D
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,ثابت,D
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,سائل,A
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,قوى,C
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,ANSWER: توباز,B
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,عالية,C
,ما هي طبيعة الأشعة السينية؟,إشعاع أيوني,D
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,الكتلة الذرية,B
,أين يقع مجال التيراهرتز؟,بين 0.1 و 10 تيرا هرتz,A
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,الوزن النوعي,B
,ما هي مكونات صمام الأشعة السينية؟,الأنود، الكاثود، و الفلات.,D
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,الطاقة,C
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,مقاومة,A
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,طاقة,C
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,الضغط,B
,ما هو المجال الموجي لأشعة UVC؟,100-280 نانومتر,C
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,عكس,C
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,السرعة,A
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,الطاقة,D
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,التركيز,C
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,Le Chatelier's principle,C
,ما هو التواتر في حالة الأمواج الصوتية؟,التردد,A
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,الحرارة,B
,ما هي التحولات التي تحافظ على العدد الكتلي؟,تفاعلات,B
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,ANSWER: قانون هاج,A
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,جريان ثابت,B
,ما هي آلية انتقال الحرارة في الموائع؟,الانتقال الحر,B
,ما هي صفات الخيال في المصورات ذات الثقب؟,خيوط,C
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,نسبة الانكسار,A
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,الاشعة السينية,D
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,"2,4,6-ترينتروبنزene",B
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,تبادل حراري,B
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,الاستحثاث,A
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,أيونية,C
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,الاستبدال,A
,ما هي استخدامات الليزر الصباغي؟,علاج الشامات,B
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,فوتونات,D
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,أشعة إكس,D
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,التيار,B
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,ANSWER: الانبعاث factor,A
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,إشعاع,A
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,البلازما,B
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,اختبار الفحص,A
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,طور,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,انشطار,B
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,الطيف الحر,A
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,أشعة إكس,A
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,انشطار,B
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,العلاج بال الموجات القصيرة,B
,كيف تتولد الأشعة السينية؟,توليد الأشعة السينية,C
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,العدد الذري,B
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,الخطوط المتوازية,A
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,الصدى,A
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,ANSWER: المجهر الإلكتروني,D
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,الزخم,B
,ما هي الرابطة التي تبقى صلبة دائماً؟,الرباط,A
,كم عدد العدسات في مجهر SEM؟,اثنان,B
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,الصدمة,B
,ما هو العدد النيوكلوني في نواة ذرة ما؟,العدد النيوclon,D
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الكسارة,B
,ما يُستخدم لقياس درجة التشوه؟,مقياس التشوه,B
,ما هي الوحدة التي يقيسها الروتنجن؟,الجر,B
,ما تتألف منه الحلقة البنزنية؟,ستة كربونات,D
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,انزياح الأحمر,B
,ما هي الوحدة التي يقيسها الرونتجن؟,الجر,B
,ما هي النظائر؟,الأنسجة,D
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,برينجل,B
,كيف يمكن توليد الأمواج فوق الصوتية؟,التردد,D
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,الشبكية,B
,ما هو الاضطراب الذي يمثل هذه الحالة؟,ANSWER: فرط كالسيوم,B
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,الذرة,B
,ما ينص عليه قانون الانعكاس الأول؟,الزاوية الساقطة تساوي الزاوية الانعكاس,C
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,الانضغاط,A
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,وزن الجسم,B
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,ANSWER: التصوير المقطعي,B
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,الهيدروجين,B
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الكسارة,B
,ما هي الخطوة الأولى في التفاعلات؟,الانزيم,A
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوء,D
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,إشعاع,A
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,الترتيب الإلكتروني,B
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,حمض الكربوكسيlic,D
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,ANSWER: نظائر,A
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,الانحر,B
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,تحليف,A
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,المركز,B
,ما هي البنية لأكسيد المغنزيوم؟,أكسيد المغنيسيوم,B
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوء,D
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,سيفر,B
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,التصوير بالموج فوق الصوتي,A
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,قصيرة,B
,ما هي المماكبات (الإيزوميرات)؟,مستقبلات,D
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,الطاقة,A
,ماذا يستخدم قانون ستوكس لقياسه؟,سقوط سرعة,A
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,البلورة,B
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,الوسائل الصلبة,B
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,"الخصائص are: high energy, penetrating, and ionizing.",A
,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,ANSWER: قانون هوك,B
,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,الضغط,A
,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,الطاقة,A
,متى يحدث تفاعل اشعاع الليزر مع النسج؟,ANSWER: عند امتصاص,A
,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,الشبكة البلورية,B
,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,ضغط,B
,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,0.3-0.5 ppm,C
,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,تكنيسيوم-99m,A
,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,تناقص,A
,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,مونochromatic,A
,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,أصوات غير مسموعة,C
,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,المصدر الخارجي,B
,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,التصوير بالفلاش,A
,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,انخفاض 8.9 fold,B
,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,السكريات,B
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,انتروبسيسين,A
,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,السيكريتين,A
,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,لاكتاز,D
,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,المرارة,D
,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,بوتاسيوم,B
,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,سيكريتين,B
,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,الجلوكوز,C
,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,نورإبينphrine,D
,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,العضة,D
,ما هو الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة؟,أسيتيل كولine,A
,ما هو الناقل العصبي الذي يتحرر من طرفيات جميع الألياف اللاودية بعد العقدية؟,أسيتيل كولine,A
,ما هي الميزة التي تتمتع بها قنوات IF في النسيج العقدي القلبي التي تمكنها من توليد التنبيه عفوياً؟,الخلايا ذات العقد,A
,ما هي الفائدة الوظيفية من التأخير الزمني في كمون الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,تأخير,A
,ماذا يحدث للبطينات في حال توقف العقدة الجيبية الأذينية عن العمل؟,انقباض,B
,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,الانفتاق,A
,ما هو سبب طور الهضبة في كمون عمل الليف العضلي القلبي؟,الطوب,B
,ما هي المناطق التي تطبق عليها المعالجة الإشعاعية في علاج أورام الخصية من النمط المنوي؟,البطن والحوض,B
,ما هي الأورام التي لا تعتبر المعالجة الشعاعية معالجة شافية لها إذا استخدمت لوحدها في المراحل المبكرة؟,سرطان الجلد,C
,ما هي الجرعة الكلية الموصى بها في حال تقرر إجراء تشعيع وقائي للقحف بجرعة ٢ غري في كل جلسة؟,12 جر,C
,ما هو الزمن الأقل الفاصل بين كل جلستين عند إجراء المعالجة الشعاعية بطريق التجزئة المفرطة؟,6 ساعات,E
,ما الذي يحول مولد الببسين إلى ببسين؟,حمض,A
,ما هو سبب حدوث عمى ربعي علوي أيمن مماثل؟,انفاركت,A
,ما هي المدة الزمنية التي يتطور خلالها الصداع المزمن؟,ثلاث أشهر,C
,ما هو نوع الصداع غير النابض ثنائي الجانب الذي قد يرتبط بتشنج عضلات الرقبة؟,صداع التوتر,C
,أين يحدث التكيس للجيارديا اللمبلية؟,الامعاء,D
,ما هي الذبابة ذهبية العيون Chrysop ثوي ناقل له؟,الذبابة,C
,ما هي الفترة الزمنية الذي تظهر فيها إيجابية اختبار سابين فيلدمان بعد العدوى به؟,أسبوعين,B
,ما الذي تنتهي به المرحلة الخارج خلوية للمتصورات؟,المرحلة داخل الخل,A
,أين تتكاثر خبيطيات الفخرية البنكروفتية؟,اللمفا,C
,ما هو المرض الذي يستخدم عقار melarsporol في علاجه؟,الملاريا,D
,ما هو الخمج الطفيلي الذي يمكن أن ينتقل من شخص لآخر؟,الديدارية,D
,ما هي أفضل أماكن الخزع التشخيصية القندية في جسم الإنسان؟,الرق,B
,ما هو المسبب لداء هجرة اليرقات الجلدي؟,اليرقات,B
,ما هو العلاج المناسب للمتحولة العصبية naegleria fowleri؟,ميلامين,C
,أين تتوضع يرقات الأسطوانية الوعائية عند الإنسان؟,الجهاز الوعائي,D
,ما هو الشكل المعدي للإنسان من متفرعة الخصية الصينية؟,الخصية,B
,أين تتوضع الأسطوانية البرازية عند الإنسان؟,الشرج,B
,ما هو العصب الذي يصاب في متلازمة قاع الحجاج؟,الثالث,C
,ما هو تعريف الحول المتقارب؟,انحراج العين inward,D
,ما هي أسباب حدوث فيض الدمع Epiphora؟,انسداد القنوات الدمعية,D
,أين تقع حفيرة البكرة في الجدار العلوي للحجاج؟,الوسط,B
,ما هي النسبة التي تشكلها القرنية من سطح غلاف كرة العين الليفي؟,1/6,E
,ما هو أكثر تنكسات القرنية شيوعاً؟,القرنية,B
,ما هي الحالات التي تشاهد فيها الرؤية المزدوجة الأحادية الجانب؟,العمى,B
,ما هو المرض الذي يشاهد فيه حلقة كاي زر- فليشر عند المرضى؟,التهاب المفاصل,C
,ما الذي يجب فعله في الحالات المعندة وغير المستجيبة للعلاج في الورم الكاذب للحجاج؟,استئصال,D
,ما هي النتائج التي تؤدي إليها إصابة الشعبة العينية من العصب الخامس في متلازمة الشق الحجاجي العلوي؟,فقدان الحس,A
,ما هو التشخيص الأقرب لمريض عمره 65 سنة لديه فقد رؤية في النصف العلوي من الساحة البصرية مع بدء مفاجئ؟,انفارction,C
,ما الذي يدل عليه ظهور تقبب على شكل حويصل أسود في قعر القرحة القرنية الجرثومية؟,عدوى,D
,ما هي الطريقة التالية لتقدير حدة البصر لدى المريض إذا لم يتمكن من قراءة أكبر أحرف اللوحة؟,الخط التالي,A
,ما الذي يشكو منه المريض في الحول الشللي عند البالغين؟,انحراج,B
,متى ينعدم يوروبيلينوجين البول؟,عدم وجود يوروبيلينوجen,C
,في الاحتباس الصفراوي ما هو الانزيم الأفضل للوصول للتشخيص؟,الفا-جلوكوز,A
,ما هي نتيجة رحلان البروتينات في الالتهابات الحادة؟,زيادة,B
,ما هو المركب الذي يتم اصطناعه بدءا من الحموض الأمينية؟,بروتين,B
,ما هي أعراض فقر الدم بعوز الحديد عند المريض؟,تعب,B
,ما هي الحالة التي تعاني منها مريضة عمرها 44 سنة تشكو من تعب عام وكانت قيمة البولة الدموية 140 ملغ/دل وقيمة الكرياتنين 6 ملغ/دل وحمض البول 4 ملغ/دل؟,فشل كلوي,B
,ما هو سبب تشمع الكبد عند مريض عمره 12 سنة؟,عدوى,B
,ما هو الاحتمال الأكثر ترجيحاً لسبب تشمع الكبد عند مريض عمره 12 سنة؟,عدوى,C
,ما هو تصنيف مريض عنده الغلوكوز 210 ملغ / دل؟,مريض مع سكر,B
,ما هو تصنيف مريض تم تحليل الغلوكوز الصيامي له فكانت النتيجة 128 ملغ/دل؟,مسبسوق,B
,ما هو المركب الذي يعتبر ايتلين ديامين تترا استات مركباً لاقطاً له؟,EDTA,C
