id,input,prediction,ground_truth,judge_label
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,فقر الدم,A,Correct
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,تفاعل الإحلال,B,Incorrect
,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟,الخلايا of the ciliary body,B,Incorrect
,ما هي الحموض الأمينية المشحونة سلبياً؟,حموض,B,Incorrect
,ما هي أعراض عوز فيتامين البيوتين؟,تساقط الشعر,D,Correct
,ما هي مفرزات الصفراء؟,أحماض,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟,All offspring affected,B,Incorrect
,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟,هيدروجين and sodium ethoxide,A,Correct
,ما هي خصائص أنزيم RNA Polymerase؟,تسلسل-dependant,A,Incorrect
,ما هو النكليوتيد في جزيء DNA؟,نوكليوتيد,A,Correct
,ما هو فيتامين البيوتين؟,فيتامين B7,B,Correct
,ما هي حالة عدم تحمل اللاكتوز؟,عدم تحمل اللاكتوز,B,Incorrect
,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟,ميثيل butanoate,B,Correct
,ما هو سبب الوفاة لدى مرض التلاسيميا؟,فشل في القلب,C,Correct
,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟,X and Y,A,Incorrect
,ما المركب الذي ينقص منه نتيجة التأخر في فصل البلازما أو المصل من الكريات في الدم؟,fibrinogen,D,Incorrect
,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟,Coenzyme A,C,Incorrect
,ما هو العلاج الثاني لمرض الثلاسيميا بيتا؟,الخلايا الجذعية,D,Incorrect
,ما هو الاضطراب الذي يتميز بفرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي في UDPGT؟,Crigler-Najjar syndrome,C,Correct
,ما هو سبب الوفاة لدى مرضى التلاسيميا؟,فشل في القلب,C,Correct
,ماذا يسبب عوز الثيامين الشديد؟,مرض بيري,D,Correct
,كم يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRNAs في مجين الإنسان؟,1000,C,Incorrect
,أين يتم اصطناع الدقائق الكيلوسية؟,الغشاء المبطن,D,Incorrect
,ما هو الإنزيم الذي يتم بوساطته ربط شدف أوكازاكي؟,DNA ligase,B,Correct
,ما هو أكثر الأنزيمات فعالية تحفيزية في جسم الإنسان؟,كربوهيدrase,B,Incorrect
,ما هو الشكل الفعال لفيتامين B6؟,Pyridoxal phosphate,C,Correct
,ما هو الموقع الطبيعي للجين الورمي ABL؟,9,B,Incorrect
,كم عدد طبقات الفوسفولبيد في المذيلة؟,one,C,Incorrect
,ما هو التركيب الذي يدخل فيه الكولاجين 4؟,الغشاء,B,Incorrect
,ما الذي تؤدي إليه استلة الهيستونات؟,تثبيط,A,Incorrect
,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟,ميتوكوندري,C,Incorrect
,ما هو الحمض الأميني الذي تتم أستلة الهستونات له؟,Histone acetyltransferase,C,Incorrect
,ما هي المكونات التي تتألف منها الفوسفولبيدات بالإضافة إلى حمضين دسمين والفوسفات؟,glycerol,D,Incorrect
,ما هي الوظيفة الوحيدة لسيغما في إنزيم بوليمراز RNA البكتيري؟,Cleavage,D,Incorrect
,ما هي الأجزاء التي تتبادل بينها الإشارات الجزيئية التي يعتمد عليها ضبط النظام الخلوي الجذعي؟,الخلايا الجذعية,C,Incorrect
,ما تدعى البروتينات المشكلة لمعقدات الثقوب النووية؟,نوكليoporins,D,Correct
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,الخلايا,B,Incorrect
,ما هو عامل الإطلاق في حقيقيات النوى؟,Factor,C,Incorrect
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,Phosphodiester,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,All offspring affected,D,Incorrect
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,ال بيئة,B,Incorrect
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,ميثيونين,B,Incorrect
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,تغير,A,Incorrect
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,الاستنساخ,C,Incorrect
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,فينيلالانين,C,Incorrect
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,إنزيمات,C,Incorrect
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,25%,D,Correct
,أين يلتحم الغشاءان النوويان؟,ال nuclear envelope,B,Incorrect
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,"All sons are carriers, all daughters are affected",D,Incorrect
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,Endosymbiotic,A,Correct
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,التركيب,A,Incorrect
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,الغشاء,B,Incorrect
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,RNA polymerase,A,Incorrect
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,ال kinetochore,C,Correct
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,ANSWER: maternal inheritance,C,Correct
,ما هو الاختلاف بين الانترونات والاكسونات؟,"الانترونات are sensory, axons are motor",D,Incorrect
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,الوفاة,C,Incorrect
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,خلايا of different types,A,Correct
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,تحديد,C,Incorrect
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,طاقة الكهرومغناطيسية,A,Incorrect
,ما الذي تتشكل منه الأرجل الصفائحية؟,الجلد,A,Incorrect
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,Hydrogen bonds,B,Correct
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,Genes,A,Incorrect
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,16,A,Incorrect
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,ANSWER: الانقسام,A,Correct
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,الذكر,C,Correct
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,Microscope,A,Incorrect
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,الغشاء-bound organelles,B,Incorrect
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,All offspring affected,C,Incorrect
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,السلسلة,B,Correct
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,Affected female,C,Incorrect
,ما هو سبب حدوث التلاسيميا بيتا؟,عدم إنتاج globin chains,B,Correct
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,suppression,A,Incorrect
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,الخلايا,B,Incorrect
,ما الذي يدل عليه المعين في شجرة النسب؟,Affected,A,Incorrect
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,5,D,Incorrect
,ما هي وظيفة حويصلات كوب ٢؟,تخزين,B,Incorrect
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,تواتر,C,Incorrect
,أين تجري عملية التمثيل الضوئي؟,الكلوروبلاست,B,Correct
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,انخفاض في المرونة,C,Incorrect
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,nuclear pores,A,Correct
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,153,D,Correct
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,خلايا,D,Incorrect
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,الملاحظة,D,Incorrect
,ماذا تشير النجمة بعد رمز الجين؟,الطفر,B,Incorrect
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,fluorescence,B,Correct
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,Primary structure,A,Correct
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,سرطان,B,Incorrect
,ما هي الشعبة التي ينتمي إليها الإنسان؟,الثدي,B,Incorrect
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,ANSWER: Natural selection,B,Correct
,أين تكثر جزر CpG؟,الجينوم,C,Incorrect
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,Cytosine,B,Incorrect
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,promoter,B,Correct
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,chromosome 9,B,Correct
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,البروتين,D,Incorrect
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,9 and 22,D,Correct
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,9,D,Incorrect
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,4,B,Incorrect
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,Autosomal recessive,A,Correct
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,CRISPR,B,Incorrect
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,50%,C,Correct
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,الوراث,B,Incorrect
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,قانون الانعكاس,A,Correct
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,Empirical formula,B,Correct
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,ANSWER: secondary radiation,B,Incorrect
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,100 GHz,A,Incorrect
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,الطول الموج,A,Incorrect
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,الطاقة,B,Incorrect
,ما الذي يعبر عن شدة الموجة الصوتية؟,Amplitude,C,Correct
,ما هي خصائص الأشعة السينية؟,ionizing radiation,A,Incorrect
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,الضغط,B,Correct
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,37,B,Incorrect
,ما هو ثابت التناسب بين تدرج السرعة؟,الزخم,B,Incorrect
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,Primary alcohol,C,Incorrect
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,التبريد,A,Incorrect
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,carbon-12,C,Correct
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,ANSWER: psi,A,Correct
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,Faraday's law,D,Correct
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,steady flow,D,Incorrect
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,السيال,A,Incorrect
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,قوى,C,Incorrect
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,conversion target,B,Incorrect
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,High,C,Correct
,ما هي طبيعة الأشعة السينية؟,ionizing radiation,D,Correct
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,الكتلة المولية,B,Incorrect
,أين يقع مجال التيراهرتز؟,between infrared and microwave,A,Correct
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,الاستقرار,B,Incorrect
,ما هي مكونات صمام الأشعة السينية؟,الغشاء,D,Incorrect
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,temperature,C,Correct
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,مقاومة,A,Incorrect
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,Energy of activation,C,Incorrect
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,Pressure,B,Incorrect
,ما هو المجال الموجي لأشعة UVC؟,100-280 nm,C,Correct
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,عكس,C,Correct
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,التردد,A,Incorrect
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,ANSWER: Power,D,Correct
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,التركيز,C,Incorrect
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,Le Chatelier's principle,C,Incorrect
,ما هو التواتر في حالة الأمواج الصوتية؟,التردد,A,Correct
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,heat,B,Correct
,ما هي التحولات التي تحافظ على العدد الكتلي؟,تفاعلات,B,Incorrect
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,Hagen-Poiseuille,A,Correct
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,جريان ثابت,B,Correct
,ما هي آلية انتقال الحرارة في الموائع؟,الانتقال,B,Incorrect
,ما هي صفات الخيال في المصورات ذات الثقب؟,الخيال is real,C,Incorrect
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,n = c/v,A,Correct
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,X-rays,D,Correct
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,Nitric acid,B,Incorrect
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,تبادل حر,B,Correct
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,تسخين,A,Incorrect
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,electromagnetic,C,Incorrect
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,حل,A,Incorrect
,ما هي استخدامات الليزر الصباغي؟,علاج الشامات,B,Incorrect
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,photons,D,Incorrect
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,X-ray,D,Correct
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,التيار,B,Correct
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,factor,A,Incorrect
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,البروتين,A,Incorrect
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,البلازما,B,Correct
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,اختبار,A,Incorrect
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,مليمتر زئبقي,A,Correct
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,الانشطار,B,Correct
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,الطيف تحت الأحمر,A,Correct
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,X-rays,A,Incorrect
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,الانشطار,B,Correct
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,العلاج بال تيار,B,Incorrect
,كيف تتولد الأشعة السينية؟,When electrons strike a metal target,C,Correct
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,الترتيب الذري,B,Correct
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,الخط المستوي,A,Incorrect
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,الصد,A,Incorrect
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,ANSWER: المجهر,D,Incorrect
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,السط,B,Incorrect
,ما هي الرابطة التي تبقى صلبة دائماً؟,الرباط,A,Incorrect
,كم عدد العدسات في مجهر SEM؟,one,B,Incorrect
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,الصد,B,Incorrect
,ما هو العدد النيوكلوني في نواة ذرة ما؟,العدد النيوكلonic,D,Incorrect
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الامتصاص,B,Correct
,ما يُستخدم لقياس درجة التشوه؟,مقياس,B,Incorrect
,ما هي الوحدة التي يقيسها الروتنجن؟,Radiation dose,B,Incorrect
,ما تتألف منه الحلقة البنزنية؟,six carbon atoms,D,Correct
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,توسع الكون,B,Correct
,ما هي الوحدة التي يقيسها الرونتجن؟,Radiation exposure,B,Correct
,ما هي النظائر؟,Isotopes,D,Incorrect
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,Brewster's angle,B,Correct
,كيف يمكن توليد الأمواج فوق الصوتية؟,Piezoelectric effect,D,Correct
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,retina,B,Incorrect
,ما هو الاضطراب الذي يمثل هذه الحالة؟,ANSWER: فرط نشاط الغدة الدرقية,B,Incorrect
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,When the electron is at the nucleus,B,Incorrect
,ما ينص عليه قانون الانعكاس الأول؟,The angle of incidence equals the angle of reflection,C,Correct
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,الانفعال,A,Incorrect
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,وزن,B,Incorrect
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,ANSWER: CT,B,Correct
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,Hydrogen,B,Correct
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الامتصاص,B,Correct
,ما هي الخطوة الأولى في التفاعلات؟,الاستجابة,A,Incorrect
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوضاء,D,Incorrect
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,إشعاع,A,Incorrect
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,الترتيب of electrons,B,Incorrect
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,Benzoic acid,D,Correct
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,Isotopes,A,Incorrect
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,Unpolarized,B,Correct
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,Substitution,A,Correct
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,point of equilibrium,B,Incorrect
,ما هي البنية لأكسيد المغنزيوم؟,MgO,B,Incorrect
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوضاء,D,Incorrect
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,سيفر,B,Correct
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,التصوير بال الرنين,A,Incorrect
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,short,B,Incorrect
,ما هي المماكبات (الإيزوميرات)؟,مستقل,D,Incorrect
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,law of conservation of energy,A,Correct
,ماذا يستخدم قانون ستوكس لقياسه؟,سقوط speed,A,Incorrect
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,X-ray crystallography,B,Correct
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,الوسائط,B,Incorrect
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,low attenuation,A,Incorrect
,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,Hooke's law,B,Correct
,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,الظاهرة,A,Incorrect
,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,Bernoulli's equation,A,Incorrect
,متى يحدث تفاعل اشعاع الليزر مع النسج؟,ANSWER: عند امتصاص,A,Correct
,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,crystal lattice,B,Incorrect
,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,الضغط,B,Incorrect
,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,200-300 Dobson units,C,Incorrect
,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,تكنيشيوم-99m,A,Correct
,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,decreases,A,Correct
,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,photons,A,Incorrect
,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,ANSWER: موجات العض,C,Correct
,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,gamma,B,Incorrect
,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,ANSWER: section,A,Incorrect
,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,91%,B,Incorrect
,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,Glucose,B,Incorrect
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,Enteropeptidase,A,Correct
,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,Secretin,A,Incorrect
,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,لاكتاز,D,Correct
,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,المرارة,D,Correct
,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,sodium,B,Correct
,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,Secretin,B,Incorrect
,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,Glucose,C,Incorrect
,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,acetylcholine,D,Incorrect
,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,type of receptor,D,Correct
,ما هو الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة؟,acetylcholine,A,Correct
,ما هو الناقل العصبي الذي يتحرر من طرفيات جميع الألياف اللاودية بعد العقدية؟,acetylcholine,A,Incorrect
,ما هي الميزة التي تتمتع بها قنوات IF في النسيج العقدي القلبي التي تمكنها من توليد التنبيه عفوياً؟,Pacemaker,A,Incorrect
,ما هي الفائدة الوظيفية من التأخير الزمني في كمون الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,allowing atrial contraction,A,Correct
,ماذا يحدث للبطينات في حال توقف العقدة الجيبية الأذينية عن العمل؟,توقف,B,Incorrect
